,Calibrations,Condition,Outgroup,Method,replicate,l-true,l-est
0,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,01,11.752064590269297,14.367469999999999
1,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,02,14.634934427133402,15.234305
2,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,03,10.475912539015752,12.380182999999999
3,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,04,7.68840795029655,8.4844443
4,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,05,11.895857019094002,13.671817999999998
5,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,06,10.9916979827417,11.735211000000001
6,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,07,11.5107080299109,12.514721
7,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,08,9.911897270478303,9.512242
8,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,09,18.0799987964858,19.048333999999997
9,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,10,11.965495715341252,25.643272
10,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,11,15.921316647872953,24.378041
11,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,12,13.275811930957703,17.191740000000003
12,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,13,14.53564873205255,16.859214
13,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,14,10.441738593946702,19.477438
14,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,15,13.246754333944102,15.743170999999998
15,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,16,17.490000453635652,19.87676
16,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,17,10.2335179034819,10.385076
17,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,18,11.770124905632851,13.624816000000001
18,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,19,8.784302634020548,9.796539000000001
19,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,20,8.521276658203952,8.9811058
20,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,21,9.623429939273251,21.220767000000002
21,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,22,7.4018782347284,8.670281099999999
22,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,23,11.764391894150702,13.065639
23,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,24,10.5066363465863,13.494594999999999
24,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,25,10.554077706644602,15.543000000000001
25,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,26,14.077945607918153,15.042576399999998
26,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,27,12.1040750044914,12.385778699999998
27,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,28,10.053590662559298,13.680533
28,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,29,11.269975793490751,12.716497999999998
29,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,30,11.145190292625102,11.899811099999999
30,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,31,16.222069060677452,27.143364000000005
31,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,32,11.751253624135051,21.357244
32,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,33,13.351736015155701,21.081669
33,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,34,20.1908492514255,19.552111999999994
34,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,35,13.509419999189852,14.193075999999998
35,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,36,15.188427335282803,30.30965
36,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,37,9.429511296602803,10.790696
37,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,38,11.542342299199952,7.633052000000001
38,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,39,9.6648745555314,9.6584121
39,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,40,8.2520345494223,10.33362
40,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,41,8.174824026032102,26.839720999999997
41,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,42,12.885202756607848,14.208859999999998
42,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,43,12.219686224467653,14.81372
43,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,44,11.649456017702,13.365695429999999
44,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,45,12.922751970641752,16.832207999999998
45,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,46,12.630464533459653,15.616191999999996
46,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,47,9.698019283676699,12.536525800000001
47,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,48,17.112423543747603,28.16735
48,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,49,10.032255907848048,16.911400000000008
49,3,fasttree_genetrees_1600_non,False,LSD+CASTLES-Pro,50,12.2333118837067,14.865927999999998
50,3,fasttree_genetrees_1600_non,False,LSD+ConBL,01,11.752064590269297,13.059664
51,3,fasttree_genetrees_1600_non,False,LSD+ConBL,02,14.634934427133402,14.615972
52,3,fasttree_genetrees_1600_non,False,LSD+ConBL,03,10.475912539015752,10.292708000000001
53,3,fasttree_genetrees_1600_non,False,LSD+ConBL,04,7.68840795029655,7.8100822999999995
54,3,fasttree_genetrees_1600_non,False,LSD+ConBL,05,11.895857019094002,9.312223
55,3,fasttree_genetrees_1600_non,False,LSD+ConBL,06,10.9916979827417,9.741368999999999
56,3,fasttree_genetrees_1600_non,False,LSD+ConBL,07,11.5107080299109,11.550211999999998
57,3,fasttree_genetrees_1600_non,False,LSD+ConBL,08,9.911897270478303,6.087269900000002
58,3,fasttree_genetrees_1600_non,False,LSD+ConBL,09,18.0799987964858,16.665789
59,3,fasttree_genetrees_1600_non,False,LSD+ConBL,10,11.965495715341252,15.868101
60,3,fasttree_genetrees_1600_non,False,LSD+ConBL,11,15.921316647872953,18.619723999999998
61,3,fasttree_genetrees_1600_non,False,LSD+ConBL,12,13.275811930957703,15.161394599999998
62,3,fasttree_genetrees_1600_non,False,LSD+ConBL,13,14.53564873205255,12.3856931
63,3,fasttree_genetrees_1600_non,False,LSD+ConBL,14,10.441738593946702,11.598313
64,3,fasttree_genetrees_1600_non,False,LSD+ConBL,15,13.246754333944102,2.8113507
65,3,fasttree_genetrees_1600_non,False,LSD+ConBL,16,17.490000453635652,18.290055000000002
66,3,fasttree_genetrees_1600_non,False,LSD+ConBL,17,10.2335179034819,9.419711000000001
67,3,fasttree_genetrees_1600_non,False,LSD+ConBL,18,11.770124905632851,12.226603
68,3,fasttree_genetrees_1600_non,False,LSD+ConBL,19,8.784302634020548,8.866248869999998
69,3,fasttree_genetrees_1600_non,False,LSD+ConBL,20,8.521276658203952,8.013907000000001
70,3,fasttree_genetrees_1600_non,False,LSD+ConBL,21,9.623429939273251,9.794157000000002
71,3,fasttree_genetrees_1600_non,False,LSD+ConBL,22,7.4018782347284,7.370596000000003
72,3,fasttree_genetrees_1600_non,False,LSD+ConBL,23,11.764391894150702,11.809393000000002
73,3,fasttree_genetrees_1600_non,False,LSD+ConBL,24,10.5066363465863,10.628203099999997
74,3,fasttree_genetrees_1600_non,False,LSD+ConBL,25,10.554077706644602,9.370311599999997
75,3,fasttree_genetrees_1600_non,False,LSD+ConBL,26,14.077945607918153,11.935059999999998
76,3,fasttree_genetrees_1600_non,False,LSD+ConBL,27,12.1040750044914,11.62581
77,3,fasttree_genetrees_1600_non,False,LSD+ConBL,28,10.053590662559298,3.8798946000000005
78,3,fasttree_genetrees_1600_non,False,LSD+ConBL,29,11.269975793490751,9.585918000000001
79,3,fasttree_genetrees_1600_non,False,LSD+ConBL,30,11.145190292625102,10.360499999999998
80,3,fasttree_genetrees_1600_non,False,LSD+ConBL,31,16.222069060677452,19.628317
81,3,fasttree_genetrees_1600_non,False,LSD+ConBL,32,11.751253624135051,14.754447
82,3,fasttree_genetrees_1600_non,False,LSD+ConBL,33,13.351736015155701,12.813253299999998
83,3,fasttree_genetrees_1600_non,False,LSD+ConBL,34,20.1908492514255,18.399051000000004
84,3,fasttree_genetrees_1600_non,False,LSD+ConBL,35,13.509419999189852,9.730310999999997
85,3,fasttree_genetrees_1600_non,False,LSD+ConBL,36,15.188427335282803,15.808959000000002
86,3,fasttree_genetrees_1600_non,False,LSD+ConBL,37,9.429511296602803,9.310547000000001
87,3,fasttree_genetrees_1600_non,False,LSD+ConBL,38,11.542342299199952,7.651550000000002
88,3,fasttree_genetrees_1600_non,False,LSD+ConBL,39,9.6648745555314,9.139855
89,3,fasttree_genetrees_1600_non,False,LSD+ConBL,40,8.2520345494223,5.8950309
90,3,fasttree_genetrees_1600_non,False,LSD+ConBL,41,8.174824026032102,10.749046
91,3,fasttree_genetrees_1600_non,False,LSD+ConBL,42,12.885202756607848,13.341947
92,3,fasttree_genetrees_1600_non,False,LSD+ConBL,43,12.219686224467653,8.4012269
93,3,fasttree_genetrees_1600_non,False,LSD+ConBL,44,11.649456017702,10.339206299999999
94,3,fasttree_genetrees_1600_non,False,LSD+ConBL,45,12.922751970641752,14.551212
95,3,fasttree_genetrees_1600_non,False,LSD+ConBL,46,12.630464533459653,12.108787999999997
96,3,fasttree_genetrees_1600_non,False,LSD+ConBL,47,9.698019283676699,10.1379114
97,3,fasttree_genetrees_1600_non,False,LSD+ConBL,48,17.112423543747603,14.6305442
98,3,fasttree_genetrees_1600_non,False,LSD+ConBL,49,10.032255907848048,10.893808
99,3,fasttree_genetrees_1600_non,False,LSD+ConBL,50,12.2333118837067,12.9423713
100,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,01,11.752064590269297,10.362500266348786
101,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,02,14.634934427133402,14.8397720371588
102,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,03,10.475912539015752,11.989071455686712
103,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,04,7.68840795029655,8.715963842377267
104,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,05,11.895857019094002,14.089190428762777
105,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,06,10.9916979827417,12.86563821341725
106,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,07,11.5107080299109,13.409890899037505
107,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,08,9.911897270478303,10.99134619020715
108,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,09,18.0799987964858,18.329348990147725
109,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,10,11.965495715341252,23.22691380814427
110,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,11,15.921316647872953,19.627217058311757
111,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,12,13.275811930957703,15.669463610121433
112,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,13,14.53564873205255,16.057096290463175
113,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,14,10.441738593946702,12.09693136724471
114,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,15,13.246754333944102,5.973517355724319
115,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,16,17.490000453635652,16.713936631021568
116,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,17,10.2335179034819,10.82089659072177
117,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,18,11.770124905632851,12.590474646258606
118,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,19,8.784302634020548,9.28045885540946
119,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,20,8.521276658203952,9.191155278942892
120,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,21,9.623429939273251,8.115193036651986
121,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,22,7.4018782347284,8.094730005230467
122,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,23,11.764391894150702,12.670132408237432
123,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,24,10.5066363465863,11.358863802288743
124,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,25,10.554077706644602,17.162087010553865
125,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,26,14.077945607918153,14.674860222223439
126,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,27,12.1040750044914,11.38456802971837
127,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,28,10.053590662559298,13.723178069011736
128,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,29,11.269975793490751,13.410455965440672
129,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,30,11.145190292625102,11.2359980794377
130,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,31,16.222069060677452,26.590507410244662
131,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,32,11.751253624135051,15.648150399413769
132,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,33,13.351736015155701,12.412060879044395
133,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,34,20.1908492514255,20.455730988114894
134,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,35,13.509419999189852,14.47465706519508
135,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,36,15.188427335282803,18.36274101787773
136,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,37,9.429511296602803,11.12018209471957
137,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,38,11.542342299199952,9.744956809894
138,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,39,9.6648745555314,10.396867268302726
139,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,40,8.2520345494223,8.643013321155973
140,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,41,8.174824026032102,24.868369382076178
141,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,42,12.885202756607848,13.650065525583768
142,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,43,12.219686224467653,11.310562630352383
143,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,44,11.649456017702,13.750937457758125
144,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,45,12.922751970641752,16.32440746708716
145,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,46,12.630464533459653,14.573321119118166
146,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,47,9.698019283676699,12.446713876068749
147,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,48,17.112423543747603,30.80910685415327
148,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,49,10.032255907848048,11.60766033215144
149,3,fasttree_genetrees_1600_non,False,wLogDate+CASTLES-Pro,50,12.2333118837067,13.446685066225164
150,3,fasttree_genetrees_1600_non,False,wLogDate+ConBL,01,11.752064590269297,10.260670673505507
151,3,fasttree_genetrees_1600_non,False,wLogDate+ConBL,02,14.634934427133402,14.169785032052475
152,3,fasttree_genetrees_1600_non,False,wLogDate+ConBL,03,10.475912539015752,10.171067475309178
153,3,fasttree_genetrees_1600_non,False,wLogDate+ConBL,04,7.68840795029655,7.860150468383634
154,3,fasttree_genetrees_1600_non,False,wLogDate+ConBL,05,11.895857019094002,9.571901111757683
155,3,fasttree_genetrees_1600_non,False,wLogDate+ConBL,06,10.9916979827417,10.824140017606435
156,3,fasttree_genetrees_1600_non,False,wLogDate+ConBL,07,11.5107080299109,12.366865222861893
157,3,fasttree_genetrees_1600_non,False,wLogDate+ConBL,08,9.911897270478303,7.474872806154596
158,3,fasttree_genetrees_1600_non,False,wLogDate+ConBL,09,18.0799987964858,16.987246055540957
159,3,fasttree_genetrees_1600_non,False,wLogDate+ConBL,10,11.965495715341252,12.82875527052686
160,3,fasttree_genetrees_1600_non,False,wLogDate+ConBL,11,15.921316647872953,12.782327923916007
161,3,fasttree_genetrees_1600_non,False,wLogDate+ConBL,12,13.275811930957703,14.652888742730648
162,3,fasttree_genetrees_1600_non,False,wLogDate+ConBL,13,14.53564873205255,11.119729409453091
163,3,fasttree_genetrees_1600_non,False,wLogDate+ConBL,14,10.441738593946702,10.02661458411856
164,3,fasttree_genetrees_1600_non,False,wLogDate+ConBL,15,13.246754333944102,1.5937577779902747
165,3,fasttree_genetrees_1600_non,False,wLogDate+ConBL,16,17.490000453635652,16.29295842381623
