,Condition,genes,Method,replicate,time_s,mem_gb
413,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,14,54.800000000000004,0.260736
414,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,15,54.65,0.260756
415,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,16,48.67,0.262264
416,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,17,51.42,0.262172
417,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,18,55.24,0.262204
418,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,19,39.87,0.262136
419,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,20,52.28,0.262192
420,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,21,49.78,0.262248
421,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,22,56.84,0.26072
422,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,23,53.53,0.262184
423,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,24,136.23,0.262176
424,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,25,59.480000000000004,0.26072
425,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,26,38.02,0.262028
426,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,27,47.66,0.260748
427,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,28,44.489999999999995,0.260768
428,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,29,46.29,0.262192
429,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,30,45.620000000000005,0.260768
430,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,31,46.89,0.260748
431,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,32,40.59,0.26066
432,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,33,37.61,0.262188
433,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,34,46.16,0.260764
434,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,35,38.519999999999996,0.260748
435,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,36,39.9,0.262156
436,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,37,37.72,0.262176
437,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,38,46.43,0.262108
438,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,39,42.4,0.26076
439,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,40,168.24,0.260736
440,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,41,47.08,0.26218
441,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,42,49.89,0.262172
442,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,43,49.480000000000004,0.26218
443,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,44,49.0,0.262196
444,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,45,41.9,0.260648
445,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,46,41.97,0.262188
446,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,47,44.45,0.260756
447,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,48,47.85,0.262116
448,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,49,47.83,0.260704
449,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,50,44.980000000000004,0.262192
450,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,1,26.560000000000002,0.131424
451,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,2,24.91,0.132156
452,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,3,25.83,0.131424
453,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,4,26.590000000000003,0.132156
454,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,5,26.0,0.131436
455,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,6,25.619999999999997,0.132144
456,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,7,27.0,0.131432
457,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,8,28.39,0.13138
458,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,9,24.07,0.132156
459,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,10,27.17,0.131444
460,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,11,26.6,0.13144
461,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,12,24.98,0.131432
462,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,13,25.759999999999998,0.131436
463,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,14,26.85,0.131428
464,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,15,25.71,0.13144
465,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,16,28.46,0.13216
466,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,17,22.1,0.131424
467,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,18,25.17,0.131444
468,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,19,26.009999999999998,0.131416
469,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,20,26.560000000000002,0.132156
470,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,21,31.72,0.131416
471,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,22,25.45,0.131416
472,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,23,24.46,0.131436
473,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,24,25.84,0.132152
474,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,25,26.33,0.131424
475,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,26,28.369999999999997,0.132164
476,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,27,25.91,0.131432
477,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,28,25.03,0.13144
478,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,29,25.96,0.131436
479,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,30,25.29,0.132144
480,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,31,26.35,0.132152
481,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,32,22.64,0.132108
482,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,33,20.880000000000003,0.132156
483,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,34,26.17,0.131444
484,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,35,25.08,0.131432
485,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,36,26.04,0.131424
486,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,37,24.759999999999998,0.131428
487,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,38,30.409999999999997,0.131404
488,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,39,26.15,0.131436
489,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,40,30.58,0.131432
490,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,41,28.560000000000002,0.132152
491,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,42,30.9,0.132152
492,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,43,30.02,0.131464
493,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,44,28.25,0.131436
494,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,45,25.39,0.131388
495,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,46,26.810000000000002,0.131432
496,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,47,25.87,0.13144
497,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,48,25.439999999999998,0.131408
498,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,49,33.14,0.132132
499,fasttree_genetrees_800_non,500,TreePL+CASTLES-Pro,50,27.28,0.13144
500,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,1,19.200000000000003,0.053904
501,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,2,17.310000000000002,0.053868
502,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,3,17.5,0.053872
503,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,4,18.07,0.053876
504,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,5,18.18,0.053876
505,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,6,14.1,0.053872
506,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,7,16.89,0.053872
507,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,8,19.06,0.053856
508,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,9,18.169999999999998,0.05388
509,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,10,17.98,0.053912
510,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,11,16.55,0.05388
511,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,12,17.04,0.05388
512,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,13,19.07,0.053876
513,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,14,18.73,0.053876
514,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,15,17.01,0.053876
515,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,16,17.11,0.05388
516,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,17,17.0,0.053872
517,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,18,18.0,0.05388
518,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,19,18.91,0.0539
519,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,20,16.83,0.053876
520,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,21,23.43,0.053868
521,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,22,16.25,0.053868
522,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,23,17.86,0.053872
523,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,24,19.43,0.05388
524,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,25,18.38,0.053872
525,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,26,18.549999999999997,0.053884
526,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,27,18.59,0.053876
527,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,28,18.3,0.053876
528,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,29,17.7,0.053912
529,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,30,17.64,0.053872
530,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,31,17.4,0.053876
531,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,32,15.83,0.05386
532,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,33,18.65,0.053876
533,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,34,15.64,0.053884
534,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,35,17.61,0.05388
535,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,36,17.72,0.053872
536,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,37,16.57,0.053872
537,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,38,18.65,0.053864
538,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,39,18.76,0.053912
539,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,40,16.65,0.053876
540,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,41,19.540000000000003,0.053876
541,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,42,16.77,0.05388
542,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,43,17.78,0.053876
543,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,44,18.44,0.05388
544,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,45,16.69,0.053852
545,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,46,17.96,0.053872
546,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,47,17.93,0.05388
547,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,48,15.13,0.053872
548,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,49,26.48,0.053868
549,fasttree_genetrees_800_non,200,TreePL+CASTLES-Pro,50,19.87,0.05388
550,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,1,18.35,0.032696
551,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,2,16.06,0.034944
552,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,3,16.55,0.03164
553,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,4,17.14,0.035236
554,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,5,16.16,0.035484
555,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,6,15.09,0.029868
556,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,7,15.049999999999999,0.0317
557,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,8,16.490000000000002,0.031456
558,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,9,15.76,0.03092
559,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,10,19.490000000000002,0.030576
560,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,11,15.7,0.033472
561,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,12,15.37,0.030132
562,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,13,15.21,0.034024
563,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,14,20.18,0.031648
564,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,15,16.06,0.029644
565,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,16,18.36,0.033692
566,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,17,15.77,0.030392
567,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,18,15.72,0.03244
568,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,19,15.66,0.033952
569,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,20,17.57,0.030068
570,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,21,20.8,0.031092
571,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,22,16.66,0.03422
572,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,23,16.14,0.032176
573,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,24,16.37,0.031188
574,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,25,15.52,0.032744
575,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,26,15.26,0.03112
576,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,27,17.33,0.031688
577,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,28,16.93,0.02938
578,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,29,17.82,0.030132
579,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,30,16.22,0.030656
580,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,31,14.76,0.033232
581,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,32,15.32,0.030856
582,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,33,16.81,0.0296
583,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,34,14.870000000000001,0.031068
584,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,35,15.530000000000001,0.031912
585,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,36,17.54,0.03022
586,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,37,15.23,0.030392
587,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,38,17.27,0.030524
588,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,39,15.83,0.030852
589,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,40,15.379999999999999,0.031648
590,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,41,16.41,0.030924
591,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,42,16.05,0.03066
592,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,43,19.09,0.030684
593,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,44,16.93,0.0304
594,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,45,14.21,0.032428
595,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,46,15.590000000000002,0.033496
596,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,47,15.92,0.031912
597,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,48,20.29,0.030348
598,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,49,23.14,0.031172
599,fasttree_genetrees_800_non,50,TreePL+CASTLES-Pro,50,16.89,0.03112
600,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),1,264.69,5.946672
601,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),2,484.72,6.29478
602,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),3,244.72,3.760468
603,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),4,391.83,5.733708
604,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),5,464.5,5.7645
605,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),6,252.46,4.126708
606,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),7,415.04999999999995,3.921728
607,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),8,146.77,2.743048
608,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),9,524.26,7.93052
609,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),10,939.63,6.984156
610,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),11,757.21,6.749
611,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),12,380.83000000000004,5.439084
612,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),13,445.93,6.245204
613,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),14,426.46000000000004,5.540008
614,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),15,316.98,5.5297
615,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),16,646.38,6.801856
616,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),17,142.46,3.400604
617,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),18,441.96,6.339392
618,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),19,97.67999999999999,2.993744
619,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),20,452.69,5.89854
620,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),21,127.00999999999999,4.219688
621,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),22,291.78999999999996,4.04106
622,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),23,389.17,5.384208
623,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),24,567.5500000000001,6.485928
624,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),25,112.14999999999999,3.61042
625,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),26,372.69,6.16666
626,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),27,421.65999999999997,5.403936
627,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),28,578.11,6.67668
628,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),29,444.71999999999997,5.461728
629,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),30,256.56,4.734624
630,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),31,484.97999999999996,5.457136
631,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),32,219.59,3.532392
632,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),33,289.0,5.907992
633,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),34,898.0,5.261712
634,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),35,274.89,6.023148
635,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),36,340.62,4.445924
636,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),37,227.17000000000002,4.174444
637,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),38,200.91,3.280228
638,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),39,244.72,6.216852
639,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),40,425.5,5.28932
640,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),41,224.09,5.97658
641,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),42,396.93,4.932988
642,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),43,265.89000000000004,5.393544
643,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),44,1708.1499999999999,8.166548
644,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),45,203.34,2.400492
645,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),46,354.12,5.60062
646,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),47,304.81,6.358896
647,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),48,251.52,5.081536
648,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),49,672.28,5.989124
649,fasttree_genetrees_800_non,1000,TreePL+Concat(RAxML),50,537.91,6.646588
650,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),1,152.37,3.049504
651,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),2,386.83,3.244204
652,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),3,81.54,1.986852
653,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),4,272.27,2.877324
654,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),5,292.32,2.958212
655,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),6,101.96000000000001,2.135028
656,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),7,87.41,2.077832
657,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),8,97.37,1.41162
658,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),9,276.12,3.977984
659,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),10,177.47,3.549968
660,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),11,375.12,3.399284
661,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),12,203.6,2.780152
662,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),13,360.11,3.19456
663,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),14,207.31,2.819176
664,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),15,191.76999999999998,2.771532
665,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),16,389.58,3.476088
666,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),17,75.71000000000001,1.783052
667,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),18,340.12,3.26028
668,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),19,66.44,1.577036
669,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),20,307.76,3.010504
670,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),21,134.12,2.214596
671,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),22,209.95999999999998,2.109284
672,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),23,162.98000000000002,2.758632
673,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),24,313.66,3.288168
674,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),25,109.30000000000001,1.874092
675,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),26,219.76999999999998,3.154664
676,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),27,201.74,2.779344
677,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),28,347.91999999999996,3.437476
678,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),29,276.02,2.812156
679,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),30,126.96,2.458232
680,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),31,242.95,2.784676
681,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),32,76.94,1.872392
682,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),33,301.15,3.014768
683,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),34,147.03,2.65428
684,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),35,291.82,3.087684
685,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),36,219.32000000000002,2.290044
686,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),37,104.89000000000001,2.140592
687,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),38,73.12,1.74436
688,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),39,146.6,3.140128
689,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),40,219.28,2.746448
690,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),41,377.52,3.056472
691,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),42,177.83,2.535596
692,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),43,229.93,2.740684
693,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),44,406.46000000000004,4.122828
694,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),45,50.160000000000004,1.283304
695,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),46,221.11999999999998,2.910868
696,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),47,333.97,3.207804
697,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),48,145.76000000000002,2.547236
698,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),49,382.34999999999997,3.038092
699,fasttree_genetrees_800_non,500,TreePL+Concat(RAxML),50,391.71,3.403504
700,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),1,61.599999999999994,1.22218
701,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),2,99.41,1.327028
702,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),3,32.82,0.799476
703,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),4,79.08,1.148504
704,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),5,55.64,1.19786
705,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),6,39.83,0.90572
706,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),7,37.769999999999996,0.866716
707,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),8,29.65,0.597548
708,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),9,82.08999999999999,1.620608
709,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),10,71.23,1.44654
710,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),11,68.31,1.382276
711,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),12,83.35,1.138936
712,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),13,62.06,1.341328
713,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),14,51.8,1.172476
714,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),15,67.21,1.131404
715,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),16,60.870000000000005,1.404848
716,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),17,35.3,0.769776
717,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),18,79.61999999999999,1.336308
718,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),19,33.58,0.670632
719,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),20,94.97,1.241704
720,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),21,52.94,0.938684
721,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),22,35.0,0.881636
722,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),23,61.379999999999995,1.137956
723,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),24,114.97999999999999,1.316736
724,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),25,35.93,0.7689
