,Taxon,Node Type,l1,l2,l1/l2,Topology
1642,  ,internal,0.638,2.172,0.29373849,ASTRAL
1643,  ,internal,0.647,2.2,0.294090909,ASTRAL
1644,  ,internal,0.684,2.214,0.308943089,ASTRAL
1645,  ,internal,0.771,2.234,0.345120859,ASTRAL
1646,  ,internal,0.798,2.32,0.343965517,ASTRAL
1647,  ,internal,0.85,2.422,0.350949628,ASTRAL
1648,  ,internal,0.937,2.482,0.377518131,ASTRAL
1649,  ,internal,0.97,2.507,0.386916633,ASTRAL
1650,  ,internal,1.129,2.548,0.443092622,ASTRAL
1651,  ,internal,1.334,2.577,0.517656189,ASTRAL
1652,  ,internal,1.407,2.63,0.534980989,ASTRAL
1653,  ,internal,1.524,2.649,0.575311438,ASTRAL
1654,  ,internal,1.698,2.869,0.591843848,ASTRAL
1655,  ,internal,1.926,2.873,0.670379394,ASTRAL
1656,  ,internal,2.151,2.9,0.741724138,ASTRAL
1657,  ,internal,2.317,2.954,0.78436019,ASTRAL
1658,  ,internal,2.612,2.962,0.881836597,ASTRAL
1659,  ,internal,3.233,3.054,1.058611657,ASTRAL
1660,  ,internal,3.281,4.784,0.685827759,ASTRAL
1661,  ,internal,4.147,4.784,0.866847826,ASTRAL
1662,  ,internal,4.174,5.722,0.729465222,ASTRAL
1663,  ,internal,4.427,5.91,0.749069374,ASTRAL
1664,  ,internal,4.736,6.027,0.785797246,ASTRAL
1665,  ,internal,4.927,6.803,0.724239306,ASTRAL
1666,  ,internal,5.207,9.263,0.5621289,ASTRAL
1667,  ,internal,6.747,9.307,0.724938219,ASTRAL
1668,  ,internal,7.219,11.201,0.644496027,ASTRAL
1669,  ,internal,8.718,11.341,0.768715281,ASTRAL
1670,  ,internal,9.279,12.359,0.750788899,ASTRAL
1671,  ,internal,12.284,18.341,0.669756284,ASTRAL
1672,  ,internal,12.533,19.136,0.654943562,ASTRAL
1673,  ,internal,13.32,19.822,0.671980628,ASTRAL
1674,  ,internal,16.27,20.738,0.784550101,ASTRAL
1675,  ,internal,18.252,25.768,0.708320397,ASTRAL
1676,  ,internal,19.756,28.862,0.684498649,ASTRAL
1677,  ,internal,23.988,34.11,0.703254178,ASTRAL
1678,  ,internal,32.075,35.308,0.908434349,ASTRAL
1679,  ,internal,59.9,59.9,1,ASTRAL
1680,  ,internal,60.209,64.714,0.930386006,ASTRAL
0,  ,internal,12.337,26.607,0.463674973,CAML
1,  ,internal,21.215,21.227,0.999434682,CAML
2,  ,internal,19.253,20.421,0.942803976,CAML
3,  ,internal,22.056,23.803,0.92660589,CAML
4,  ,internal,1.585,1.909,0.830277632,CAML
5,  ,internal,12.403,20.924,0.59276429,CAML
6,  ,internal,22.702,26.322,0.862472457,CAML
7,  ,internal,26.704,26.703,1.000037449,CAML
8,  ,internal,32.252,29.981,1.075747974,CAML
9,  ,internal,33.04,31.487,1.049321942,CAML
10,  ,internal,1.19,2.382,0.499580185,CAML
11,  ,internal,1.335,2.786,0.479181622,CAML
12,  ,internal,1.462,3.155,0.463391442,CAML
13,  ,internal,0.2,3.058,0.065402224,CAML
14,  ,internal,1.523,3.379,0.450725067,CAML
15,  ,internal,1.241,0.812,1.528325123,CAML
16,  ,internal,2.863,3.954,0.724076884,CAML
17,  ,internal,4.158,4.649,0.894385889,CAML
18,  ,internal,8.286,9.818,0.843960073,CAML
19,  ,internal,0.225,1.225,0.183673469,CAML
20,  ,internal,0.578,1.547,0.373626374,CAML
21,  ,internal,1.096,2.539,0.43166601,CAML
22,  ,internal,3.049,5.03,0.606163022,CAML
23,  ,internal,1.444,3.433,0.420623361,CAML
24,  ,internal,3.032,6.215,0.487851971,CAML
25,  ,internal,5.461,8.033,0.679820739,CAML
26,  ,internal,8.467,14.665,0.577361064,CAML
27,  ,internal,1.564,0.66,2.36969697,CAML
28,  ,internal,4.359,7.214,0.604241752,CAML
29,  ,internal,6.316,11.618,0.543639181,CAML
30,  ,internal,9.183,15.453,0.594253543,CAML
31,  ,internal,17.116,34.112,0.501758912,CAML
32,  ,internal,1.1,4.254,0.25858016,CAML
33,  ,internal,2.778,6.815,0.407630227,CAML
34,  ,internal,2.397,3.676,0.652067465,CAML
35,  ,internal,2.933,4.671,0.627916934,CAML
36,  ,internal,16.508,26.31,0.627442037,CAML
37,  ,internal,17.695,35.061,0.504691823,CAML
38,  ,internal,3.625,7.833,0.46278565,CAML
39,  ,internal,0.265,3.357,0.078939529,CAML
40,  ,internal,5.16,10.44,0.494252874,CAML
41,  ,internal,1.814,0.811,2.23674476,CAML
42,  ,internal,6.415,12.086,0.530779414,CAML
43,  ,internal,4.093,10.452,0.391599694,CAML
44,  ,internal,8.363,14.439,0.579195235,CAML
45,  ,internal,1.349,5.04,0.26765873,CAML
46,  ,internal,3.662,6.551,0.558998626,CAML
47,  ,internal,6.933,14.93,0.464367046,CAML
48,  ,internal,14.395,23.582,0.610423204,CAML
49,  ,internal,17.91,35.312,0.507193022,CAML
50,  ,internal,0.19,0.466,0.407725322,CAML
51,  ,internal,0.44,0.685,0.642335766,CAML
52,  ,internal,0.602,0.952,0.632352941,CAML
53,  ,internal,0.331,0.572,0.578671329,CAML
54,  ,internal,0.671,0.892,0.752242152,CAML
55,  ,internal,1.299,1.061,1.224316682,CAML
56,  ,internal,0.694,0.839,0.827175209,CAML
57,  ,internal,1.484,0.922,1.609544469,CAML
58,  ,internal,1.525,1.31,1.164122137,CAML
59,  ,internal,0.26,0.443,0.586907449,CAML
60,  ,internal,0.329,0.551,0.597096189,CAML
61,  ,internal,0.687,1.24,0.554032258,CAML
62,  ,internal,0.292,0.363,0.804407713,CAML
63,  ,internal,1.092,1.386,0.787878788,CAML
64,  ,internal,1.584,1.669,0.9490713,CAML
65,  ,internal,0.13,0.397,0.327455919,CAML
66,  ,internal,0.59,0.899,0.656284761,CAML
67,  ,internal,0.849,1.171,0.725021349,CAML
68,  ,internal,1.9,1.853,1.025364274,CAML
69,  ,internal,0.149,0.335,0.444776119,CAML
70,  ,internal,0.228,0.535,0.426168224,CAML
71,  ,internal,0.874,0.43,2.03255814,CAML
72,  ,internal,0.928,0.913,1.016429354,CAML
73,  ,internal,0.651,0.535,1.21682243,CAML
74,  ,internal,0.785,0.872,0.900229358,CAML
75,  ,internal,0.892,0.915,0.974863388,CAML
76,  ,internal,1.013,1.058,0.957466919,CAML
77,  ,internal,0.338,0.524,0.645038168,CAML
78,  ,internal,0.538,0.806,0.667493797,CAML
79,  ,internal,0.729,1.35,0.54,CAML
80,  ,internal,1.131,1.664,0.6796875,CAML
81,  ,internal,0.556,0.657,0.846270928,CAML
82,  ,internal,0.866,1.001,0.865134865,CAML
83,  ,internal,1.462,1.887,0.774774775,CAML
84,  ,internal,0.344,0.449,0.766146993,CAML
85,  ,internal,0.489,0.726,0.673553719,CAML
86,  ,internal,1.016,1.235,0.822672065,CAML
87,  ,internal,1.505,1.987,0.757423251,CAML
88,  ,internal,1.972,2.012,0.980119284,CAML
89,  ,internal,0.569,0.125,4.552,CAML
90,  ,internal,2.022,2.247,0.899866489,CAML
91,  ,internal,0.191,0.853,0.223915592,CAML
92,  ,internal,0.495,1.086,0.455801105,CAML
93,  ,internal,0.565,1.156,0.488754325,CAML
94,  ,internal,1.089,1.344,0.810267857,CAML
95,  ,internal,1.641,1.624,1.01046798,CAML
96,  ,internal,0.426,0.902,0.472283814,CAML
97,  ,internal,0.575,1.084,0.530442804,CAML
98,  ,internal,0.631,1.406,0.448790896,CAML
99,  ,internal,1.127,1.314,0.857686454,CAML
100,  ,internal,1.678,1.77,0.948022599,CAML
101,  ,internal,2.245,3.189,0.70398244,CAML
102,  ,internal,3.258,3.551,0.917488032,CAML
103,  ,internal,3.446,3.888,0.886316872,CAML
104,  ,internal,0.281,0.519,0.541425819,CAML
105,  ,internal,0.344,0.969,0.35500516,CAML
106,  ,internal,0.525,1.111,0.472547255,CAML
107,  ,internal,0.162,0.787,0.205844981,CAML
108,  ,internal,0.779,1.04,0.749038462,CAML
109,  ,internal,0.798,1.379,0.578680203,CAML
110,  ,internal,0.601,1.012,0.593873518,CAML
111,  ,internal,0.908,1.385,0.655595668,CAML
112,  ,internal,0.93,1.502,0.619174434,CAML
113,  ,internal,0.984,1.618,0.60815822,CAML
114,  ,internal,1.024,1.828,0.560175055,CAML
115,  ,internal,0.089,0.891,0.099887767,CAML
116,  ,internal,1.05,1.927,0.544888428,CAML
117,  ,internal,1.122,1.473,0.761710794,CAML
118,  ,internal,1.977,2.38,0.830672269,CAML
119,  ,internal,0.579,1.265,0.45770751,CAML
120,  ,internal,0.819,1.435,0.570731707,CAML
121,  ,internal,0.029,0.802,0.036159601,CAML
122,  ,internal,0.67,1.515,0.442244224,CAML
123,  ,internal,0.971,1.673,0.580394501,CAML
124,  ,internal,0.382,0.463,0.825053996,CAML
125,  ,internal,1.085,1.248,0.869391026,CAML
126,  ,internal,1.116,1.565,0.713099042,CAML
127,  ,internal,1.172,1.854,0.63214671,CAML
128,  ,internal,0.11,0.255,0.431372549,CAML
129,  ,internal,0.453,0.938,0.482942431,CAML
130,  ,internal,1.215,2.121,0.572842999,CAML
131,  ,internal,2.034,2.639,0.770746495,CAML
132,  ,internal,2.129,3.084,0.690337224,CAML
133,  ,internal,0.288,0.883,0.326160815,CAML
134,  ,internal,3.098,3.288,0.942214112,CAML
135,  ,internal,0.259,0.515,0.502912621,CAML
136,  ,internal,0.466,0.596,0.781879195,CAML
137,  ,internal,0.476,0.666,0.714714715,CAML
138,  ,internal,0.238,0.577,0.412478336,CAML
139,  ,internal,0.584,0.642,0.909657321,CAML
140,  ,internal,0.901,0.768,1.173177083,CAML
141,  ,internal,0.929,0.848,1.095518868,CAML
142,  ,internal,0.979,1.057,0.926206244,CAML
143,  ,internal,2.1,2.167,0.96908168,CAML
144,  ,internal,2.441,2.813,0.867756843,CAML
145,  ,internal,2.971,2.967,1.001348163,CAML
146,  ,internal,3.192,3.462,0.922010399,CAML
147,  ,internal,3.565,4.433,0.804195804,CAML
148,  ,internal,0.425,0.981,0.433231397,CAML
149,  ,internal,1.861,1.442,1.290568655,CAML
150,  ,internal,1.934,2.022,0.956478734,CAML
151,  ,internal,1.369,0.306,4.473856209,CAML
152,  ,internal,3.297,2.194,1.502734731,CAML
153,  ,internal,0.344,0.762,0.45144357,CAML
154,  ,internal,1.278,1.169,1.093242087,CAML
155,  ,internal,3.413,2.81,1.214590747,CAML
156,  ,internal,0.582,0.414,1.405797101,CAML
157,  ,internal,1.683,1.701,0.989417989,CAML
158,  ,internal,3.142,2.954,1.063642519,CAML
159,  ,internal,3.438,3.118,1.102629891,CAML
160,  ,internal,3.797,3.922,0.968128506,CAML
161,  ,internal,0.723,0.681,1.061674009,CAML
162,  ,internal,1.326,1.189,1.115222876,CAML
163,  ,internal,0.5,0.547,0.914076782,CAML
164,  ,internal,1.591,1.725,0.922318841,CAML
165,  ,internal,3.832,4.291,0.893031927,CAML
166,  ,internal,3.914,4.625,0.84627027,CAML
167,  ,internal,0.183,0.542,0.337638376,CAML
168,  ,internal,0.507,1.106,0.45840868,CAML
169,  ,internal,0.532,1.424,0.373595506,CAML
170,  ,internal,0.553,1.71,0.323391813,CAML
171,  ,internal,0.367,0.661,0.555219365,CAML
172,  ,internal,1.058,1.843,0.574064026,CAML
173,  ,internal,0.509,0.859,0.592549476,CAML
174,  ,internal,0.604,1.187,0.50884583,CAML
175,  ,internal,1.522,2.242,0.678858162,CAML
176,  ,internal,1.542,2.449,0.629644753,CAML
177,  ,internal,2.471,3.264,0.757046569,CAML
178,  ,internal,0.5,0.817,0.611995104,CAML
179,  ,internal,0.612,1.304,0.469325153,CAML
180,  ,internal,0.936,1.449,0.645962733,CAML
181,  ,internal,1.136,1.472,0.77173913,CAML
182,  ,internal,1.274,1.67,0.762874251,CAML
183,  ,internal,0.168,1.06,0.158490566,CAML
184,  ,internal,1.317,1.889,0.697194283,CAML
185,  ,internal,2.528,3.643,0.693933571,CAML
186,  ,internal,0.406,1.75,0.232,CAML
187,  ,internal,0.402,1.768,0.227375566,CAML
188,  ,internal,1.733,3.107,0.557772771,CAML
189,  ,internal,3.04,3.873,0.78492125,CAML
190,  ,internal,0.258,1.483,0.173971679,CAML
191,  ,internal,3.772,4.26,0.885446009,CAML
192,  ,internal,3.961,4.97,0.796981891,CAML
193,  ,internal,5.326,6.187,0.860837239,CAML
194,  ,internal,0.074,0.527,0.140417457,CAML
195,  ,internal,0.277,0.602,0.46013289,CAML
196,  ,internal,1.032,0.778,1.326478149,CAML
197,  ,internal,0.146,0.635,0.22992126,CAML
198,  ,internal,1.075,1.193,0.90108969,CAML
199,  ,internal,0.344,1.151,0.298870547,CAML
200,  ,internal,1.105,1.334,0.828335832,CAML
201,  ,internal,0.116,0.324,0.358024691,CAML
202,  ,internal,0.266,0.374,0.711229947,CAML
203,  ,internal,0.291,0.487,0.597535934,CAML
204,  ,internal,0.417,0.604,0.690397351,CAML
205,  ,internal,0.623,0.977,0.637666325,CAML
206,  ,internal,1.129,1.502,0.751664447,CAML
207,  ,internal,1.364,1.792,0.761160714,CAML
208,  ,internal,1.455,1.828,0.79595186,CAML
209,  ,internal,2.776,2.317,1.198100993,CAML
210,  ,internal,0.219,0.441,0.496598639,CAML
211,  ,internal,0.674,1.25,0.5392,CAML
212,  ,internal,1.973,1.711,1.153126826,CAML
213,  ,internal,0.409,0.937,0.436499466,CAML
214,  ,internal,2.171,1.885,1.151724138,CAML
215,  ,internal,2.214,2.175,1.017931034,CAML
216,  ,internal,0.59,0.562,1.049822064,CAML
217,  ,internal,1.195,1.542,0.774967575,CAML
218,  ,internal,1.726,1.743,0.990246701,CAML
219,  ,internal,1.059,1.714,0.617852975,CAML
220,  ,internal,2.667,2.52,1.058333333,CAML
221,  ,internal,2.754,2.65,1.039245283,CAML
222,  ,internal,2.836,3.002,0.944703531,CAML
223,  ,internal,0.185,0.859,0.215366705,CAML
224,  ,internal,1.603,1.767,0.907187323,CAML
225,  ,internal,1.687,2.093,0.806020067,CAML
226,  ,internal,3.057,3.431,0.890993879,CAML
227,  ,internal,3.207,3.597,0.891576314,CAML
228,  ,internal,0.953,0.367,2.596730245,CAML
229,  ,internal,3.282,3.975,0.825660377,CAML
230,  ,internal,4.053,4.268,0.949625117,CAML
231,  ,internal,0.393,0.637,0.616954474,CAML
232,  ,internal,0.471,0.936,0.503205128,CAML
233,  ,internal,0.837,1.235,0.677732794,CAML
234,  ,internal,0.671,0.314,2.136942675,CAML
235,  ,internal,1.863,1.717,1.085032033,CAML
236,  ,internal,2.067,1.879,1.10005322,CAML
237,  ,internal,3.684,2.989,1.232519237,CAML
238,  ,internal,4.34,4.245,1.02237927,CAML
239,  ,internal,4.486,4.622,0.970575508,CAML
240,  ,internal,0.157,0.261,0.601532567,CAML
241,  ,internal,0.207,0.351,0.58974359,CAML
242,  ,internal,0.233,0.551,0.422867514,CAML
243,  ,internal,0.389,0.607,0.640856672,CAML
244,  ,internal,0.377,0.477,0.790356394,CAML
245,  ,internal,0.701,0.682,1.027859238,CAML
246,  ,internal,0.268,0.467,0.573875803,CAML
247,  ,internal,0.654,0.694,0.942363112,CAML
248,  ,internal,0.813,0.763,1.065530799,CAML
249,  ,internal,0.864,0.993,0.870090634,CAML
250,  ,internal,0.423,0.795,0.532075472,CAML
251,  ,internal,0.751,0.949,0.791359326,CAML
252,  ,internal,1.298,1.389,0.934485241,CAML
253,  ,internal,0.127,1.321,0.096139288,CAML
254,  ,internal,1.335,1.597,0.835942392,CAML
255,  ,internal,0.146,0.438,0.333333333,CAML
256,  ,internal,0.24,0.491,0.488798371,CAML
257,  ,internal,0.255,0.561,0.454545455,CAML
258,  ,internal,0.575,0.795,0.72327044,CAML
259,  ,internal,0.591,0.861,0.68641115,CAML
260,  ,internal,0.417,0.767,0.543676662,CAML
261,  ,internal,0.838,0.957,0.875653083,CAML
262,  ,internal,0.317,0.704,0.450284091,CAML
263,  ,internal,0.88,1.137,0.773966579,CAML
264,  ,internal,1.358,1.764,0.76984127,CAML
265,  ,internal,0.513,0.926,0.55399568,CAML
266,  ,internal,0.192,0.986,0.194726166,CAML
267,  ,internal,0.6,1.333,0.450112528,CAML
268,  ,internal,1.385,1.921,0.720978657,CAML
269,  ,internal,3.003,3.527,0.851431812,CAML
270,  ,internal,0.308,0.644,0.47826087,CAML
271,  ,internal,0.851,1.259,0.67593328,CAML
272,  ,internal,0.771,1.595,0.48338558,CAML
273,  ,internal,3.012,2.016,1.494047619,CAML
274,  ,internal,0.262,0.402,0.651741294,CAML
275,  ,internal,0.558,1.13,0.49380531,CAML
276,  ,internal,1.279,2.101,0.608757734,CAML
277,  ,internal,3.345,3.029,1.10432486,CAML
278,  ,internal,3.806,3.969,0.958931721,CAML
279,  ,internal,4.542,4.891,0.928644449,CAML
280,  ,internal,0.438,2.252,0.194493783,CAML
281,  ,internal,3.448,3.758,0.917509313,CAML
282,  ,internal,0.421,1.582,0.266118837,CAML
283,  ,internal,3.704,4.82,0.76846473,CAML
284,  ,internal,5.193,5.961,0.871162557,CAML
285,  ,internal,5.43,6.396,0.848968105,CAML
286,  ,internal,0.457,0.472,0.968220339,CAML
287,  ,internal,1.017,1.214,0.837726524,CAML
288,  ,internal,0.441,0.719,0.613351878,CAML
289,  ,internal,1.333,1.497,0.890447562,CAML
290,  ,internal,0.337,1.178,0.286078098,CAML
291,  ,internal,1.734,2.141,0.809901915,CAML
292,  ,internal,0.382,0.584,0.654109589,CAML
293,  ,internal,0.525,1.293,0.406032483,CAML
294,  ,internal,0.951,1.929,0.493001555,CAML
295,  ,internal,0.635,0.376,1.688829787,CAML
296,  ,internal,2.038,2.223,0.916779127,CAML
297,  ,internal,2.111,2.435,0.866940452,CAML
298,  ,internal,0.083,0.506,0.164031621,CAML
299,  ,internal,0.458,1.114,0.411131059,CAML
300,  ,internal,1.47,1.301,1.129900077,CAML
301,  ,internal,0.446,0.623,0.715890851,CAML
302,  ,internal,1.761,2.241,0.785809906,CAML
303,  ,internal,2.121,2.472,0.858009709,CAML
304,  ,internal,2.181,2.702,0.807179867,CAML
305,  ,internal,3.835,3.842,0.998178032,CAML
306,  ,internal,0.693,0.943,0.734888653,CAML
307,  ,internal,0.614,1.132,0.542402827,CAML
308,  ,internal,1.85,1.642,1.126674787,CAML
309,  ,internal,0.498,0.91,0.547252747,CAML
310,  ,internal,0.715,1.131,0.632183908,CAML
311,  ,internal,2.547,3.519,0.723785166,CAML
312,  ,internal,3.153,3.746,0.841697811,CAML
313,  ,internal,3.943,4.6,0.857173913,CAML
314,  ,internal,4.975,5.197,0.957283048,CAML
315,  ,internal,0.467,0.565,0.826548673,CAML
316,  ,internal,0.598,0.56,1.067857143,CAML
317,  ,internal,1.025,0.81,1.265432099,CAML
318,  ,internal,5.039,5.613,0.897737395,CAML
319,  ,internal,0.187,0.812,0.230295567,CAML
320,  ,internal,0.463,0.941,0.492029756,CAML
321,  ,internal,0.584,1.154,0.506065858,CAML
322,  ,internal,0.601,1.256,0.478503185,CAML
323,  ,internal,0.973,1.451,0.670572019,CAML
324,  ,internal,0.645,1.129,0.571302037,CAML
325,  ,internal,1.151,1.659,0.693791441,CAML
326,  ,internal,0.75,1.481,0.506414585,CAML
327,  ,internal,1.987,1.99,0.998492462,CAML
328,  ,internal,0.2,0.938,0.213219616,CAML
329,  ,internal,1.538,2.72,0.565441176,CAML
330,  ,internal,2.058,3.049,0.674975402,CAML
331,  ,internal,0.291,0.484,0.601239669,CAML
332,  ,internal,0.893,1.282,0.696567863,CAML
333,  ,internal,0.921,1.403,0.656450463,CAML
334,  ,internal,2.262,3.337,0.67785436,CAML
335,  ,internal,2.829,3.896,0.726129363,CAML
336,  ,internal,2.865,4.3,0.66627907,CAML
337,  ,internal,0.228,2.079,0.10966811,CAML
338,  ,internal,3.503,4.904,0.714314845,CAML
339,  ,internal,1.828,3.025,0.604297521,CAML
340,  ,internal,0.378,1.737,0.21761658,CAML
341,  ,internal,2.967,3.434,0.864006989,CAML
342,  ,internal,0.687,1.37,0.501459854,CAML
343,  ,internal,0.768,1.66,0.462650602,CAML
344,  ,internal,1.064,2.083,0.510801728,CAML
345,  ,internal,3.119,4.219,0.73927471,CAML
346,  ,internal,4.424,5.084,0.87018096,CAML
347,  ,internal,4.58,5.832,0.785322359,CAML
348,  ,internal,5.151,6.077,0.847622182,CAML
349,  ,internal,0.378,1.636,0.231051345,CAML
350,  ,internal,0.629,2.24,0.280803571,CAML
351,  ,internal,0.413,1.183,0.349112426,CAML
352,  ,internal,1.671,2.652,0.630090498,CAML
353,  ,internal,1.752,2.889,0.606438214,CAML
354,  ,internal,0.35,1.627,0.215119852,CAML
355,  ,internal,2.561,3.424,0.747955607,CAML
356,  ,internal,0.1,1.478,0.067658999,CAML
357,  ,internal,1.146,2.755,0.415970962,CAML
358,  ,internal,1.066,1.507,0.707365627,CAML
359,  ,internal,2.414,3.224,0.748759305,CAML
360,  ,internal,3.527,4.197,0.840362163,CAML
361,  ,internal,0.81,1.487,0.544720915,CAML
362,  ,internal,1.228,1.823,0.67361492,CAML
363,  ,internal,1.444,2.16,0.668518519,CAML
364,  ,internal,0.189,1.194,0.158291457,CAML
365,  ,internal,0.96,2.132,0.450281426,CAML
366,  ,internal,1.635,3.366,0.48573975,CAML
367,  ,internal,2.458,3.58,0.686592179,CAML
368,  ,internal,2.526,3.763,0.671272921,CAML
369,  ,internal,3.972,4.793,0.828708533,CAML
370,  ,internal,0.623,0.519,1.200385356,CAML
371,  ,internal,1.701,1.149,1.480417755,CAML
372,  ,internal,0.555,2.101,0.264159924,CAML
373,  ,internal,2.889,4.084,0.707394711,CAML
374,  ,internal,0.339,0.342,0.99122807,CAML
375,  ,internal,1.893,2.967,0.6380182,CAML
376,  ,internal,3.952,4.658,0.848432804,CAML
377,  ,internal,0.985,1.725,0.571014493,CAML
378,  ,internal,1.481,2.068,0.71615087,CAML
379,  ,internal,5.002,5.442,0.919147372,CAML
380,  ,internal,5.075,5.615,0.903829029,CAML
381,  ,internal,0.263,0.58,0.453448276,CAML
382,  ,internal,0.718,1.038,0.691714836,CAML
383,  ,internal,0.526,1.181,0.445385267,CAML
384,  ,internal,0.738,1.31,0.563358779,CAML
385,  ,internal,0.71,0.677,1.048744461,CAML
386,  ,internal,1.437,1.571,0.91470401,CAML
387,  ,internal,0.419,1.3,0.322307692,CAML
388,  ,internal,0.679,1.496,0.453877005,CAML
389,  ,internal,1.486,1.818,0.817381738,CAML
390,  ,internal,0.253,1.123,0.225289403,CAML
391,  ,internal,1.547,1.947,0.794555727,CAML
392,  ,internal,0.754,0.484,1.55785124,CAML
393,  ,internal,2.058,1.179,1.745547074,CAML
394,  ,internal,3.365,2.822,1.192416726,CAML
395,  ,internal,3.459,3.369,1.026714159,CAML
396,  ,internal,3.921,4.306,0.910589875,CAML
397,  ,internal,5.231,5.974,0.87562772,CAML
398,  ,internal,5.704,6.939,0.822020464,CAML
399,  ,internal,6.437,7.922,0.812547337,CAML
400,  ,internal,0.399,1.486,0.268506057,CAML
401,  ,internal,2.37,4.439,0.533904032,CAML
402,  ,internal,1.174,1.002,1.171656687,CAML
403,  ,internal,4.891,5.999,0.81530255,CAML
404,  ,internal,1.393,1.037,1.343297975,CAML
405,  ,internal,5.141,5.07,1.014003945,CAML
406,  ,internal,7.198,7.485,0.961656647,CAML
407,  ,internal,7.531,8.598,0.875901372,CAML
408,  ,internal,0.159,0.686,0.231778426,CAML
409,  ,internal,0.474,0.83,0.571084337,CAML
410,  ,internal,0.208,0.301,0.6910299,CAML
411,  ,internal,0.468,0.94,0.49787234,CAML
412,  ,internal,0.621,1.406,0.441678521,CAML
413,  ,internal,0.64,1.511,0.423560556,CAML
414,  ,internal,0.343,1.204,0.284883721,CAML
415,  ,internal,0.908,1.444,0.628808864,CAML
416,  ,internal,0.938,1.657,0.566083283,CAML
417,  ,internal,0.228,1.155,0.197402597,CAML
418,  ,internal,0.969,2.109,0.459459459,CAML
419,  ,internal,1.883,2.628,0.71651446,CAML
420,  ,internal,0.324,0.642,0.504672897,CAML
421,  ,internal,0.609,1.051,0.579448145,CAML
422,  ,internal,1.96,3.069,0.63864451,CAML
423,  ,internal,2.017,3.235,0.623493045,CAML
424,  ,internal,0.978,0.621,1.574879227,CAML
425,  ,internal,0.213,0.347,0.613832853,CAML
426,  ,internal,2.279,1.142,1.995621716,CAML
427,  ,internal,2.686,1.966,1.366225839,CAML
428,  ,internal,0.451,0.458,0.984716157,CAML
429,  ,internal,0.654,1.008,0.648809524,CAML
430,  ,internal,3.076,3.272,0.9400978,CAML
431,  ,internal,3.233,3.706,0.872369131,CAML
432,  ,internal,0.463,2.089,0.221637147,CAML
433,  ,internal,1.284,1.935,0.663565891,CAML
434,  ,internal,2.444,2.645,0.924007561,CAML
435,  ,internal,0.862,0.457,1.886214442,CAML
436,  ,internal,2.713,1.692,1.603427896,CAML
437,  ,internal,3.282,3.716,0.88320775,CAML
438,  ,internal,3.447,4.217,0.817405739,CAML
439,  ,internal,0.422,1.514,0.278731836,CAML
440,  ,internal,0.805,2.206,0.364913871,CAML
441,  ,internal,0.876,1.667,0.525494901,CAML
442,  ,internal,2.145,3.222,0.665735568,CAML
443,  ,internal,0.339,1.018,0.333005894,CAML
444,  ,internal,2.32,3.417,0.67895815,CAML
445,  ,internal,0.926,0.813,1.13899139,CAML
446,  ,internal,2.463,1.818,1.354785479,CAML
447,  ,internal,3.409,3.727,0.914676684,CAML
448,  ,internal,3.526,4.347,0.811134115,CAML
449,  ,internal,1.074,1.92,0.559375,CAML
450,  ,internal,0.328,2.038,0.1609421,CAML
451,  ,internal,1.181,2.315,0.510151188,CAML
452,  ,internal,1.261,2.453,0.514064411,CAML
453,  ,internal,0.25,0.968,0.258264463,CAML
454,  ,internal,1.341,2.236,0.599731664,CAML
455,  ,internal,2.244,3.193,0.702787347,CAML
456,  ,internal,0.888,1.012,0.877470356,CAML
457,  ,internal,3.236,2.506,1.291300878,CAML
458,  ,internal,3.328,4.127,0.806396898,CAML
459,  ,internal,0.598,1.129,0.529672276,CAML
460,  ,internal,0.782,1.741,0.449167145,CAML
461,  ,internal,1.229,2.452,0.501223491,CAML
462,  ,internal,0.866,1.692,0.511820331,CAML
463,  ,internal,2.472,2.813,0.878777106,CAML
464,  ,internal,3.364,4.342,0.774758176,CAML
465,  ,internal,4.803,6.178,0.777436063,CAML
466,  ,internal,1.86,2.992,0.621657754,CAML
467,  ,internal,3.111,5.786,0.537677152,CAML
468,  ,internal,7.241,9.573,0.756398203,CAML
469,  ,internal,0.199,0.929,0.214208827,CAML
470,  ,internal,0.264,1.127,0.234250222,CAML
471,  ,internal,1.031,1.472,0.700407609,CAML
472,  ,internal,0.876,1.143,0.766404199,CAML
473,  ,internal,1.059,2.024,0.523221344,CAML
474,  ,internal,1.111,2.208,0.50317029,CAML
475,  ,internal,0.361,1.376,0.262354651,CAML
476,  ,internal,1.361,2.869,0.474381318,CAML
477,  ,internal,0.413,1.881,0.219564062,CAML
478,  ,internal,2.032,3.019,0.673070553,CAML
479,  ,internal,2.086,3.193,0.653304103,CAML
480,  ,internal,1.15,2.113,0.544249882,CAML
481,  ,internal,1.696,2.711,0.62559941,CAML
482,  ,internal,6.019,8.028,0.749750872,CAML
483,  ,internal,7.728,10.357,0.746162016,CAML
484,  ,internal,0.468,1.258,0.372019078,CAML
485,  ,internal,0.569,1.402,0.405848787,CAML
486,  ,internal,0.748,1.502,0.498002663,CAML
487,  ,internal,0.392,1.269,0.308904649,CAML
488,  ,internal,1.133,2.058,0.5505345,CAML
489,  ,internal,0.644,0.645,0.998449612,CAML
490,  ,internal,1.185,1.66,0.713855422,CAML
491,  ,internal,3.495,3.622,0.964936499,CAML
