,Taxon,Node Type,l1,l2,l1/l2,Topology
492,  ,internal,0.912,1.252,0.728434505,CAML
493,  ,internal,2.685,1.59,1.688679245,CAML
494,  ,internal,2.846,2.569,1.107824056,CAML
495,  ,internal,0.273,1.438,0.18984701,CAML
496,  ,internal,3.058,3.408,0.897300469,CAML
497,  ,internal,6.066,8.368,0.724904398,CAML
498,  ,internal,1.022,1.876,0.544776119,CAML
499,  ,internal,1.234,2.291,0.538629419,CAML
500,  ,internal,0.573,1.204,0.475913621,CAML
501,  ,internal,2.441,3.858,0.632711249,CAML
502,  ,internal,0.755,2.279,0.331285652,CAML
503,  ,internal,5.859,7.726,0.758348434,CAML
504,  ,internal,6.779,9.028,0.750886132,CAML
505,  ,internal,0.072,0.903,0.079734219,CAML
506,  ,internal,0.679,1.847,0.367623173,CAML
507,  ,internal,0.97,1.994,0.486459378,CAML
508,  ,internal,1.154,2.3,0.50173913,CAML
509,  ,internal,0.82,1.589,0.516047829,CAML
510,  ,internal,1.967,2.426,0.81079967,CAML
511,  ,internal,0.509,0.974,0.522587269,CAML
512,  ,internal,2.75,4.011,0.68561456,CAML
513,  ,internal,3.351,4.622,0.725010818,CAML
514,  ,internal,4.925,4.989,0.987171778,CAML
515,  ,internal,0.938,1.923,0.487779511,CAML
516,  ,internal,0.979,2.199,0.445202365,CAML
517,  ,internal,1.314,2.841,0.4625132,CAML
518,  ,internal,3.682,4.578,0.804281346,CAML
519,  ,internal,3.825,4.815,0.794392523,CAML
520,  ,internal,5.209,5.984,0.870487968,CAML
521,  ,internal,6.88,9.253,0.743542635,CAML
522,  ,internal,8.419,10.758,0.782580405,CAML
523,  ,internal,9.186,12.568,0.730903883,CAML
524,  ,internal,0.395,0.626,0.630990415,CAML
525,  ,internal,0.76,0.73,1.04109589,CAML
526,  ,internal,9.299,12.846,0.723882921,CAML
527,  ,internal,0.193,1.191,0.162048699,CAML
528,  ,internal,0.752,1.695,0.443657817,CAML
529,  ,internal,1.303,2.007,0.649227703,CAML
530,  ,internal,0.162,3.338,0.048532055,CAML
531,  ,internal,3.112,4.221,0.737266051,CAML
532,  ,internal,5.437,8.431,0.644881983,CAML
533,  ,internal,5.978,9.099,0.656995274,CAML
534,  ,internal,9.052,12.029,0.752514756,CAML
535,  ,internal,9.346,13.192,0.708459673,CAML
536,  ,internal,1.719,1.986,0.865558912,CAML
537,  ,internal,7.909,11.666,0.677953026,CAML
538,  ,internal,10.989,14.96,0.734558824,CAML
539,  ,internal,0.208,0.464,0.448275862,CAML
540,  ,internal,0.352,0.565,0.62300885,CAML
541,  ,internal,0.203,0.555,0.365765766,CAML
542,  ,internal,0.937,0.885,1.058757062,CAML
543,  ,internal,0.979,0.987,0.99189463,CAML
544,  ,internal,0.173,0.281,0.615658363,CAML
545,  ,internal,1.428,1.134,1.259259259,CAML
546,  ,internal,0.618,0.659,0.937784522,CAML
547,  ,internal,1.486,2.009,0.739671478,CAML
548,  ,internal,0.638,2.143,0.297713486,CAML
549,  ,internal,2.153,2.398,0.897831526,CAML
550,  ,internal,2.626,3.678,0.713974986,CAML
551,  ,internal,0.733,1.084,0.676199262,CAML
552,  ,internal,4.724,5.872,0.804495913,CAML
553,  ,internal,1.451,0.606,2.394389439,CAML
554,  ,internal,3.381,2.051,1.648464164,CAML
555,  ,internal,4.009,3.732,1.074222937,CAML
556,  ,internal,11.302,13.667,0.82695544,CAML
557,  ,internal,12.929,16.598,0.778949271,CAML
558,  ,internal,13.063,17.188,0.760006982,CAML
559,  ,internal,0.326,1.039,0.313763234,CAML
560,  ,internal,0.145,0.734,0.197547684,CAML
561,  ,internal,0.537,1.95,0.275384615,CAML
562,  ,internal,1.264,3.087,0.409459022,CAML
563,  ,internal,0.68,1.043,0.651965484,CAML
564,  ,internal,0.048,1.598,0.030037547,CAML
565,  ,internal,1.218,2.063,0.590402327,CAML
566,  ,internal,2.652,5.178,0.51216686,CAML
567,  ,internal,0.686,2.833,0.242146135,CAML
568,  ,internal,1.685,4.161,0.404950733,CAML
569,  ,internal,0.211,1.383,0.152566884,CAML
570,  ,internal,2.773,5.954,0.465737319,CAML
571,  ,internal,4.358,7.088,0.614841986,CAML
572,  ,internal,7.124,8.699,0.818944706,CAML
573,  ,internal,0.662,2.759,0.239942008,CAML
574,  ,internal,5.266,6.075,0.866831276,CAML
575,  ,internal,7.313,9.238,0.791621563,CAML
576,  ,internal,1.485,2.122,0.699811499,CAML
577,  ,internal,8.744,12.514,0.698737414,CAML
578,  ,internal,0.119,0.448,0.265625,CAML
579,  ,internal,0.443,0.873,0.50744559,CAML
580,  ,internal,0.557,1.503,0.370592149,CAML
581,  ,internal,1.646,1.981,0.830893488,CAML
582,  ,internal,1.938,2.166,0.894736842,CAML
583,  ,internal,2.388,3.773,0.632918102,CAML
584,  ,internal,3.305,5.883,0.561788203,CAML
585,  ,internal,1.858,0.693,2.681096681,CAML
586,  ,internal,1.422,1.36,1.045588235,CAML
587,  ,internal,6.517,8.684,0.750460617,CAML
588,  ,internal,7.855,10.419,0.753911124,CAML
589,  ,internal,10.124,14.49,0.698688751,CAML
590,  ,internal,13.291,17.485,0.760137261,CAML
591,  ,internal,0.668,0.204,3.274509804,CAML
592,  ,internal,0.548,0.365,1.501369863,CAML
593,  ,internal,1.847,2.409,0.766708178,CAML
594,  ,internal,0.726,0.268,2.708955224,CAML
595,  ,internal,2.015,2.798,0.720157255,CAML
596,  ,internal,2.071,3.027,0.684175752,CAML
597,  ,internal,2.931,3.199,0.91622382,CAML
598,  ,internal,2.968,3.312,0.896135266,CAML
599,  ,internal,0.361,0.556,0.649280576,CAML
600,  ,internal,0.442,0.644,0.686335404,CAML
601,  ,internal,3.04,3.417,0.889669301,CAML
602,  ,internal,4.131,4.066,1.015986227,CAML
603,  ,internal,0.936,1.082,0.865064695,CAML
604,  ,internal,4.235,4.43,0.955981941,CAML
605,  ,internal,0.438,0.553,0.7920434,CAML
606,  ,internal,0.775,1.1,0.704545455,CAML
607,  ,internal,0.561,0.463,1.211663067,CAML
608,  ,internal,1.936,2.242,0.863514719,CAML
609,  ,internal,5.517,7.619,0.724110776,CAML
610,  ,internal,0.063,0.897,0.070234114,CAML
611,  ,internal,1.37,2.14,0.640186916,CAML
612,  ,internal,2.805,3.411,0.82233949,CAML
613,  ,internal,7.726,8.656,0.892560074,CAML
614,  ,internal,1.02,1.169,0.872540633,CAML
615,  ,internal,3.119,1.789,1.743432085,CAML
616,  ,internal,3.579,2.57,1.392607004,CAML
617,  ,internal,1.079,0.359,3.005571031,CAML
618,  ,internal,3.382,4.543,0.744441999,CAML
619,  ,internal,4.462,7.054,0.632548908,CAML
620,  ,internal,7.619,8.481,0.898361042,CAML
621,  ,internal,8.211,8.97,0.915384615,CAML
622,  ,internal,0.39,1.098,0.355191257,CAML
623,  ,internal,0.833,1.483,0.561699258,CAML
624,  ,internal,2.48,1.796,1.380846325,CAML
625,  ,internal,0.783,0.533,1.469043152,CAML
626,  ,internal,2.649,2.264,1.170053004,CAML
627,  ,internal,5.226,5.519,0.946910672,CAML
628,  ,internal,8.462,8.724,0.969967905,CAML
629,  ,internal,9.011,9.427,0.955871433,CAML
630,  ,internal,1.013,0.274,3.697080292,CAML
631,  ,internal,2.505,1.621,1.545342381,CAML
632,  ,internal,3.839,4.592,0.836019164,CAML
633,  ,internal,0.791,2.607,0.303413886,CAML
634,  ,internal,0.12,2.461,0.048760666,CAML
635,  ,internal,6.482,7.367,0.879869689,CAML
636,  ,internal,6.865,8.637,0.79483617,CAML
637,  ,internal,8.789,9.068,0.969232466,CAML
638,  ,internal,8.983,10.049,0.893919793,CAML
639,  ,internal,10.512,12.295,0.8549817,CAML
640,  ,internal,2.007,2.629,0.76340814,CAML
641,  ,internal,0.808,1.001,0.807192807,CAML
642,  ,internal,2.917,4.27,0.683138173,CAML
643,  ,internal,1.283,4.375,0.293257143,CAML
644,  ,internal,1.104,2.4,0.46,CAML
645,  ,internal,7.133,10.792,0.660952557,CAML
646,  ,internal,7.602,11.394,0.66719326,CAML
647,  ,internal,10.752,12.738,0.844088554,CAML
648,  ,internal,0.451,2.213,0.203795752,CAML
649,  ,internal,1.561,3.95,0.395189873,CAML
650,  ,internal,3.195,7.109,0.4494303,CAML
651,  ,internal,1.185,1.952,0.607069672,CAML
652,  ,internal,2.736,4.455,0.614141414,CAML
653,  ,internal,3.649,7.453,0.489601503,CAML
654,  ,internal,1.306,0.641,2.037441498,CAML
655,  ,internal,4.199,4.546,0.92366916,CAML
656,  ,internal,6.147,8.741,0.703237616,CAML
657,  ,internal,8.72,10.899,0.800073401,CAML
658,  ,internal,11.453,13.942,0.821474681,CAML
659,  ,internal,13.864,17.863,0.77612943,CAML
660,  ,internal,0.24,0.866,0.277136259,CAML
661,  ,internal,0.295,1.099,0.268425842,CAML
662,  ,internal,0.319,1.229,0.259560618,CAML
663,  ,internal,0.526,1.39,0.378417266,CAML
664,  ,internal,1.485,2.362,0.628704488,CAML
665,  ,internal,3.307,3.37,0.981305638,CAML
666,  ,internal,0.328,0.628,0.522292994,CAML
667,  ,internal,0.651,0.728,0.894230769,CAML
668,  ,internal,0.906,1.515,0.598019802,CAML
669,  ,internal,1.049,1.905,0.550656168,CAML
670,  ,internal,3.694,3.751,0.984804052,CAML
671,  ,internal,0.461,0.826,0.55811138,CAML
672,  ,internal,1.085,0.969,1.119711042,CAML
673,  ,internal,3.893,4.091,0.951601076,CAML
674,  ,internal,0.152,0.495,0.307070707,CAML
675,  ,internal,0.175,0.606,0.288778878,CAML
676,  ,internal,0.032,0.787,0.040660737,CAML
677,  ,internal,0.454,1.065,0.42629108,CAML
678,  ,internal,1.539,1.324,1.162386707,CAML
679,  ,internal,0.575,0.798,0.720551378,CAML
680,  ,internal,0.663,0.339,1.955752212,CAML
681,  ,internal,1.728,1.094,1.57952468,CAML
682,  ,internal,3.162,4.043,0.782092506,CAML
683,  ,internal,4.084,4.553,0.896990995,CAML
684,  ,internal,0.477,0.804,0.593283582,CAML
685,  ,internal,0.397,0.224,1.772321429,CAML
686,  ,internal,1.135,0.981,1.156982671,CAML
687,  ,internal,1.783,1.569,1.136392607,CAML
688,  ,internal,1.885,1.751,1.076527698,CAML
689,  ,internal,0.277,1.036,0.267374517,CAML
690,  ,internal,1.969,2.267,0.868548743,CAML
691,  ,internal,0.67,2.383,0.281158204,CAML
692,  ,internal,3.401,4.055,0.838717633,CAML
693,  ,internal,4.148,4.98,0.832931727,CAML
694,  ,internal,1.105,2.615,0.422562141,CAML
695,  ,internal,4.931,7.198,0.685051403,CAML
696,  ,internal,1.734,3.297,0.525932666,CAML
697,  ,internal,5.887,7.712,0.763355809,CAML
698,  ,internal,0.606,0.604,1.003311258,CAML
699,  ,internal,2.123,2.325,0.91311828,CAML
700,  ,internal,0.199,1.076,0.184944238,CAML
701,  ,internal,1.091,1.995,0.546867168,CAML
702,  ,internal,2.336,2.52,0.926984127,CAML
703,  ,internal,2.393,2.755,0.868602541,CAML
704,  ,internal,1.009,2.39,0.422175732,CAML
705,  ,internal,1.344,3.403,0.394945636,CAML
706,  ,internal,4.014,4.197,0.956397427,CAML
707,  ,internal,4.616,5.69,0.811247803,CAML
708,  ,internal,5.939,8.152,0.728532875,CAML
709,  ,internal,1.025,2.679,0.38260545,CAML
710,  ,internal,1.299,3.137,0.414089895,CAML
711,  ,internal,1.687,2.097,0.804482594,CAML
712,  ,internal,3.013,5.03,0.599005964,CAML
713,  ,internal,5.85,7.826,0.747508306,CAML
714,  ,internal,7.515,10.743,0.699525272,CAML
715,  ,internal,14.345,18.587,0.771775972,CAML
716,  ,internal,0.126,0.21,0.6,CAML
717,  ,internal,0.537,0.402,1.335820896,CAML
718,  ,internal,1.164,0.475,2.450526316,CAML
719,  ,internal,1.201,0.498,2.411646586,CAML
720,  ,internal,1.24,0.549,2.258652095,CAML
721,  ,internal,0.553,0.591,0.9357022,CAML
722,  ,internal,1.26,0.694,1.81556196,CAML
723,  ,internal,0.083,0.414,0.200483092,CAML
724,  ,internal,0.326,0.489,0.666666667,CAML
725,  ,internal,0.348,0.248,1.403225806,CAML
726,  ,internal,0.709,0.477,1.486373166,CAML
727,  ,internal,0.79,0.672,1.175595238,CAML
728,  ,internal,1.285,0.902,1.424611973,CAML
729,  ,internal,0.206,0.444,0.463963964,CAML
730,  ,internal,0.591,0.546,1.082417582,CAML
731,  ,internal,0.144,0.466,0.309012876,CAML
732,  ,internal,0.17,0.541,0.314232902,CAML
733,  ,internal,0.688,0.609,1.129720854,CAML
734,  ,internal,1.407,1.331,1.057099925,CAML
735,  ,internal,0.532,0.643,0.827371695,CAML
736,  ,internal,0.891,0.8,1.11375,CAML
737,  ,internal,0.972,0.966,1.00621118,CAML
738,  ,internal,1.343,1.071,1.253968254,CAML
739,  ,internal,1.914,1.275,1.501176471,CAML
740,  ,internal,1.955,1.646,1.187727825,CAML
741,  ,internal,0.688,0.631,1.090332805,CAML
742,  ,internal,2.087,1.746,1.195303551,CAML
743,  ,internal,2.11,2.096,1.006679389,CAML
744,  ,internal,0.116,0.51,0.22745098,CAML
745,  ,internal,0.139,0.582,0.238831615,CAML
746,  ,internal,0.272,0.673,0.404160475,CAML
747,  ,internal,1.363,1.036,1.315637066,CAML
748,  ,internal,1.204,0.199,6.050251256,CAML
749,  ,internal,1.979,1.116,1.773297491,CAML
750,  ,internal,0.447,0.604,0.740066225,CAML
751,  ,internal,0.158,0.452,0.349557522,CAML
752,  ,internal,0.758,0.747,1.014725569,CAML
753,  ,internal,2.167,1.219,1.777686628,CAML
754,  ,internal,0.088,0.649,0.13559322,CAML
755,  ,internal,0.436,0.769,0.566970091,CAML
756,  ,internal,0.265,0.242,1.095041322,CAML
757,  ,internal,0.622,0.596,1.043624161,CAML
758,  ,internal,1.044,1.487,0.702084734,CAML
759,  ,internal,2.186,2,1.093,CAML
760,  ,internal,2.307,2.67,0.864044944,CAML
761,  ,internal,0.139,0.593,0.234401349,CAML
762,  ,internal,0.883,0.739,1.194857916,CAML
763,  ,internal,1.223,0.867,1.410611303,CAML
764,  ,internal,0.685,0.707,0.968882603,CAML
765,  ,internal,1.691,0.959,1.763295099,CAML
766,  ,internal,1.787,1.114,1.604129264,CAML
767,  ,internal,2.329,2.885,0.807279029,CAML
768,  ,internal,0.197,1.008,0.195436508,CAML
769,  ,internal,1.387,2.376,0.583754209,CAML
770,  ,internal,2.364,3.07,0.770032573,CAML
771,  ,internal,0.077,0.728,0.105769231,CAML
772,  ,internal,0.112,0.803,0.139476961,CAML
773,  ,internal,1.482,1.029,1.440233236,CAML
774,  ,internal,2.965,1.45,2.044827586,CAML
775,  ,internal,0.997,2.63,0.379087452,CAML
776,  ,internal,1.503,3.016,0.498342175,CAML
777,  ,internal,3.032,3.256,0.931203931,CAML
778,  ,internal,0.354,0.725,0.488275862,CAML
779,  ,internal,0.941,2.216,0.424638989,CAML
780,  ,internal,3.059,3.597,0.850430915,CAML
781,  ,internal,3.091,3.985,0.77565872,CAML
782,  ,internal,0.259,0.616,0.420454545,CAML
783,  ,internal,0.125,0.442,0.28280543,CAML
784,  ,internal,0.351,0.772,0.454663212,CAML
785,  ,internal,0.203,0.942,0.215498938,CAML
786,  ,internal,0.438,1.195,0.366527197,CAML
787,  ,internal,2.024,1.696,1.193396226,CAML
788,  ,internal,0.215,0.563,0.381882771,CAML
789,  ,internal,0.368,0.735,0.500680272,CAML
790,  ,internal,0.439,0.867,0.506343714,CAML
791,  ,internal,0.843,1.677,0.502683363,CAML
792,  ,internal,2.431,1.958,1.241573034,CAML
793,  ,internal,0.272,0.624,0.435897436,CAML
794,  ,internal,0.743,0.942,0.788747346,CAML
795,  ,internal,0.353,1.046,0.337476099,CAML
796,  ,internal,1.176,1.36,0.864705882,CAML
797,  ,internal,2.844,3.031,0.93830419,CAML
798,  ,internal,0.562,0.51,1.101960784,CAML
799,  ,internal,1.275,0.708,1.800847458,CAML
800,  ,internal,0.679,0.726,0.935261708,CAML
801,  ,internal,1.331,0.99,1.344444444,CAML
802,  ,internal,1.357,1.159,1.170836928,CAML
803,  ,internal,0.27,0.844,0.319905213,CAML
804,  ,internal,0.324,1.05,0.308571429,CAML
805,  ,internal,0.738,1.238,0.596122779,CAML
806,  ,internal,1.53,1.449,1.055900621,CAML
807,  ,internal,2.073,2.493,0.831528279,CAML
808,  ,internal,0.747,0.244,3.06147541,CAML
809,  ,internal,2.251,2.982,0.754862508,CAML
810,  ,internal,2.881,3.452,0.834588644,CAML
811,  ,internal,3.272,4.514,0.724856004,CAML
812,  ,internal,0.337,0.499,0.675350701,CAML
813,  ,internal,0.661,0.924,0.715367965,CAML
814,  ,internal,1.775,1.028,1.726653696,CAML
815,  ,internal,3.815,2.147,1.776897997,CAML
816,  ,internal,4.054,3.357,1.207625856,CAML
817,  ,internal,4.442,4.715,0.942099682,CAML
818,  ,internal,1.578,0.214,7.373831776,CAML
819,  ,internal,1.603,0.527,3.041745731,CAML
820,  ,internal,2.984,1.185,2.51814346,CAML
821,  ,internal,3.08,1.484,2.075471698,CAML
822,  ,internal,1.392,0.501,2.778443114,CAML
823,  ,internal,3.943,2.486,1.58608206,CAML
824,  ,internal,4.783,5.67,0.84356261,CAML
825,  ,internal,0.096,0.448,0.214285714,CAML
826,  ,internal,0.139,0.58,0.239655172,CAML
827,  ,internal,0.429,0.806,0.532258065,CAML
828,  ,internal,0.122,0.51,0.239215686,CAML
829,  ,internal,0.142,0.591,0.240270728,CAML
830,  ,internal,0.455,0.919,0.495103373,CAML
831,  ,internal,0.112,0.48,0.233333333,CAML
832,  ,internal,0.565,0.762,0.741469816,CAML
833,  ,internal,0.917,1.006,0.911530815,CAML
834,  ,internal,0.097,0.626,0.154952077,CAML
835,  ,internal,0.196,0.769,0.254876463,CAML
836,  ,internal,0.492,0.867,0.567474048,CAML
837,  ,internal,0.517,1.034,0.5,CAML
838,  ,internal,0.955,1.349,0.707931801,CAML
839,  ,internal,0.142,0.574,0.24738676,CAML
840,  ,internal,0.159,0.652,0.243865031,CAML
841,  ,internal,0.173,0.731,0.236662107,CAML
842,  ,internal,0.204,0.683,0.298682284,CAML
843,  ,internal,0.268,0.866,0.309468822,CAML
844,  ,internal,0.025,0.604,0.041390728,CAML
845,  ,internal,1.324,1.46,0.906849315,CAML
846,  ,internal,1.356,1.648,0.822815534,CAML
847,  ,internal,0.314,0.579,0.542314335,CAML
848,  ,internal,0.815,1.642,0.49634592,CAML
849,  ,internal,0.951,2.121,0.448373409,CAML
850,  ,internal,1.555,3.18,0.488993711,CAML
851,  ,internal,0.738,1.893,0.389857369,CAML
852,  ,internal,0.793,2.24,0.354017857,CAML
853,  ,internal,1.377,2.734,0.503657644,CAML
854,  ,internal,1.626,3.815,0.42621232,CAML
855,  ,internal,1.672,4.111,0.406713695,CAML
856,  ,internal,1.698,4.323,0.39278279,CAML
857,  ,internal,0.081,0.934,0.086723769,CAML
858,  ,internal,0.307,1.12,0.274107143,CAML
859,  ,internal,0.116,0.736,0.157608696,CAML
860,  ,internal,0.458,1.583,0.289324068,CAML
861,  ,internal,0.268,0.736,0.364130435,CAML
862,  ,internal,0.985,1.295,0.760617761,CAML
863,  ,internal,1.078,1.712,0.629672897,CAML
864,  ,internal,0.691,1.491,0.463447351,CAML
865,  ,internal,0.721,1.834,0.393129771,CAML
866,  ,internal,1.176,2.33,0.50472103,CAML
867,  ,internal,0.343,1.031,0.332686712,CAML
868,  ,internal,0.641,1.914,0.334900731,CAML
869,  ,internal,0.022,0.983,0.022380468,CAML
870,  ,internal,0.84,2.411,0.348403152,CAML
871,  ,internal,1.225,2.585,0.473887814,CAML
872,  ,internal,1.241,2.805,0.442424242,CAML
873,  ,internal,0.915,0.769,1.189856957,CAML
874,  ,internal,0.365,0.631,0.57844691,CAML
875,  ,internal,1.046,1.591,0.657448146,CAML
876,  ,internal,1.672,3.192,0.523809524,CAML
877,  ,internal,1.703,3.484,0.48880597,CAML
878,  ,internal,2.167,5.079,0.426658791,CAML
879,  ,internal,2.322,2.796,0.830472103,CAML
880,  ,internal,3.15,5.293,0.595125638,CAML
881,  ,internal,1.565,1.214,1.289126853,CAML
882,  ,internal,3.551,4.615,0.769447454,CAML
883,  ,internal,3.693,5.91,0.624873096,CAML
884,  ,internal,4.772,6.157,0.775052785,CAML
885,  ,internal,4.852,6.395,0.758717748,CAML
886,  ,internal,0.052,0.346,0.150289017,CAML
887,  ,internal,0.377,1.183,0.318681319,CAML
888,  ,internal,2.212,2.766,0.799710774,CAML
889,  ,internal,2.154,2.786,0.773151472,CAML
890,  ,internal,2.67,3.981,0.670685757,CAML
891,  ,internal,0.696,0.54,1.288888889,CAML
892,  ,internal,0.704,0.496,1.419354839,CAML
893,  ,internal,2.468,3.665,0.673396999,CAML
894,  ,internal,3.076,4.475,0.687374302,CAML
895,  ,internal,0.031,0.326,0.095092025,CAML
896,  ,internal,2.406,0.644,3.736024845,CAML
897,  ,internal,2.471,0.702,3.51994302,CAML
898,  ,internal,2.533,0.814,3.111793612,CAML
899,  ,internal,0.449,0.562,0.798932384,CAML
900,  ,internal,0.82,0.663,1.236802413,CAML
901,  ,internal,0.925,0.907,1.019845645,CAML
902,  ,internal,2.698,1.49,1.810738255,CAML
903,  ,internal,3.494,4.957,0.704861812,CAML
904,  ,internal,0.197,0.464,0.424568966,CAML
905,  ,internal,0.356,0.932,0.381974249,CAML
906,  ,internal,2.087,2.441,0.854977468,CAML
907,  ,internal,4.484,4.929,0.909717996,CAML
908,  ,internal,4.883,5.195,0.939942252,CAML
909,  ,internal,5.266,7.078,0.743995479,CAML
910,  ,internal,0.717,0.73,0.982191781,CAML
911,  ,internal,1.884,0.891,2.114478114,CAML
912,  ,internal,5.411,6.373,0.849050683,CAML
913,  ,internal,5.548,7.302,0.759791838,CAML
914,  ,internal,7.023,7.484,0.938401924,CAML
915,  ,internal,0.428,0.963,0.444444444,CAML
916,  ,internal,0.874,2.05,0.426341463,CAML
917,  ,internal,2.433,2.376,1.023989899,CAML
918,  ,internal,0.931,0.926,1.005399568,CAML
919,  ,internal,2.811,2.643,1.063564132,CAML
920,  ,internal,0.764,0.79,0.967088608,CAML
921,  ,internal,0.887,0.6,1.478333333,CAML
922,  ,internal,2.427,2.368,1.024915541,CAML
923,  ,internal,4.807,5.627,0.854274036,CAML
924,  ,internal,6.864,6.115,1.122485691,CAML
925,  ,internal,0.178,0.813,0.218942189,CAML
926,  ,internal,3.858,1.097,3.516864175,CAML
927,  ,internal,5.339,1.936,2.757747934,CAML
928,  ,internal,5.837,2.632,2.217705167,CAML
929,  ,internal,7.029,7.156,0.982252655,CAML
930,  ,internal,7.178,7.755,0.925596389,CAML
931,  ,internal,0.451,0.24,1.879166667,CAML
932,  ,internal,1.027,0.361,2.844875346,CAML
933,  ,internal,1.079,0.84,1.28452381,CAML
934,  ,internal,0.412,0.294,1.401360544,CAML
935,  ,internal,1.124,1.155,0.973160173,CAML
936,  ,internal,0.215,0.558,0.385304659,CAML
937,  ,internal,1.23,1.457,0.844200412,CAML
938,  ,internal,0.253,0.447,0.565995526,CAML
939,  ,internal,0.353,0.653,0.54058193,CAML
940,  ,internal,0.176,0.64,0.275,CAML
941,  ,internal,0.476,0.789,0.603295311,CAML
942,  ,internal,0.055,0.721,0.07628294,CAML
943,  ,internal,0.751,1.248,0.601762821,CAML
944,  ,internal,1.268,1.919,0.660760813,CAML
945,  ,internal,0.702,0.637,1.102040816,CAML
946,  ,internal,1.963,1.443,1.36036036,CAML
947,  ,internal,2.088,2.166,0.96398892,CAML
948,  ,internal,0.093,0.659,0.141122914,CAML
949,  ,internal,0.474,1.304,0.363496933,CAML
950,  ,internal,0.128,0.668,0.191616766,CAML
951,  ,internal,0.685,1.44,0.475694444,CAML
952,  ,internal,1.207,1.674,0.721027479,CAML
953,  ,internal,0.156,0.73,0.21369863,CAML
954,  ,internal,0.322,1.032,0.312015504,CAML
955,  ,internal,1.055,2.359,0.4472234,CAML
956,  ,internal,1.532,3.156,0.485424588,CAML
957,  ,internal,0.7,0.603,1.160862355,CAML
958,  ,internal,1.496,1.831,0.817039869,CAML
959,  ,internal,2.43,3.698,0.657111952,CAML
960,  ,internal,2.601,4.042,0.64349332,CAML
961,  ,internal,2.677,4.54,0.589647577,CAML
962,  ,internal,0.383,0.96,0.398958333,CAML
963,  ,internal,1.607,2.42,0.664049587,CAML
964,  ,internal,1.052,3.467,0.303432362,CAML
965,  ,internal,2.321,4.095,0.566788767,CAML
966,  ,internal,0.345,0.895,0.38547486,CAML
967,  ,internal,0.5,1.164,0.429553265,CAML
968,  ,internal,1.054,1.551,0.679561573,CAML
969,  ,internal,2.411,4.342,0.555274067,CAML
970,  ,internal,2.852,4.989,0.571657647,CAML
971,  ,internal,3.613,5.283,0.683891728,CAML
972,  ,internal,1.342,1.178,1.139219015,CAML
973,  ,internal,4.257,1.499,2.839893262,CAML
974,  ,internal,4.358,6.581,0.662209391,CAML
975,  ,internal,0.433,1.367,0.316752012,CAML
976,  ,internal,0.591,1.565,0.377635783,CAML
977,  ,internal,0.634,1.875,0.338133333,CAML
978,  ,internal,2.034,3.353,0.606620936,CAML
979,  ,internal,1.009,3.582,0.281686209,CAML
980,  ,internal,2.087,3.982,0.524108488,CAML
981,  ,internal,4.712,5.009,0.940706728,CAML
982,  ,internal,4.929,8.036,0.613364858,CAML
983,  ,internal,0.08,0.772,0.103626943,CAML
984,  ,internal,0.853,1.711,0.498538866,CAML
985,  ,internal,1.232,2.087,0.590321035,CAML
986,  ,internal,1.599,3.335,0.47946027,CAML
987,  ,internal,2.845,3.899,0.729674275,CAML
988,  ,internal,0.872,0.702,1.242165242,CAML
989,  ,internal,2.925,4.445,0.658042745,CAML
990,  ,internal,1.824,2.888,0.631578947,CAML
991,  ,internal,4.008,5.492,0.729788784,CAML
992,  ,internal,0.285,2.398,0.118849041,CAML
993,  ,internal,2.93,3.944,0.742900609,CAML
994,  ,internal,3.618,4.317,0.838082001,CAML
995,  ,internal,4.985,7.85,0.635031847,CAML
996,  ,internal,5.058,8.518,0.593801362,CAML
997,  ,internal,1.023,2.395,0.427139875,CAML
998,  ,internal,1.221,2.665,0.458161351,CAML
999,  ,internal,1.246,0.24,5.191666667,CAML
1000,  ,internal,3.225,3.948,0.816869301,CAML
1001,  ,internal,4.126,4.975,0.829346734,CAML
1002,  ,internal,1.607,0.474,3.390295359,CAML
1003,  ,internal,5.361,6.492,0.825785582,CAML
1004,  ,internal,5.956,9.019,0.660383635,CAML
1005,  ,internal,0.074,1.121,0.066012489,CAML
1006,  ,internal,0.263,1.442,0.182385576,CAML
1007,  ,internal,1.063,1.587,0.669817265,CAML
1008,  ,internal,1.873,1.683,1.112893642,CAML
1009,  ,internal,1.944,2.085,0.932374101,CAML
1010,  ,internal,0.048,0.863,0.05561993,CAML
1011,  ,internal,0.707,1.385,0.510469314,CAML
1012,  ,internal,0.282,1.311,0.215102975,CAML
1013,  ,internal,0.586,1.729,0.338924234,CAML
1014,  ,internal,1.037,2.068,0.501450677,CAML
1015,  ,internal,2.854,4.416,0.646286232,CAML
1016,  ,internal,0.567,0.944,0.600635593,CAML
1017,  ,internal,0.686,1.283,0.534684334,CAML
1018,  ,internal,0.815,1.77,0.460451977,CAML
1019,  ,internal,0.465,0.647,0.7187017,CAML
1020,  ,internal,1.486,2.677,0.555098991,CAML
1021,  ,internal,2.16,3,0.72,CAML
1022,  ,internal,2.393,4.032,0.593501984,CAML
1023,  ,internal,2.443,4.348,0.561867525,CAML
1024,  ,internal,0.873,2.929,0.298053943,CAML
1025,  ,internal,2.47,4.531,0.545133525,CAML
1026,  ,internal,3.361,5.566,0.603844772,CAML
1027,  ,internal,3.48,5.893,0.590531139,CAML
1028,  ,internal,1.064,2.017,0.527516113,CAML
