,Taxon,Branch Type,l1,l2,l1/l2,Method
232,  ,internal,8.042495,8.092277,0.993848209,TreePL
233,Drymodes brunneopygia,terminal,28.676708,27.957974,1.025707657,TreePL
234,  ,internal,0.918055,0.803283,1.142878662,TreePL
235,  ,internal,0.215064,0.121259,1.773592063,TreePL
236,Callaeas wilsoni,terminal,27.115614,26.153515,1.036786604,TreePL
237,Notiomystis cincta,terminal,27.115614,26.153515,1.036786604,TreePL
238,  ,internal,2.694213,2.729002,0.987252116,TreePL
239,  ,internal,0.122791,0.170374,0.720714428,TreePL
240,Melanocharis versteri,terminal,29.932618,29.05289,1.030280223,TreePL
241,  ,internal,0.139308,0.103597,1.344710754,TreePL
242,Cnemophilus loriae,terminal,30.071926,29.156487,1.031397438,TreePL
243,  ,internal,0.466544,0.399669,1.167325962,TreePL
244,Erpornis zantholeuca,terminal,18.018702,17.216948,1.046567719,TreePL
245,Vireo altiloquus,terminal,18.018702,17.216948,1.046567719,TreePL
246,  ,internal,2.844516,3.248054,0.87576007,TreePL
247,Pteruthius melanotis,terminal,20.863217,20.465001,1.019458391,TreePL
248,  ,internal,2.871392,2.921074,0.982991872,TreePL
249,Oreocharis arfaki,terminal,23.734609,23.386075,1.014903484,TreePL
250,  ,internal,0.515276,0.510071,1.010204462,TreePL
251,Pachycephala philippinensis,terminal,22.849931,22.497937,1.015645612,TreePL
252,Oriolus oriolus,terminal,22.849931,22.497937,1.015645612,TreePL
253,  ,internal,1.399953,1.398209,1.00124731,TreePL
254,  ,internal,0.218811,0.23323,0.938176907,TreePL
255,Aleadryas rufinucha,terminal,21.740844,21.395182,1.016156067,TreePL
256,Falcunculus frontatus,terminal,21.740844,21.395182,1.016156067,TreePL
257,  ,internal,2.727851,2.734194,0.997680121,TreePL
258,  ,internal,0.242253,0.221928,1.091583757,TreePL
259,Eulacestoma nigropectus,terminal,24.710948,24.351304,1.014768983,TreePL
260,  ,internal,0.600729,0.378729,1.586171114,TreePL
261,Daphoenositta chrysoptera,terminal,25.311677,24.730032,1.023519784,TreePL
262,  ,internal,0.222782,0.203074,1.097048367,TreePL
263,Dyaphorophyia castanea,terminal,17.290234,17.336169,0.997350337,TreePL
264,Mystacornis crossleyi,terminal,17.290234,17.336169,0.997350337,TreePL
265,  ,internal,0.766864,0.722283,1.061722344,TreePL
266,Dryoscopus gambensis,terminal,18.057098,18.058452,0.999925021,TreePL
267,  ,internal,0.927527,0.851344,1.089485566,TreePL
268,Rhagologus leucostigma,terminal,18.984625,18.909796,1.003957155,TreePL
269,  ,internal,0.535375,0.610204,0.877370519,TreePL
270,Gymnorhina tibicen,terminal,19.52,19.52,1,TreePL
271,  ,internal,0.507854,0.560576,0.905950308,TreePL
272,Machaerirhynchus nigripectus,terminal,20.027854,20.080576,0.997374478,TreePL
273,  ,internal,5.506605,4.85253,1.134790511,TreePL
274,  ,internal,0.294221,0.162668,1.80872083,TreePL
275,Mohoua ochrocephala,terminal,25.828679,25.095774,1.029204319,TreePL
276,  ,internal,0.214224,0.193495,1.107129383,TreePL
277,Corvus brachyrhynchos,terminal,0.577063,0.856386,0.673835163,TreePL
278,Corvus cornix,terminal,0.577063,0.856386,0.673835163,TreePL
279,  ,internal,1.710015,1.708349,1.000975211,TreePL
280,Corvus moneduloides,terminal,2.287077,2.564735,0.891740082,TreePL
281,  ,internal,6.691547,6.100592,1.096868468,TreePL
282,Aphelocoma coerulescens,terminal,8.978624,8.665326,1.036155362,TreePL
283,  ,internal,9.524629,9.401408,1.013106654,TreePL
284,Lanius ludovicianus,terminal,18.503253,18.066734,1.024161478,TreePL
285,  ,internal,2.203229,1.898055,1.160782485,TreePL
286,Ifrita kowaldi,terminal,19.351361,18.716809,1.033902788,TreePL
287,Paradisaea raggiana,terminal,19.351361,18.716809,1.033902788,TreePL
288,  ,internal,0.818096,0.85516,0.956658403,TreePL
289,Struthidea cinerea,terminal,20.169457,19.571969,1.030527741,TreePL
290,  ,internal,0.537025,0.39282,1.367101981,TreePL
291,  ,internal,0.056967,0.321436,0.177226571,TreePL
292,Myiagra hebetior,terminal,20.763448,20.286225,1.023524485,TreePL
293,  ,internal,0.915615,0.537235,1.704310032,TreePL
294,Dicrurus megarhynchus,terminal,21.679064,20.82346,1.041088465,TreePL
295,  ,internal,0.299862,0.454141,0.660283921,TreePL
296,Chaetorhynchus papuensis,terminal,18.806948,18.092501,1.03948857,TreePL
297,Rhipidura dahli,terminal,18.806948,18.092501,1.03948857,TreePL
298,  ,internal,3.171978,3.1851,0.995880192,TreePL
299,  ,internal,4.063978,4.011668,1.013039464,TreePL
300,  ,internal,0.327729,0.350204,0.93582312,TreePL
301,Edolisoma coerulescens,terminal,26.370633,25.639473,1.028516967,TreePL
302,  ,internal,1.575749,1.303549,1.208814552,TreePL
303,Ptilorrhoa leucosticta,terminal,27.946382,26.943022,1.037240069,TreePL
304,  ,internal,2.592088,2.613134,0.991946069,TreePL
305,  ,internal,0.241568,0.225212,1.072624905,TreePL
306,Orthonyx spaldingii,terminal,26.25,26.25,1,TreePL
307,Pomatostomus ruficeps,terminal,26.25,26.25,1,TreePL
308,  ,internal,4.530037,3.531368,1.28279947,TreePL
309,  ,internal,0.648893,0.683072,0.949962815,TreePL
310,Origma solitaria,terminal,19.820096,19.655977,1.008349572,TreePL
311,Pardalotus punctatus,terminal,19.820096,19.655977,1.008349572,TreePL
312,  ,internal,1.961481,2.076965,0.944397715,TreePL
313,Grantiella picta,terminal,21.781577,21.732942,1.002237847,TreePL
314,  ,internal,0.458423,0.507058,0.904083951,TreePL
315,Dasyornis broadbenti,terminal,22.24,22.24,1,TreePL
316,  ,internal,5.032193,3.905158,1.288601639,TreePL
317,Malurus elegans,terminal,27.272193,26.145158,1.043106835,TreePL
318,  ,internal,4.156737,4.319281,0.962367811,TreePL
319,  ,internal,1.151045,1.26432,0.910406384,TreePL
320,Climacteris rufus,terminal,29.318966,28.181571,1.040359531,TreePL
321,Ptilonorhynchus violaceus,terminal,29.318966,28.181571,1.040359531,TreePL
322,  ,internal,3.26101,3.547188,0.919322573,TreePL
323,  ,internal,0.508275,0.486867,1.043970941,TreePL
324,Atrichornis clamosus,terminal,26.77,26.77,1,TreePL
325,Menura novaehollandiae,terminal,26.77,26.77,1,TreePL
326,  ,internal,6.31825,5.445626,1.160243102,TreePL
327,  ,internal,0.89175,1.764374,0.505420053,TreePL
328,Mionectes macconnelli,terminal,22.837027,20.598455,1.108676694,TreePL
329,Tyrannus savana,terminal,22.837027,20.598455,1.108676694,TreePL
330,  ,internal,0.814906,0.672303,1.212111206,TreePL
331,Tachuris rubrigastra,terminal,23.651932,21.270758,1.111945893,TreePL
332,  ,internal,0.435626,0.279638,1.557821183,TreePL
333,Neopipo cinnamomea,terminal,24.087558,21.550396,1.117731572,TreePL
334,  ,internal,1.298791,0.846591,1.534142225,TreePL
335,Piprites chloris,terminal,25.386349,22.396986,1.133471664,TreePL
336,  ,internal,1.793337,1.340229,1.338082522,TreePL
337,Onychorhynchus coronatus,terminal,25.93909,22.668209,1.144293755,TreePL
338,Oxyruncus cristatus,terminal,25.93909,22.668209,1.144293755,TreePL
339,  ,internal,1.240596,1.069007,1.160512513,TreePL
340,  ,internal,0.334872,0.234015,1.430985193,TreePL
341,Pachyramphus minor,terminal,27.514559,23.97123,1.147815903,TreePL
342,  ,internal,0.732385,0.381354,1.920485953,TreePL
343,Cephalopterus ornatus,terminal,28.246943,24.352585,1.15991559,TreePL
344,  ,internal,0.893093,0.512062,1.744111065,TreePL
345,Lepidothrix coronata,terminal,11.110712,7.614156,1.459217804,TreePL
346,Manacus manacus,terminal,11.110712,7.614156,1.459217804,TreePL
347,  ,internal,18.029325,17.25049,1.045148573,TreePL
348,  ,internal,2.332752,7.004822,0.333020882,TreePL
349,Campylorhamphus procurvoides,terminal,6.982573,7.666172,0.91082916,TreePL
350,Xiphorhynchus elegans,terminal,6.982573,7.666172,0.91082916,TreePL
351,  ,internal,11.244214,9.258548,1.214468403,TreePL
352,Furnarius figulus,terminal,18.226787,16.92472,1.076932853,TreePL
353,  ,internal,2.175963,2.267382,0.959680812,TreePL
354,Sclerurus mexicanus,terminal,20.402751,19.192103,1.063080528,TreePL
355,  ,internal,6.297425,7.034441,0.895227496,TreePL
356,Formicarius rufipectus,terminal,26.700175,26.226544,1.018059223,TreePL
357,  ,internal,0.443641,0.580126,0.764732144,TreePL
358,Scytalopus superciliaris,terminal,27.143816,26.80667,1.012576944,TreePL
359,  ,internal,0.964029,0.888209,1.085362792,TreePL
360,Grallaria varia,terminal,28.107845,27.694879,1.014911277,TreePL
361,  ,internal,0.707524,0.893238,0.792089007,TreePL
362,Rhegmatorhina hoffmannsi,terminal,10.513245,12.151208,0.865201633,TreePL
363,Sakesphorus luctuosus,terminal,10.513245,12.151208,0.865201633,TreePL
364,  ,internal,18.302124,16.436909,1.113477236,TreePL
365,  ,internal,2.657419,3.281351,0.809855148,TreePL
366,  ,internal,1.320702,1.073226,1.230590761,TreePL
367,Sapayoa aenigma,terminal,29.520732,27.200208,1.08531273,TreePL
368,Pitta sordida,terminal,29.520732,27.200208,1.08531273,TreePL
369,  ,internal,0.722645,0.615334,1.174394719,TreePL
370,Calyptomena viridis,terminal,26.15126,23.831587,1.097336069,TreePL
371,Smithornis capensis,terminal,26.15126,23.831587,1.097336069,TreePL
372,  ,internal,4.092116,3.983955,1.027149152,TreePL
373,  ,internal,0.419157,0.35556,1.178864327,TreePL
374,Neodrepanis coruscans,terminal,23.827094,21.712156,1.097408014,TreePL
375,Serilophus lunatus,terminal,23.827094,21.712156,1.097408014,TreePL
376,  ,internal,6.83544,6.458946,1.058290315,TreePL
377,  ,internal,2.130957,4.771593,0.446592364,TreePL
378,  ,internal,1.186509,1.037305,1.143838119,TreePL
379,  ,internal,4.825808,5.152197,0.93665052,TreePL
380,Acanthisitta chloris,terminal,38.805808,39.132197,0.991659323,TreePL
381,  ,internal,17.874192,17.547803,1.018599992,TreePL
382,Agapornis roseicollis,terminal,19.956372,18.888163,1.056554415,TreePL
383,Melopsittacus undulatus,terminal,19.956372,18.888163,1.056554415,TreePL
384,  ,internal,3.460218,3.745223,0.923901728,TreePL
385,Amazona guildingii,terminal,23.416589,22.633386,1.034603881,TreePL
386,  ,internal,2.540731,2.870693,0.885058416,TreePL
387,Eolophus roseicapillus,terminal,11.002487,11.968611,0.919278519,TreePL
388,Probosciger aterrimus,terminal,11.002487,11.968611,0.919278519,TreePL
389,  ,internal,14.954833,13.535468,1.104862647,TreePL
390,  ,internal,5.455813,6.093079,0.895411499,TreePL
391,Nestor notabilis,terminal,31.413133,31.597157,0.994175932,TreePL
392,  ,internal,25.266867,25.082843,1.007336648,TreePL
393,  ,internal,1.391185,1.337679,1.039999133,TreePL
394,Falco cherrug,terminal,0.687833,1.118864,0.61476015,TreePL
395,Falco peregrinus,terminal,0.687833,1.118864,0.61476015,TreePL
396,  ,internal,22.261791,30.452275,0.731038683,TreePL
397,Herpetotheres cachinnans,terminal,22.949624,31.571139,0.726917835,TreePL
398,  ,internal,35.121561,26.446539,1.328021069,TreePL
399,  ,internal,2.137504,1.407576,1.518570933,TreePL
400,Cariama cristata,terminal,6.606272,9.287068,0.711340974,TreePL
401,Chunga burmeisteri,terminal,6.606272,9.287068,0.711340974,TreePL
402,  ,internal,53.602416,50.138186,1.069093645,TreePL
403,  ,internal,8.153654,8.795623,0.927012674,TreePL
404,Ramphastos sulfuratus,terminal,15.522369,15.014361,1.033834807,TreePL
405,Semnornis frantzii,terminal,15.522369,15.014361,1.033834807,TreePL
406,  ,internal,1.553948,1.817284,0.855093645,TreePL
407,Eubucco bourcierii,terminal,17.076317,16.831645,1.014536428,TreePL
408,  ,internal,15.11097,12.745328,1.185608562,TreePL
409,Tricholaema leucomelas,terminal,32.187287,29.576973,1.088254941,TreePL
410,  ,internal,1.428919,1.893148,0.754784623,TreePL
411,Psilopogon haemacephalus,terminal,33.616206,31.470121,1.068194368,TreePL
412,  ,internal,6.378414,9.321871,0.684241822,TreePL
413,Picoides pubescens,terminal,30.299346,29.971358,1.010943381,TreePL
414,Indicator maculatus,terminal,30.299346,29.971358,1.010943381,TreePL
415,  ,internal,9.695273,10.820634,0.895998608,TreePL
416,  ,internal,22.526139,22.622612,0.99573555,TreePL
417,Bucco capensis,terminal,50.784164,50.105436,1.013545995,TreePL
418,Galbula dea,terminal,50.784164,50.105436,1.013545995,TreePL
419,  ,internal,11.736594,13.309168,0.881842802,TreePL
420,  ,internal,2.958902,2.754246,1.074305636,TreePL
421,Chloroceryle aenea,terminal,32.362056,29.4916,1.097331308,TreePL
422,Halcyon senegalensis,terminal,32.362056,29.4916,1.097331308,TreePL
423,  ,internal,0.912999,1.412948,0.64616603,TreePL
424,Ceyx cyanopectus,terminal,33.275054,30.904549,1.07670408,TreePL
425,  ,internal,5.251558,7.306305,0.718770706,TreePL
426,Baryphthengus martii,terminal,38.526612,38.210854,1.008263568,TreePL
427,  ,internal,1.453388,1.769146,0.821519535,TreePL
428,Todus mexicanus,terminal,39.98,39.98,1,TreePL
429,  ,internal,20.81099,20.997954,0.991096085,TreePL
430,Brachypteracias leptosomus,terminal,41.730485,40.204832,1.037947006,TreePL
431,Eurystomus gularis,terminal,41.730485,40.204832,1.037947006,TreePL
432,  ,internal,18.179515,19.705168,0.922575996,TreePL
433,Merops nubicus,terminal,59.91,59.91,1,TreePL
434,  ,internal,0.88099,1.067954,0.824932535,TreePL
435,  ,internal,4.68867,5.190896,0.903248688,TreePL
436,  ,internal,0.863245,0.801569,1.076944093,TreePL
437,Buceros rhinoceros,terminal,26.607511,27.379139,0.971816937,TreePL
438,Bucorvus abyssinicus,terminal,26.607511,27.379139,0.971816937,TreePL
439,  ,internal,35.392489,34.620861,1.022287949,TreePL
440,Rhinopomastus cyanomelas,terminal,37.746955,37.738996,1.000210896,TreePL
441,Upupa epops,terminal,37.746955,37.738996,1.000210896,TreePL
442,  ,internal,24.253045,24.261004,0.999671943,TreePL
443,  ,internal,4.342905,4.970419,0.873750281,TreePL
444,  ,internal,0.814519,0.508539,1.601684433,TreePL
445,Apaloderma vittatum,terminal,18.265604,21.983756,0.83086821,TreePL
446,Trogon melanurus,terminal,18.265604,21.983756,0.83086821,TreePL
447,  ,internal,48.89182,45.495203,1.074658794,TreePL
448,  ,internal,0.338346,0.212949,1.588859304,TreePL
449,Leptosomus discolor,terminal,67.49577,67.691907,0.997102504,TreePL
450,  ,internal,0.49423,0.298093,1.657972512,TreePL
451,Colius striatus,terminal,18.53168,22.134591,0.837227126,TreePL
452,Urocolius indicus,terminal,18.53168,22.134591,0.837227126,TreePL
453,  ,internal,49.45832,45.855409,1.078571123,TreePL
454,  ,internal,0.194248,0.094498,2.055577896,TreePL
455,Haliaeetus albicilla,terminal,0.343603,0.505746,0.679398354,TreePL
456,Haliaeetus leucocephalus,terminal,0.343603,0.505746,0.679398354,TreePL
457,  ,internal,6.098282,9.354768,0.651890245,TreePL
458,Aquila chrysaetos,terminal,3.381859,4.302845,0.785958825,TreePL
459,Spizaetus tyrannus,terminal,3.381859,4.302845,0.785958825,TreePL
460,  ,internal,3.060026,5.55767,0.550595123,TreePL
461,  ,internal,1.866556,1.131494,1.649638443,TreePL
462,Circaetus pectoralis,terminal,8.308441,10.992008,0.755861986,TreePL
463,  ,internal,20.787985,18.159178,1.144764647,TreePL
464,Pandion haliaetus,terminal,29.096426,29.151186,0.998121517,TreePL
465,  ,internal,26.733574,26.678814,1.002052565,TreePL
466,Sagittarius serpentarius,terminal,55.83,55.83,1,TreePL
467,  ,internal,5.846769,6.161317,0.948947928,TreePL
468,Cathartes aura,terminal,61.676769,61.991317,0.994925935,TreePL
469,  ,internal,4.103231,3.788683,1.083023045,TreePL
470,Ciccaba nigrolineata,terminal,0.806134,3.250607,0.247994913,TreePL
471,Strix occidentalis,terminal,0.806134,3.250607,0.247994913,TreePL
472,  ,internal,21.592614,17.877723,1.207794415,TreePL
473,Glaucidium brasilianum,terminal,22.398748,21.12833,1.060128652,TreePL
474,  ,internal,27.436343,29.67488,0.924564581,TreePL
475,Tyto alba,terminal,49.835091,50.80321,0.980943744,TreePL
476,  ,internal,15.944909,14.97679,1.064641288,TreePL
477,  ,internal,2.404248,2.304498,1.043284915,TreePL
478,  ,internal,0.178095,0.13638,1.305873295,TreePL
479,  ,internal,1.571244,0.911515,1.723771962,TreePL
480,Phalacrocorax auritus,terminal,1.288428,1.532695,0.840629088,TreePL
481,Phalacrocorax brasilianus,terminal,1.288428,1.532695,0.840629088,TreePL
482,  ,internal,1.161939,0.974583,1.192242221,TreePL
483,Phalacrocorax harrisi,terminal,2.450366,2.507278,0.977301281,TreePL
484,  ,internal,2.284494,1.693497,1.348980246,TreePL
485,Phalacrocorax carbo,terminal,4.208172,3.818504,1.102047294,TreePL
486,Phalacrocorax pelagicus,terminal,4.208172,3.818504,1.102047294,TreePL
487,  ,internal,0.526688,0.38227,1.377790567,TreePL
488,  ,internal,17.756851,25.764122,0.689208466,TreePL
489,Anhinga anhinga,terminal,13.053138,15.147856,0.861715216,TreePL
490,Anhinga rufa,terminal,13.053138,15.147856,0.861715216,TreePL
491,  ,internal,9.438574,14.817041,0.637008023,TreePL
492,  ,internal,5.052409,3.639008,1.388402828,TreePL
493,Sula dactylatra,terminal,27.544121,33.603905,0.819670244,TreePL
494,  ,internal,29.065879,23.006095,1.263399069,TreePL
495,Fregata magnificens,terminal,56.61,56.61,1,TreePL
496,  ,internal,2.145691,2.092876,1.025235609,TreePL
497,Pelecanus crispus,terminal,33.435662,33.034538,1.012142564,TreePL
498,Scopus umbretta,terminal,33.435662,33.034538,1.012142564,TreePL
499,  ,internal,0.734338,1.135462,0.646730582,TreePL
500,Balaeniceps rex,terminal,34.17,34.17,1,TreePL
501,  ,internal,16.255315,16.427145,0.989539874,TreePL
502,Cochlearius cochlearius,terminal,35.4,35.4,1,TreePL
503,Egretta garzetta,terminal,35.4,35.4,1,TreePL
504,  ,internal,15.025315,15.197145,0.988693271,TreePL
505,  ,internal,0.552217,0.728096,0.758439821,TreePL
506,Mesembrinibis cayennensis,terminal,22.206643,22.047785,1.007205168,TreePL
507,Nipponia nippon,terminal,22.206643,22.047785,1.007205168,TreePL
508,  ,internal,28.77089,29.277455,0.982697779,TreePL
509,  ,internal,7.778158,7.377636,1.054288664,TreePL
510,  ,internal,1.461856,0.904527,1.616155184,TreePL
511,Ciconia maguari,terminal,60.217547,59.607403,1.010236044,TreePL
512,  ,internal,5.889674,6.382174,0.922831938,TreePL
513,Calonectris borealis,terminal,13.881431,13.743952,1.010002873,TreePL
514,Pelecanoides urinatrix,terminal,13.881431,13.743952,1.010002873,TreePL
515,  ,internal,0.811997,1.192291,0.681039276,TreePL
516,Fulmarus glacialis,terminal,14.693428,14.936242,0.9837433,TreePL
517,  ,internal,13.247051,13.170226,1.005833233,TreePL
518,Hydrobates tethys,terminal,27.940479,28.106469,0.994094242,TreePL
519,  ,internal,2.207275,3.162857,0.697873789,TreePL
520,Fregetta grallaria,terminal,13.239167,12.025304,1.100942396,TreePL
521,Oceanites oceanicus,terminal,13.239167,12.025304,1.100942396,TreePL
522,  ,internal,16.908586,19.244022,0.878640962,TreePL
523,  ,internal,8.352247,7.230674,1.155113202,TreePL
524,Thalassarche chlororhynchos,terminal,38.5,38.5,1,TreePL
525,  ,internal,27.35,27.35,1,TreePL
526,Aptenodytes forsteri,terminal,12.5,12.5,1,TreePL
527,Pygoscelis adeliae,terminal,12.5,12.5,1,TreePL
528,  ,internal,53.35,53.35,1,TreePL
529,  ,internal,0.257221,0.139577,1.84286093,TreePL
530,  ,internal,1.043585,0.45348,2.301281203,TreePL
531,Gavia stellata,terminal,67.150807,66.443057,1.010651978,TreePL
532,  ,internal,1.682084,0.750542,2.241159056,TreePL
533,Eurypyga helias,terminal,26.237472,27.659921,0.948573642,TreePL
534,Rhynochetos jubatus,terminal,26.237472,27.659921,0.948573642,TreePL
535,  ,internal,31.642528,30.220079,1.047069665,TreePL
536,Phaethon lepturus,terminal,57.88,57.88,1,TreePL
537,  ,internal,10.95289,9.313599,1.176010477,TreePL
538,  ,internal,0.653533,0.690145,0.946950279,TreePL
539,Chaetura pelagica,terminal,59.82,59.82,1,TreePL
540,Hemiprocne comata,terminal,59.82,59.82,1,TreePL
541,  ,internal,0.797984,0.886315,0.900339044,TreePL
542,Calypte anna,terminal,10.663187,12.815743,0.832038142,TreePL
543,Oreotrochilus melanogaster,terminal,10.663187,12.815743,0.832038142,TreePL
544,  ,internal,49.954797,47.890571,1.043102973,TreePL
545,  ,internal,0.402016,0.313685,1.281591405,TreePL
546,Aegotheles bennettii,terminal,61.02,61.02,1,TreePL
547,  ,internal,3.232534,2.850883,1.133871155,TreePL
548,Podargus strigoides,terminal,64.252534,63.870883,1.005975352,TreePL
549,  ,internal,0.643362,0.494742,1.300398996,TreePL
550,Nyctibius bracteatus,terminal,16.483182,18.952486,0.869710813,TreePL
551,Nyctibius grandis,terminal,16.483182,18.952486,0.869710813,TreePL
552,  ,internal,46.580615,42.777184,1.088912608,TreePL
553,Steatornis caripensis,terminal,63.063797,61.72967,1.021612411,TreePL
554,  ,internal,1.832099,2.635955,0.695041835,TreePL
555,  ,internal,0.742659,0.513514,1.446229314,TreePL
556,Antrostomus carolinensis,terminal,18.255693,18.322401,0.996359211,TreePL
557,Chordeiles acutipennis,terminal,18.255693,18.322401,0.996359211,TreePL
558,  ,internal,2.082165,2.443965,0.851961873,TreePL
559,Nyctiprogne leucopyga,terminal,20.337857,20.766366,0.979365239,TreePL
560,  ,internal,45.300698,44.112773,1.026929275,TreePL
561,  ,internal,3.847869,3.004604,1.280657617,TreePL
562,  ,internal,0.228035,0.618135,0.368908086,TreePL
563,Uria aalge,terminal,3.407635,4.929039,0.691338616,TreePL
564,Uria lomvia,terminal,3.407635,4.929039,0.691338616,TreePL
565,  ,internal,18.292365,16.770961,1.090716567,TreePL
566,Alca torda,terminal,21.7,21.7,1,TreePL
567,  ,internal,0.943583,1.056693,0.892958504,TreePL
568,Cepphus grylle,terminal,22.643583,22.756693,0.995029594,TreePL
569,  ,internal,1.473529,2.990627,0.492715742,TreePL
570,Stercorarius parasiticus,terminal,24.117112,25.74732,0.936684362,TreePL
571,  ,internal,0.833318,0.793867,1.049694722,TreePL
572,Chroicocephalus maculipennis,terminal,2.077183,2.724476,0.762415598,TreePL
573,Larus smithsonianus,terminal,2.077183,2.724476,0.762415598,TreePL
574,  ,internal,0.426008,0.659755,0.645706361,TreePL
575,Rissa tridactyla,terminal,2.503191,3.384232,0.739662943,TreePL
576,  ,internal,16.05132,13.645022,1.176349881,TreePL
577,Phaetusa simplex,terminal,17.933336,16.128071,1.111933101,TreePL
578,Rynchops niger,terminal,17.933336,16.128071,1.111933101,TreePL
579,  ,internal,0.621174,0.901184,0.689286539,TreePL
580,  ,internal,6.39592,9.511933,0.672410119,TreePL
581,  ,internal,5.00575,6.283501,0.796649829,TreePL
582,Glareola pratincola,terminal,21.429006,21.053528,1.017834446,TreePL
583,Rhinoptilus africanus,terminal,21.429006,21.053528,1.017834446,TreePL
584,  ,internal,3.432739,4.351267,0.788905622,TreePL
585,Dromas ardeola,terminal,24.861745,25.404795,0.978624114,TreePL
586,  ,internal,5.094435,7.419893,0.686591437,TreePL
587,  ,internal,17.226618,16.129724,1.068004511,TreePL
588,Turnix velox,terminal,47.182798,48.954413,0.963810923,TreePL
589,  ,internal,2.076916,2.961766,0.701242434,TreePL
590,Nycticryphes semicollaris,terminal,23.727018,18.904441,1.255102862,TreePL
591,Rostratula benghalensis,terminal,23.727018,18.904441,1.255102862,TreePL
592,  ,internal,4.924388,9.720618,0.506592071,TreePL
593,Jacana jacana,terminal,28.651406,28.625059,1.000920417,TreePL
594,  ,internal,3.818594,3.844941,0.993147619,TreePL
595,Pedionomus torquatus,terminal,26.72944,25.609393,1.043735789,TreePL
596,Thinocorus orbignyianus,terminal,26.72944,25.609393,1.043735789,TreePL
597,  ,internal,5.74056,6.860607,0.836742288,TreePL
598,  ,internal,2.542408,6.500809,0.391091017,TreePL
599,Arenaria interpres,terminal,20.299305,14.75726,1.375547019,TreePL
600,Calidris pugnax,terminal,20.299305,14.75726,1.375547019,TreePL
601,  ,internal,2.418652,8.024513,0.301407948,TreePL
602,Limosa lapponica,terminal,22.717956,22.781773,0.997198769,TreePL
603,  ,internal,12.294452,16.189036,0.759430765,TreePL
604,  ,internal,14.247306,12.94537,1.100571556,TreePL
605,  ,internal,3.182357,3.308663,0.961825668,TreePL
606,Charadrius alexandrinus,terminal,18.792005,18.624496,1.008994015,TreePL
607,Charadrius vociferus,terminal,18.792005,18.624496,1.008994015,TreePL
608,  ,internal,6.464142,7.438381,0.869025397,TreePL
609,Himantopus himantopus,terminal,18.184099,15.738802,1.155367416,TreePL
610,Ibidorhyncha struthersii,terminal,18.184099,15.738802,1.155367416,TreePL
611,  ,internal,7.072047,10.324076,0.685005322,TreePL
612,  ,internal,13.407944,17.299606,0.775043316,TreePL
613,Chionis minor,terminal,8.205127,9.407424,0.872197001,TreePL
614,Pluvianellus socialis,terminal,8.205127,9.407424,0.872197001,TreePL
615,  ,internal,24.221297,26.878986,0.901123911,TreePL
616,Burhinus bistriatus,terminal,32.426424,36.28641,0.893624473,TreePL
617,  ,internal,6.237667,7.076074,0.88151523,TreePL
618,  ,internal,13.777981,11.862358,1.161487539,TreePL
619,  ,internal,16.032228,12.256761,1.30803138,TreePL
620,Balearica regulorum,terminal,14.41802,13.529231,1.065693978,TreePL
621,Grus americana,terminal,14.41802,13.529231,1.065693978,TreePL
622,  ,internal,10.050357,9.883882,1.016843078,TreePL
623,Aramus guarauna,terminal,24.468378,23.413113,1.045071537,TreePL
624,  ,internal,25.270667,24.41275,1.03514217,TreePL
625,Psophia crepitans,terminal,49.739044,47.825862,1.040003085,TreePL
626,  ,internal,11.020956,12.934138,0.85208276,TreePL
627,Atlantisia rogersi,terminal,13.558834,16.159501,0.839062667,TreePL
628,Zapornia atra,terminal,13.558834,16.159501,0.839062667,TreePL
629,  ,internal,31.460357,27.73407,1.134357741,TreePL
630,Heliornis fulica,terminal,45.01919,43.893571,1.025644279,TreePL
631,  ,internal,15.74081,16.866429,0.933262755,TreePL
632,  ,internal,7.714299,6.721603,1.147687389,TreePL
633,  ,internal,0.624839,0.567634,1.100777966,TreePL
634,Opisthocomus hoazin,terminal,69.099139,68.049237,1.015428564,TreePL
635,  ,internal,0.61532,0.452642,1.359396609,TreePL
636,  ,internal,0.219127,0.630514,0.347537089,TreePL
637,  ,internal,0.353817,0.272561,1.298120421,TreePL
638,Ceuthmochares aereus,terminal,25.575364,23.44802,1.090725955,TreePL
639,Piaya cayana,terminal,25.575364,23.44802,1.090725955,TreePL
640,  ,internal,6.024142,7.742283,0.778083415,TreePL
641,Cuculus canorus,terminal,31.599505,31.190303,1.013119526,TreePL
642,  ,internal,8.537794,10.026992,0.851481082,TreePL
643,Centropus bengalensis,terminal,5.162769,8.538169,0.604669338,TreePL
644,Centropus unirufus,terminal,5.162769,8.538169,0.604669338,TreePL
645,  ,internal,34.97453,32.679126,1.070240679,TreePL
646,  ,internal,3.978833,3.749915,1.061046184,TreePL
647,Geococcyx californianus,terminal,37.275162,36.871699,1.010942349,TreePL
648,Crotophaga sulcirostris,terminal,37.275162,36.871699,1.010942349,TreePL
649,  ,internal,6.840971,8.09551,0.84503274,TreePL
650,  ,internal,11.992269,11.172632,1.073361138,TreePL
651,Ardeotis kori,terminal,12.733884,13.635585,0.933871484,TreePL
652,Chlamydotis macqueenii,terminal,12.733884,13.635585,0.933871484,TreePL
653,  ,internal,2.543367,2.378693,1.069228774,TreePL
