,Taxon,Branch Type,l1,l2,l1/l2,Method
654,Lophotis ruficrista,terminal,15.277251,16.014278,0.953976882,TreePL
655,  ,internal,40.83115,40.125563,1.017584476,TreePL
656,  ,internal,0.571599,0.540159,1.058205084,TreePL
657,Corythaeola cristata,terminal,17.993159,17.529783,1.026433642,TreePL
658,Corythaixoides concolor,terminal,17.993159,17.529783,1.026433642,TreePL
659,  ,internal,8.184753,9.386172,0.872001174,TreePL
660,Tauraco erythrolophus,terminal,26.177912,26.915955,0.972579721,TreePL
661,  ,internal,30.502088,29.764045,1.024796462,TreePL
662,  ,internal,9.427345,5.569485,1.692678048,TreePL
663,Columba livia,terminal,16.34339,14.214938,1.149733471,TreePL
664,Patagioenas fasciata,terminal,16.34339,14.214938,1.149733471,TreePL
665,  ,internal,6.896379,8.742202,0.788860633,TreePL
666,Columbina picui,terminal,23.239769,22.95714,1.012311159,TreePL
667,  ,internal,0.605441,0.533179,1.135530469,TreePL
668,Alopecoenas beccarii,terminal,22.383146,21.964904,1.019041376,TreePL
669,Caloenas nicobarica,terminal,22.383146,21.964904,1.019041376,TreePL
670,  ,internal,1.462065,1.525414,0.958470946,TreePL
671,  ,internal,40.360248,37.530165,1.075408222,TreePL
672,Pterocles gutturalis,terminal,15.211775,15.018818,1.012847682,TreePL
673,Syrrhaptes paradoxus,terminal,15.211775,15.018818,1.012847682,TreePL
674,  ,internal,1.5296,1.792312,0.853422842,TreePL
675,Pterocles burchelli,terminal,16.741375,16.81113,0.995850666,TreePL
676,  ,internal,43.276503,41.57802,1.040850502,TreePL
677,Mesitornis unicolor,terminal,60.017878,58.38915,1.027894361,TreePL
678,  ,internal,4.187581,2.631333,1.591429515,TreePL
679,  ,internal,1.901886,1.229001,1.547505657,TreePL
680,  ,internal,4.180058,7.155468,0.584176744,TreePL
681,  ,internal,0.545019,0.593608,0.918146319,TreePL
682,Podiceps cristatus,terminal,10.318248,11.194483,0.921726175,TreePL
683,Podilymbus podiceps,terminal,10.318248,11.194483,0.921726175,TreePL
684,  ,internal,25.961752,25.085517,1.034929916,TreePL
685,Phoenicopterus ruber,terminal,36.28,36.28,1,TreePL
686,  ,internal,34.552422,33.718562,1.024729999,TreePL
687,  ,internal,19.487256,18.919966,1.029983669,TreePL
688,Anas platyrhynchos,terminal,0.936826,2.000919,0.468197863,TreePL
689,Anas zonorhyncha,terminal,0.936826,2.000919,0.468197863,TreePL
690,  ,internal,6.329031,6.056491,1.044999654,TreePL
691,Asarcornis scutulata,terminal,7.265857,8.05741,0.901760864,TreePL
692,  ,internal,1.451193,1.487976,0.975279843,TreePL
693,Cairina moschata,terminal,8.71705,9.545386,0.91322132,TreePL
694,  ,internal,19.19295,18.364614,1.045105005,TreePL
695,Anser cygnoid,terminal,27.91,27.91,1,TreePL
696,  ,internal,25.355616,23.237394,1.091155747,TreePL
697,Anseranas semipalmata,terminal,53.265616,51.147394,1.041414075,TreePL
698,  ,internal,5.463063,5.649445,0.967008795,TreePL
699,Chauna torquata,terminal,58.728679,56.796839,1.03401316,TreePL
700,  ,internal,9.011321,10.943161,0.823465999,TreePL
701,Alectura lathami,terminal,57.966672,58.560941,0.989852127,TreePL
702,Penelope pileata,terminal,53.622468,54.383628,0.986003876,TreePL
703,Numida meleagris,terminal,40.427013,37.280722,1.084394583,TreePL
704,Meleagris gallopavo,terminal,19.141682,17.416974,1.099024549,TreePL
705,Tympanuchus cupido,terminal,19.141682,17.416974,1.099024549,TreePL
706,  ,internal,1.725704,1.674071,1.030842778,TreePL
707,Phasianus colchicus,terminal,20.867386,19.091045,1.093045771,TreePL
708,  ,internal,10.176904,9.598993,1.060205378,TreePL
709,Gallus gallus,terminal,29.566997,27.224336,1.086050253,TreePL
710,Coturnix japonica,terminal,29.566997,27.224336,1.086050253,TreePL
711,  ,internal,1.477294,1.465702,1.007908838,TreePL
712,  ,internal,7.897368,7.223277,1.093322048,TreePL
713,Odontophorus gujanensis,terminal,16.61132,15.608731,1.064232576,TreePL
714,Colinus virginianus,terminal,7.104545,6.470436,1.098000969,TreePL
715,Callipepla squamata,terminal,7.104545,6.470436,1.098000969,TreePL
716,  ,internal,9.506775,9.138295,1.04032262,TreePL
717,  ,internal,22.330338,20.304583,1.099768363,TreePL
718,  ,internal,1.485355,1.367408,1.086255894,TreePL
719,  ,internal,13.195454,17.102905,0.771532906,TreePL
720,  ,internal,4.344204,4.177314,1.03995151,TreePL
721,  ,internal,9.773328,9.179059,1.064741822,TreePL
722,  ,internal,22.579679,21.178528,1.066159036,TreePL
0,Crypturellus cinnamomeus,terminal,4.534044871,4.224849639,1.073184908,wLogDate
1,Crypturellus undulatus,terminal,4.534044871,4.224849639,1.073184908,wLogDate
2,  ,internal,4.35740843,7.09811811,0.61388221,wLogDate
3,Crypturellus soui,terminal,8.891453301,11.32296775,0.785258202,wLogDate
4,  ,internal,15.2085467,12.77703225,1.190303538,wLogDate
5,Tinamus guttatus,terminal,24.1,24.1,1,wLogDate
6,  ,internal,3.710208756,3.646869357,1.017368157,wLogDate
7,Nothocercus julius,terminal,7.89074569,9.722659842,0.811583025,wLogDate
8,Nothocercus nigrocapillus,terminal,7.89074569,9.722659842,0.811583025,wLogDate
9,  ,internal,19.91946307,18.02420951,1.105150439,wLogDate
10,  ,internal,2.638425048,2.853546733,0.924612524,wLogDate
11,Nothoprocta ornata,terminal,0.751653918,0.73875092,1.017465965,wLogDate
12,Nothoprocta pentlandii,terminal,0.751653918,0.73875092,1.017465965,wLogDate
13,  ,internal,2.384422774,2.609245196,0.913836223,wLogDate
14,Nothoprocta perdicaria,terminal,3.136076691,3.347996116,0.936702607,wLogDate
15,  ,internal,4.323923309,4.112003884,1.051536776,wLogDate
16,Eudromia elegans,terminal,7.46,7.46,1,wLogDate
17,  ,internal,22.9886338,23.14041609,0.993440814,wLogDate
18,  ,internal,30.49507363,25.38598219,1.201256402,wLogDate
19,Rhea americana,terminal,22.74,22.74,1,wLogDate
20,Rhea pennata,terminal,22.74,22.74,1,wLogDate
21,  ,internal,38.20370743,33.24639828,1.149108156,wLogDate
22,  ,internal,1.519864165,1.108593779,1.370983849,wLogDate
23,Apteryx haastii,terminal,0.372274598,0.778281802,0.478328797,wLogDate
24,Apteryx owenii,terminal,0.372274598,0.778281802,0.478328797,wLogDate
25,  ,internal,1.128887003,1.680269563,0.671848748,wLogDate
26,Apteryx australis,terminal,0.719767808,1.005607483,0.715754229,wLogDate
27,Apteryx rowi,terminal,0.719767808,1.005607483,0.715754229,wLogDate
28,  ,internal,0.781393793,1.452943883,0.537800394,wLogDate
29,  ,internal,34.10082777,53.80363393,0.633801572,wLogDate
30,Casuarius casuarius,terminal,27.82,27.82,1,wLogDate
31,Dromaius novaehollandiae,terminal,27.82,27.82,1,wLogDate
32,  ,internal,7.781989374,28.44218529,0.273607295,wLogDate
33,  ,internal,26.86158223,0.832806765,32.25427957,wLogDate
34,  ,internal,7.33628896,7.557970907,0.970669119,wLogDate
35,Struthio camelus,terminal,69.79986056,64.65296297,1.07960807,wLogDate
36,  ,internal,65.33017203,63.76260742,1.024584387,wLogDate
37,Molothrus ater,terminal,3.047021991,3.519663974,0.86571389,wLogDate
38,Quiscalus mexicanus,terminal,3.047021991,3.519663974,0.86571389,wLogDate
39,  ,internal,0.737011958,0.884932814,0.8328451,wLogDate
40,Agelaius phoeniceus,terminal,3.784033949,4.404596788,0.859110182,wLogDate
41,  ,internal,6.341607265,5.718255501,1.109010828,wLogDate
42,Setophaga coronata,terminal,2.999798034,4.024616842,0.745362391,wLogDate
43,Setophaga kirtlandii,terminal,2.999798034,4.024616842,0.745362391,wLogDate
44,  ,internal,7.125843181,6.098235446,1.168509029,wLogDate
45,  ,internal,1.244358786,1.247147712,0.997763757,wLogDate
46,Junco hyemalis,terminal,4.089811589,4.406715262,0.928086192,wLogDate
47,Zonotrichia albicollis,terminal,4.089811589,4.406715262,0.928086192,wLogDate
48,  ,internal,2.712973624,2.746902905,0.987648169,wLogDate
49,Melospiza melodia,terminal,6.802785213,7.153618167,0.950957271,wLogDate
50,  ,internal,2.024667422,2.010978576,1.006807057,wLogDate
51,Spizella passerina,terminal,8.827452634,9.164596743,0.963212336,wLogDate
52,  ,internal,2.542547366,2.205403257,1.152871865,wLogDate
53,  ,internal,1.690829864,1.79484313,0.942048826,wLogDate
54,Cardinalis cardinalis,terminal,8.19315621,8.14595253,1.00579474,wLogDate
55,Passerina amoena,terminal,8.19315621,8.14595253,1.00579474,wLogDate
56,  ,internal,0.226747457,0.576105433,0.393586736,wLogDate
57,Pheucticus melanocephalus,terminal,8.419903667,8.722057963,0.965357454,wLogDate
58,  ,internal,2.810615561,2.66560419,1.054400939,wLogDate
59,Geospiza fortis,terminal,8.326184104,9.113141993,0.913645822,wLogDate
60,Sporophila hypoxantha,terminal,8.326184104,9.113141993,0.913645822,wLogDate
61,  ,internal,1.066273857,0.762207222,1.398929092,wLogDate
62,Nesospiza acunhae,terminal,9.392457961,9.875349215,0.951101349,wLogDate
63,  ,internal,1.838061268,1.512312938,1.215397437,wLogDate
64,  ,internal,1.830310636,1.777180978,1.029895469,wLogDate
65,  ,internal,0.597268035,0.604419543,0.988167974,wLogDate
66,Calcarius ornatus,terminal,13.04710664,12.84791095,1.015504131,wLogDate
67,Emberiza fucata,terminal,13.04710664,12.84791095,1.015504131,wLogDate
68,  ,internal,0.610991255,0.921351723,0.663146592,wLogDate
69,  ,internal,0.738572718,0.709841362,1.040475742,wLogDate
70,Rhodinocichla rosea,terminal,14.39667062,14.47910403,0.994306732,wLogDate
71,  ,internal,1.794677424,2.048232514,0.876207858,wLogDate
72,Loxia curvirostra,terminal,1.471189841,1.846290515,0.796835508,wLogDate
73,Loxia leucoptera,terminal,1.471189841,1.846290515,0.796835508,wLogDate
74,  ,internal,4.048200847,4.194795596,0.965053184,wLogDate
75,Serinus canaria,terminal,5.519390688,6.041086112,0.913642114,wLogDate
76,  ,internal,4.581239098,4.212829455,1.087449456,wLogDate
77,Chlorodrepanis virens,terminal,1.155726803,1.968370571,0.587148995,wLogDate
