,Taxon,Branch Type,l1,l2,l1/l2,Method
480,Phalacrocorax auritus,terminal,1.1104,1.3984,0.794050343,MD-CAT
122,  ,internal,1.697,1.8143,0.935346966,MD-CAT
481,Phalacrocorax brasilianus,terminal,1.1104,1.3984,0.794050343,MD-CAT
124,  ,internal,4.3124,2.544,1.695125786,MD-CAT
167,Sterrhoptilus dennistouni,terminal,6.77,8.3779,0.808078397,MD-CAT
75,Serinus canaria,terminal,5.8129,7.1712,0.810589581,MD-CAT
127,  ,internal,5.8982,6.4826,0.909850986,MD-CAT
128,  ,internal,5.8763,3.5754,1.643536388,MD-CAT
320,Climacteris rufus,terminal,22.1857,27.0321,0.820716851,MD-CAT
130,  ,internal,0.3838,0.3075,1.248130081,MD-CAT
321,Ptilonorhynchus violaceus,terminal,22.1857,27.0321,0.820716851,MD-CAT
132,  ,internal,0.051,0.7285,0.070006863,MD-CAT
374,Neodrepanis coruscans,terminal,16.8048,20.316,0.827170703,MD-CAT
375,Serilophus lunatus,terminal,16.8048,20.316,0.827170703,MD-CAT
135,  ,internal,9.5971,9.7637,0.982936797,MD-CAT
42,Setophaga coronata,terminal,3.629,4.382,0.828160657,MD-CAT
137,  ,internal,1.1456,1.0633,1.077400545,MD-CAT
43,Setophaga kirtlandii,terminal,3.629,4.382,0.828160657,MD-CAT
139,  ,internal,1.0246,0.7234,1.416367155,MD-CAT
707,Phasianus colchicus,terminal,15.2732,18.3525,0.832213595,MD-CAT
141,  ,internal,6.7208,3.948,1.702330294,MD-CAT
142,  ,internal,0.9061,3.6492,0.248300997,MD-CAT
651,Ardeotis kori,terminal,13.8222,16.2806,0.848998194,MD-CAT
144,  ,internal,0.1889,0.186,1.015591398,MD-CAT
652,Chlamydotis macqueenii,terminal,13.8222,16.2806,0.848998194,MD-CAT
556,Antrostomus carolinensis,terminal,16.2253,18.822,0.862039103,MD-CAT
147,  ,internal,1.097,4.6227,0.237307201,MD-CAT
557,Chordeiles acutipennis,terminal,16.2253,18.822,0.862039103,MD-CAT
638,Ceuthmochares aereus,terminal,18.5831,21.4973,0.86443879,MD-CAT
150,  ,internal,24.2404,14.9809,1.618087031,MD-CAT
151,  ,internal,0.2912,0.3143,0.926503341,MD-CAT
639,Piaya cayana,terminal,18.5831,21.4973,0.86443879,MD-CAT
153,  ,internal,0.1599,0.6865,0.232920612,MD-CAT
559,Nyctiprogne leucopyga,terminal,18.2206,20.9471,0.869838784,MD-CAT
155,  ,internal,0.4784,5.689,0.084092108,MD-CAT
156,  ,internal,0.2091,0.2341,0.893208031,MD-CAT
382,Agapornis roseicollis,terminal,17.2748,19.773,0.873655996,MD-CAT
158,  ,internal,0.0903,0.1898,0.475763962,MD-CAT
383,Melopsittacus undulatus,terminal,17.2748,19.773,0.873655996,MD-CAT
506,Mesembrinibis cayennensis,terminal,11.8846,13.6016,0.873764851,MD-CAT
161,  ,internal,8.8891,8.6842,1.023594574,MD-CAT
162,  ,internal,0.5437,0.2982,1.823272971,MD-CAT
163,  ,internal,3.2058,0.3163,10.13531457,MD-CAT
507,Nipponia nippon,terminal,11.8846,13.6016,0.873764851,MD-CAT
0,Crypturellus cinnamomeus,terminal,4.1117,4.695,0.875761448,MD-CAT
166,  ,internal,4.8578,5.5184,0.880291389,MD-CAT
1,Crypturellus undulatus,terminal,4.1117,4.695,0.875761448,MD-CAT
168,  ,internal,13.0754,12.1654,1.074802308,MD-CAT
483,Phalacrocorax harrisi,terminal,2.0062,2.2905,0.875878629,MD-CAT
575,Rissa tridactyla,terminal,2.6428,3.0053,0.879379762,MD-CAT
171,  ,internal,1.4581,1.4492,1.006141319,MD-CAT
572,Chroicocephalus maculipennis,terminal,2.1435,2.4319,0.881409597,MD-CAT
173,  ,internal,1.3943,1.0726,1.299925415,MD-CAT
174,  ,internal,1.6351,1.2678,1.289714466,MD-CAT
573,Larus smithsonianus,terminal,2.1435,2.4319,0.881409597,MD-CAT
585,Dromas ardeola,terminal,21.9955,24.8945,0.883548575,MD-CAT
177,  ,internal,7.2405,12.5659,0.576202262,MD-CAT
516,Fulmarus glacialis,terminal,12.8574,14.4446,0.890118106,MD-CAT
179,  ,internal,3.2652,2.8568,1.142957155,MD-CAT
180,  ,internal,6.2898,2.0703,3.038110419,MD-CAT
37,Molothrus ater,terminal,4.6104,5.1518,0.894910517,MD-CAT
38,Quiscalus mexicanus,terminal,4.6104,5.1518,0.894910517,MD-CAT
183,  ,internal,12.7335,9.3919,1.355795952,MD-CAT
184,  ,internal,0.2003,0.935,0.214224599,MD-CAT
691,Asarcornis scutulata,terminal,6.2136,6.9255,0.897205978,MD-CAT
513,Calonectris borealis,terminal,12.1063,13.4826,0.897920282,MD-CAT
187,  ,internal,6.8901,6.8552,1.005091026,MD-CAT
514,Pelecanoides urinatrix,terminal,12.1063,13.4826,0.897920282,MD-CAT
189,  ,internal,1.9313,1.694,1.140082645,MD-CAT
445,Apaloderma vittatum,terminal,18.8432,20.975,0.89836472,MD-CAT
191,  ,internal,1.0009,0.7529,1.329393014,MD-CAT
446,Trogon melanurus,terminal,18.8432,20.975,0.89836472,MD-CAT
193,  ,internal,0.2006,0.7711,0.260147841,MD-CAT
654,Lophotis ruficrista,terminal,16.5952,18.4715,0.898421893,MD-CAT
40,Agelaius phoeniceus,terminal,5.617,6.2478,0.899036461,MD-CAT
196,  ,internal,13.4936,20.7491,0.650322183,MD-CAT
197,  ,internal,2.4423,2.0962,1.165108291,MD-CAT
198,  ,internal,0.0735,0.3518,0.208925526,MD-CAT
533,Eurypyga helias,terminal,26.8409,29.8014,0.900659029,MD-CAT
200,  ,internal,0.1041,0.0636,1.636792453,MD-CAT
534,Rhynochetos jubatus,terminal,26.8409,29.8014,0.900659029,MD-CAT
391,Nestor notabilis,terminal,27.6027,30.5232,0.904318682,MD-CAT
203,  ,internal,0.6781,0.8555,0.792635885,MD-CAT
485,Phalacrocorax carbo,terminal,3.1335,3.4592,0.905845282,MD-CAT
205,  ,internal,3.2754,1.6325,2.006370597,MD-CAT
486,Phalacrocorax pelagicus,terminal,3.1335,3.4592,0.905845282,MD-CAT
112,Dicaeum eximium,terminal,20.0858,22.1577,0.906493002,MD-CAT
208,  ,internal,16.7425,14.0258,1.193693051,MD-CAT
209,  ,internal,0.5442,0.5469,0.995063083,MD-CAT
210,  ,internal,0.0505,0.0584,0.864726027,MD-CAT
113,Leptocoma aspasia,terminal,20.0858,22.1577,0.906493002,MD-CAT
212,  ,internal,0.2085,0.1472,1.416440217,MD-CAT
609,Himantopus himantopus,terminal,13.8512,15.2438,0.908644826,MD-CAT
214,  ,internal,0.2204,0.171,1.288888889,MD-CAT
610,Ibidorhyncha struthersii,terminal,13.8512,15.2438,0.908644826,MD-CAT
216,  ,internal,0.0727,0.0759,0.957839262,MD-CAT
672,Pterocles gutturalis,terminal,13.694,15.0294,0.911147484,MD-CAT
673,Syrrhaptes paradoxus,terminal,13.694,15.0294,0.911147484,MD-CAT
219,  ,internal,2.035,1.5917,1.278507256,MD-CAT
220,  ,internal,0.4291,0.4528,0.947659011,MD-CAT
385,Amazona guildingii,terminal,20.9899,23.0124,0.9121126,MD-CAT
59,Geospiza fortis,terminal,9.2788,10.1618,0.913105946,MD-CAT
223,  ,internal,2.6223,2.8783,0.911058611,MD-CAT
60,Sporophila hypoxantha,terminal,9.2788,10.1618,0.913105946,MD-CAT
225,  ,internal,14.7739,14.3369,1.030480787,MD-CAT
693,Cairina moschata,terminal,7.4781,8.1493,0.917637098,MD-CAT
227,  ,internal,5.3303,2.7336,1.94991952,MD-CAT
228,  ,internal,0.1294,0.1115,1.160538117,MD-CAT
229,  ,internal,0.7717,0.8661,0.891005658,MD-CAT
675,Pterocles burchelli,terminal,15.2518,16.5236,0.923031301,MD-CAT
613,Chionis minor,terminal,8.3431,9.0118,0.925797288,MD-CAT
232,  ,internal,9.5652,6.1351,1.559094391,MD-CAT
614,Pluvianellus socialis,terminal,8.3431,9.0118,0.925797288,MD-CAT
234,  ,internal,1.2218,1.6456,0.742464754,MD-CAT
235,  ,internal,0.1776,0.1123,1.581478183,MD-CAT
413,Picoides pubescens,terminal,24.0656,25.9871,0.926059468,MD-CAT
414,Indicator maculatus,terminal,24.0656,25.9871,0.926059468,MD-CAT
238,  ,internal,2.7971,2.7868,1.003695995,MD-CAT
239,  ,internal,0.1054,0.1616,0.652227723,MD-CAT
668,Alopecoenas beccarii,terminal,21.4348,23.1024,0.927817023,MD-CAT
241,  ,internal,0.1183,0.0984,1.202235772,MD-CAT
669,Caloenas nicobarica,terminal,21.4348,23.1024,0.927817023,MD-CAT
243,  ,internal,0.3873,0.3711,1.043654002,MD-CAT
666,Columbina picui,terminal,21.8397,23.4349,0.931930582,MD-CAT
458,Aquila chrysaetos,terminal,3.1817,3.3987,0.936152058,MD-CAT
246,  ,internal,4.0517,2.7446,1.476244261,MD-CAT
459,Spizaetus tyrannus,terminal,3.1817,3.3987,0.936152058,MD-CAT
248,  ,internal,3.8302,2.6584,1.440791454,MD-CAT
345,Lepidothrix coronata,terminal,6.5615,6.9739,0.940865226,MD-CAT
250,  ,internal,0.8879,0.8052,1.102707402,MD-CAT
346,Manacus manacus,terminal,6.5615,6.9739,0.940865226,MD-CAT
169,Illadopsis cleaveri,terminal,16.9931,18.0215,0.942934828,MD-CAT
253,  ,internal,1.3748,1.1531,1.192264331,MD-CAT
254,  ,internal,0.4001,0.3632,1.101596916,MD-CAT
170,Leiothrix lutea,terminal,16.9931,18.0215,0.942934828,MD-CAT
468,Cathartes aura,terminal,61.3753,64.9317,0.945228602,MD-CAT
257,  ,internal,2.3647,2.2578,1.047346975,MD-CAT
258,  ,internal,0.4201,0.3311,1.268800966,MD-CAT
641,Cuculus canorus,terminal,27.4265,28.9721,0.946652124,MD-CAT
260,  ,internal,3.5831,0.519,6.903853565,MD-CAT
172,Pomatorhinus ruficollis,terminal,18.4511,19.4707,0.947634137,MD-CAT
262,  ,internal,0.0596,0.2917,0.204319506,MD-CAT
417,Bucco capensis,terminal,50.0605,52.767,0.948708473,MD-CAT
418,Galbula dea,terminal,50.0605,52.767,0.948708473,MD-CAT
265,  ,internal,1.0967,0.8741,1.254661938,MD-CAT
123,Erithacus rubecula,terminal,13.4916,14.2193,0.948823078,MD-CAT
267,  ,internal,0.2215,1.1178,0.198157094,MD-CAT
121,Ficedula albicollis,terminal,11.7946,12.405,0.950794035,MD-CAT
269,  ,internal,0.123,0.7639,0.16101584,MD-CAT
133,Leucopsar rothschildi,terminal,5.6269,5.8764,0.957542033,MD-CAT
271,  ,internal,0.4088,0.4931,0.829040763,MD-CAT
134,Sturnus vulgaris,terminal,5.6269,5.8764,0.957542033,MD-CAT
273,  ,internal,9.033,2.7032,3.341595146,MD-CAT
274,  ,internal,0.4865,0.2245,2.167037862,MD-CAT
62,Nesospiza acunhae,terminal,10.5365,10.9857,0.95911048,MD-CAT
276,  ,internal,0.3502,0.2522,1.388580492,MD-CAT
178,Sinosuthora webbiana,terminal,18.2153,18.9544,0.961006415,MD-CAT
35,Struthio camelus,terminal,60.282,62.7243,0.961062937,MD-CAT
279,  ,internal,1.2128,1.4891,0.814451682,MD-CAT
473,Glaucidium brasilianum,terminal,13.3103,13.6898,0.972278631,MD-CAT
281,  ,internal,8.5508,5.0436,1.695376319,MD-CAT
703,Numida meleagris,terminal,32.7979,33.7089,0.972974496,MD-CAT
283,  ,internal,7.443,7.2902,1.020959644,MD-CAT
136,Rhabdornis inornatus,terminal,15.224,15.6401,0.973395311,MD-CAT
285,  ,internal,1.7469,2.1599,0.808787444,MD-CAT
620,Balearica regulorum,terminal,9.4784,9.7094,0.976208623,MD-CAT
621,Grus americana,terminal,9.4784,9.7094,0.976208623,MD-CAT
288,  ,internal,0.6868,0.6404,1.072454716,MD-CAT
95,Lonchura striata,terminal,10.9738,11.2034,0.979506221,MD-CAT
290,  ,internal,0.4532,0.2765,1.639059675,MD-CAT
291,  ,internal,0.0605,0.3141,0.192613817,MD-CAT
96,Taeniopygia guttata,terminal,10.9738,11.2034,0.979506221,MD-CAT
293,  ,internal,0.8672,0.5595,1.549955317,MD-CAT
138,Toxostoma redivivum,terminal,16.3696,16.7034,0.980016045,MD-CAT
295,  ,internal,0.0393,0.4096,0.095947266,MD-CAT
159,Bombycilla garrulus,terminal,16.6203,16.9496,0.980571813,MD-CAT
160,Phainopepla nitens,terminal,16.6203,16.9496,0.980571813,MD-CAT
298,  ,internal,3.7513,3.6962,1.014907202,MD-CAT
299,  ,internal,9.4009,5.1441,1.827511129,MD-CAT
300,  ,internal,0.085,0.5236,0.162337662,MD-CAT
440,Rhinopomastus cyanomelas,terminal,32.8246,33.4057,0.982604765,MD-CAT
302,  ,internal,0.3704,1.6824,0.220161674,MD-CAT
441,Upupa epops,terminal,32.8246,33.4057,0.982604765,MD-CAT
304,  ,internal,0.5656,2.4589,0.230021554,MD-CAT
305,  ,internal,0.2207,0.2193,1.006383949,MD-CAT
570,Stercorarius parasiticus,terminal,24.9849,25.3922,0.983959641,MD-CAT
697,Anseranas semipalmata,terminal,45.7273,46.3187,0.987231939,MD-CAT
308,  ,internal,4.7901,1.8272,2.621552102,MD-CAT
309,  ,internal,0.5396,2.1977,0.245529417,MD-CAT
511,Ciconia maguari,terminal,65.0676,65.7817,0.989144397,MD-CAT
677,Mesitornis unicolor,terminal,57.1769,57.7233,0.990534152,MD-CAT
312,  ,internal,0.4782,7.3952,0.064663566,MD-CAT
380,Acanthisitta chloris,terminal,38.1525,38.4984,0.991015211,MD-CAT
314,  ,internal,0.1467,0.1565,0.937380192,MD-CAT
367,Sapayoa aenigma,terminal,28.0641,28.2395,0.993788842,MD-CAT
316,  ,internal,3.0606,2.5846,1.184167763,MD-CAT
368,Pitta sordida,terminal,28.0641,28.2395,0.993788842,MD-CAT
318,  ,internal,6.2792,5.4503,1.152083372,MD-CAT
319,  ,internal,1.0145,1.2194,0.831966541,MD-CAT
437,Buceros rhinoceros,terminal,27.4933,27.6238,0.995275813,MD-CAT
438,Bucorvus abyssinicus,terminal,27.4933,27.6238,0.995275813,MD-CAT
322,  ,internal,10.4086,4.4622,2.332616198,MD-CAT
323,  ,internal,0.4806,0.5004,0.960431655,MD-CAT
230,Chaetops frenatus,terminal,19.2436,19.3337,0.995339744,MD-CAT
231,Picathartes gymnocephalus,terminal,19.2436,19.3337,0.995339744,MD-CAT
326,  ,internal,6.3049,5.2247,1.206748713,MD-CAT
327,  ,internal,0.9051,1.9853,0.455900871,MD-CAT
224,Poecile atricapillus,terminal,9.0253,9.0665,0.995455799,MD-CAT
272,Machaerirhynchus nigripectus,terminal,19.9288,20.0131,0.995787759,MD-CAT
330,  ,internal,2.9006,0.9519,3.04716882,MD-CAT
51,Spizella passerina,terminal,10.6238,10.6644,0.996192941,MD-CAT
332,  ,internal,0.6509,0.0751,8.667110519,MD-CAT
82,Motacilla alba,terminal,19.6507,19.7133,0.996824479,MD-CAT
334,  ,internal,1.7729,1.2809,1.384104926,MD-CAT
328,Mionectes macconnelli,terminal,16.5371,16.5833,0.997214065,MD-CAT
336,  ,internal,2.9843,2.1827,1.367251569,MD-CAT
329,Tyrannus savana,terminal,16.5371,16.5833,0.997214065,MD-CAT
140,Buphagus erythrorhynchus,terminal,17.3942,17.4268,0.998129318,MD-CAT
339,  ,internal,1.0471,1.2333,0.849022947,MD-CAT
340,  ,internal,0.0765,0.4573,0.167286245,MD-CAT
449,Leptosomus discolor,terminal,67.7521,67.864,0.998351114,MD-CAT
342,  ,internal,0.174,0.7839,0.221967088,MD-CAT
531,Gavia stellata,terminal,66.3122,66.3923,0.998793535,MD-CAT
344,  ,internal,0.2021,1.0956,0.184465133,MD-CAT
157,Regulus satrapa,terminal,25.4191,25.4441,0.999017454,MD-CAT
143,Elachura formosa,terminal,25.0211,25.024,0.999884111,MD-CAT
347,  ,internal,18.7369,16.4367,1.139942933,MD-CAT
348,  ,internal,7.1681,8.7886,0.815613408,MD-CAT
5,Tinamus guttatus,terminal,24.1,24.1,1,MD-CAT
16,Eudromia elegans,terminal,7.46,7.46,1,MD-CAT
351,  ,internal,7.1631,6.5049,1.10118526,MD-CAT
19,Rhea americana,terminal,22.74,22.74,1,MD-CAT
353,  ,internal,2.8896,1.8398,1.570605501,MD-CAT
20,Rhea pennata,terminal,22.74,22.74,1,MD-CAT
355,  ,internal,6.9678,8.9092,0.782090423,MD-CAT
30,Casuarius casuarius,terminal,27.82,27.82,1,MD-CAT
357,  ,internal,4.8805,3.5703,1.366971963,MD-CAT
31,Dromaius novaehollandiae,terminal,27.82,27.82,1,MD-CAT
359,  ,internal,0.3194,2.3331,0.136899404,MD-CAT
270,Gymnorhina tibicen,terminal,19.52,19.52,1,MD-CAT
361,  ,internal,0.2817,0.3554,0.792628025,MD-CAT
306,Orthonyx spaldingii,terminal,26.25,26.25,1,MD-CAT
307,Pomatostomus ruficeps,terminal,26.25,26.25,1,MD-CAT
364,  ,internal,23.9515,14.7461,1.624259974,MD-CAT
365,  ,internal,1.2647,1.58,0.800443038,MD-CAT
366,  ,internal,0.617,0.7106,0.868280326,MD-CAT
315,Dasyornis broadbenti,terminal,22.24,22.24,1,MD-CAT
324,Atrichornis clamosus,terminal,26.77,26.77,1,MD-CAT
369,  ,internal,3.9667,1.3035,3.043114691,MD-CAT
325,Menura novaehollandiae,terminal,26.77,26.77,1,MD-CAT
428,Todus mexicanus,terminal,39.98,39.98,1,MD-CAT
372,  ,internal,5.1359,5.2618,0.976072827,MD-CAT
373,  ,internal,0.1434,0.9285,0.154442649,MD-CAT
433,Merops nubicus,terminal,59.91,59.91,1,MD-CAT
466,Sagittarius serpentarius,terminal,55.83,55.83,1,MD-CAT
376,  ,internal,15.3694,10.1556,1.513391626,MD-CAT
377,  ,internal,0.9094,2.4383,0.372964771,MD-CAT
378,  ,internal,0.8964,1.0701,0.837678722,MD-CAT
379,  ,internal,4.1725,4.5184,0.923446353,MD-CAT
495,Fregata magnificens,terminal,56.61,56.61,1,MD-CAT
381,  ,internal,18.5275,18.1816,1.019024728,MD-CAT
500,Balaeniceps rex,terminal,34.17,34.17,1,MD-CAT
502,Cochlearius cochlearius,terminal,35.4,35.4,1,MD-CAT
384,  ,internal,3.7151,3.2394,1.146848182,MD-CAT
503,Egretta garzetta,terminal,35.4,35.4,1,MD-CAT
386,  ,internal,2.313,2.7178,0.851056001,MD-CAT
524,Thalassarche chlororhynchos,terminal,38.5,38.5,1,MD-CAT
526,Aptenodytes forsteri,terminal,12.5,12.5,1,MD-CAT
389,  ,internal,14.0235,16.5058,0.84961044,MD-CAT
390,  ,internal,4.2998,4.793,0.897099937,MD-CAT
527,Pygoscelis adeliae,terminal,12.5,12.5,1,MD-CAT
392,  ,internal,29.0773,26.1568,1.111653566,MD-CAT
393,  ,internal,1.5013,4.2547,0.352856841,MD-CAT
536,Phaethon lepturus,terminal,57.88,57.88,1,MD-CAT
539,Chaetura pelagica,terminal,59.82,59.82,1,MD-CAT
396,  ,internal,24.518,19.3822,1.26497508,MD-CAT
540,Hemiprocne comata,terminal,59.82,59.82,1,MD-CAT
398,  ,internal,33.0847,40.4452,0.818013015,MD-CAT
399,  ,internal,3.5304,3.1793,1.110433114,MD-CAT
546,Aegotheles bennettii,terminal,61.02,61.02,1,MD-CAT
566,Alca torda,terminal,21.7,21.7,1,MD-CAT
402,  ,internal,56.971,54.4565,1.04617447,MD-CAT
403,  ,internal,6.4753,4.026,1.608370591,MD-CAT
685,Phoenicopterus ruber,terminal,36.28,36.28,1,MD-CAT
695,Anser cygnoid,terminal,27.91,27.91,1,MD-CAT
406,  ,internal,1.1829,1.6273,0.726909605,MD-CAT
313,Grantiella picta,terminal,22.0933,22.0835,1.00044377,MD-CAT
408,  ,internal,9.2731,9.2351,1.004114736,MD-CAT
553,Steatornis caripensis,terminal,64.4348,64.3992,1.000552802,MD-CAT
410,  ,internal,1.735,2.6277,0.660273243,MD-CAT
497,Pelecanus crispus,terminal,33.5804,33.5162,1.001915492,MD-CAT
412,  ,internal,6.0539,10.0258,0.603832113,MD-CAT
498,Scopus umbretta,terminal,33.5804,33.5162,1.001915492,MD-CAT
106,Irena cyanogastra,terminal,25.2047,25.1372,1.002685263,MD-CAT
415,  ,internal,6.0621,8.0101,0.756807031,MD-CAT
416,  ,internal,35.7935,32.3387,1.106831753,MD-CAT
426,Baryphthengus martii,terminal,39.4775,39.3572,1.00305662,MD-CAT
411,Psilopogon haemacephalus,terminal,24.0737,23.9714,1.004267586,MD-CAT
419,  ,internal,15.8606,13.5689,1.168893573,MD-CAT
420,  ,internal,0.9128,0.8906,1.024927015,MD-CAT
116,Promerops cafer,terminal,25.7752,25.6496,1.004896763,MD-CAT
430,Brachypteracias leptosomus,terminal,40.9996,40.7943,1.005032566,MD-CAT
423,  ,internal,1.1908,0.272,4.377941176,MD-CAT
431,Eurystomus gularis,terminal,40.9996,40.7943,1.005032566,MD-CAT
425,  ,internal,6.0999,8.426,0.723937812,MD-CAT
634,Opisthocomus hoazin,terminal,68.0893,67.6877,1.005933131,MD-CAT
427,  ,internal,0.5025,0.6228,0.806840077,MD-CAT
387,Eolophus roseicapillus,terminal,9.2794,9.2244,1.005962447,MD-CAT
429,  ,internal,20.1975,20.2552,0.997151349,MD-CAT
388,Probosciger aterrimus,terminal,9.2794,9.2244,1.005962447,MD-CAT
548,Podargus strigoides,terminal,64.861,64.2688,1.009214424,MD-CAT
432,  ,internal,18.9104,19.1157,0.989260137,MD-CAT
590,Nycticryphes semicollaris,terminal,18.0175,17.7688,1.013996443,MD-CAT
434,  ,internal,0.2675,0.3252,0.822570726,MD-CAT
435,  ,internal,6.6565,6.9913,0.952111911,MD-CAT
436,  ,internal,0.3243,0.3001,1.080639787,MD-CAT
591,Rostratula benghalensis,terminal,18.0175,17.7688,1.013996443,MD-CAT
595,Pedionomus torquatus,terminal,24.8816,24.5234,1.014606458,MD-CAT
439,  ,internal,34.5067,34.3762,1.003796231,MD-CAT
596,Thinocorus orbignyianus,terminal,24.8816,24.5234,1.014606458,MD-CAT
99,Ploceus nigricollis,terminal,20.0316,19.7121,1.016208319,MD-CAT
442,  ,internal,29.1754,28.5943,1.020322232,MD-CAT
443,  ,internal,5.1583,5.5266,0.933358665,MD-CAT
444,  ,internal,0.4169,0.2362,1.765029636,MD-CAT
226,Anthoscopus minutus,terminal,23.7992,23.4034,1.016912073,MD-CAT
206,Acrocephalus arundinaceus,terminal,10.8615,10.659,1.01899803,MD-CAT
447,  ,internal,48.732,46.7878,1.041553567,MD-CAT
448,  ,internal,0.1769,0.1013,1.746298124,MD-CAT
207,Hippolais icterina,terminal,10.8615,10.659,1.01899803,MD-CAT
450,  ,internal,0.2379,0.126,1.888095238,MD-CAT
317,Malurus elegans,terminal,25.3006,24.8246,1.019174528,MD-CAT
360,Grallaria varia,terminal,30.9201,30.2639,1.021682599,MD-CAT
453,  ,internal,49.8349,32.5583,1.530635813,MD-CAT
454,  ,internal,0.1122,0.0683,1.642752562,MD-CAT
582,Glareola pratincola,terminal,21.4507,20.9902,1.02193881,MD-CAT
583,Rhinoptilus africanus,terminal,21.4507,20.9902,1.02193881,MD-CAT
457,  ,internal,6.03,8.5955,0.70152987,MD-CAT
702,Penelope pileata,terminal,54.2099,52.9768,1.023276227,MD-CAT
588,Turnix velox,terminal,55.9553,54.6424,1.024027129,MD-CAT
460,  ,internal,3.0863,5.2767,0.584892073,MD-CAT
461,  ,internal,0.8288,0.8046,1.030077057,MD-CAT
101,Urocynchramus pylzowi,terminal,22.6708,22.0709,1.027180586,MD-CAT
463,  ,internal,24.5095,38.3491,0.63911539,MD-CAT
599,Arenaria interpres,terminal,13.5806,13.1663,1.031466699,MD-CAT
465,  ,internal,24.2236,8.0009,3.027609394,MD-CAT
600,Calidris pugnax,terminal,13.5806,13.1663,1.031466699,MD-CAT
467,  ,internal,5.5453,9.1017,0.609259809,MD-CAT
699,Chauna torquata,terminal,52.6001,50.9899,1.031578803,MD-CAT
469,  ,internal,4.4047,0.8483,5.19238477,MD-CAT
713,Odontophorus gujanensis,terminal,15.2679,14.767,1.033920228,MD-CAT
268,Rhagologus leucostigma,terminal,19.397,18.7561,1.034170217,MD-CAT
472,  ,internal,12.7409,11.471,1.110705257,MD-CAT
221,Parus major,terminal,6.403,6.1882,1.034711225,MD-CAT
474,  ,internal,22.2638,38.4286,0.57935496,MD-CAT
222,Pseudopodoces humilis,terminal,6.403,6.1882,1.034711225,MD-CAT
476,  ,internal,30.206,13.6615,2.211031,MD-CAT
477,  ,internal,2.3222,2.2783,1.019268753,MD-CAT
478,  ,internal,0.0847,0.0817,1.036719706,MD-CAT
479,  ,internal,0.5564,0.4069,1.367412141,MD-CAT
104,Peucedramus taeniatus,terminal,24.8632,24.0079,1.035625773,MD-CAT
57,Pheucticus melanocephalus,terminal,10.3262,9.9693,1.035799906,MD-CAT
482,  ,internal,0.8958,0.892,1.00426009,MD-CAT
630,Heliornis fulica,terminal,43.4195,41.8514,1.037468281,MD-CAT
484,  ,internal,1.521,1.5377,0.989139624,MD-CAT
181,Brachypodius atriceps,terminal,15.0369,14.4896,1.037771919,MD-CAT
182,Pycnonotus jocosus,terminal,15.0369,14.4896,1.037771919,MD-CAT
487,  ,internal,0.3936,0.369,1.066666667,MD-CAT
488,  ,internal,17.6343,22.9274,0.769136492,MD-CAT
70,Rhodinocichla rosea,terminal,16.1602,15.5243,1.040961589,MD-CAT
709,Gallus gallus,terminal,24.0623,23.0442,1.044180314,MD-CAT
491,  ,internal,8.8601,15.3458,0.577363187,MD-CAT
492,  ,internal,2.2341,3.2665,0.683943058,MD-CAT
710,Coturnix japonica,terminal,24.0623,23.0442,1.044180314,MD-CAT
494,  ,internal,33.2145,26.5879,1.249233674,MD-CAT
577,Phaetusa simplex,terminal,15.8717,15.1884,1.044988281,MD-CAT
496,  ,internal,7.4709,7.4501,1.002791909,MD-CAT
578,Rynchops niger,terminal,15.8717,15.1884,1.044988281,MD-CAT
409,Tricholaema leucomelas,terminal,22.3388,21.3438,1.046617753,MD-CAT
499,  ,internal,0.5896,0.6538,0.901804833,MD-CAT
244,Erpornis zantholeuca,terminal,15.7291,15.0031,1.048389999,MD-CAT
501,  ,internal,20.4114,28.8674,0.707074416,MD-CAT
245,Vireo altiloquus,terminal,15.7291,15.0031,1.048389999,MD-CAT
421,Chloroceryle aenea,terminal,32.1868,30.6592,1.049825175,MD-CAT
504,  ,internal,19.1814,27.6374,0.694037789,MD-CAT
505,  ,internal,0.3939,0.4737,0.831538949,MD-CAT
422,Halcyon senegalensis,terminal,32.1868,30.6592,1.049825175,MD-CAT
204,Locustella ochotensis,terminal,24.3286,23.0523,1.055365408,MD-CAT
508,  ,internal,43.0906,49.9095,0.863374708,MD-CAT
509,  ,internal,9.1057,0.549,16.5859745,MD-CAT
510,  ,internal,0.9867,1.7216,0.573129647,MD-CAT
356,Formicarius rufipectus,terminal,25.7203,24.3604,1.055824206,MD-CAT
512,  ,internal,0.8995,0.4533,1.984337084,MD-CAT
118,Oenanthe oenanthe,terminal,8.9151,8.3944,1.062029448,MD-CAT
119,Saxicola maurus,terminal,8.9151,8.3944,1.062029448,MD-CAT
515,  ,internal,0.7511,0.962,0.780769231,MD-CAT
201,Oxylabes madagascariensis,terminal,23.6505,22.1968,1.065491422,MD-CAT
517,  ,internal,9.3234,17.5474,0.531326578,MD-CAT
202,Donacobius atricapilla,terminal,23.6505,22.1968,1.065491422,MD-CAT
519,  ,internal,1.2201,1.1238,1.085691404,MD-CAT
568,Cepphus grylle,terminal,23.5955,22.0999,1.067674514,MD-CAT
66,Calcarius ornatus,terminal,14.4716,13.534,1.069277375,MD-CAT
522,  ,internal,13.0428,19.1288,0.681840994,MD-CAT
