,Taxon,Branch Type,l1,l2,l1/l2,Method
523,  ,internal,15.099,5.3842,2.804316333,MD-CAT
67,Emberiza fucata,terminal,14.4716,13.534,1.069277375,MD-CAT
525,  ,internal,27.35,27.35,1,MD-CAT
84,Passer domesticus,terminal,17.8651,16.6762,1.07129322,MD-CAT
85,Hypocryptadius cinnamomeus,terminal,17.8651,16.6762,1.07129322,MD-CAT
528,  ,internal,53.35,53.35,1,MD-CAT
529,  ,internal,0.1171,0.3849,0.304234866,MD-CAT
530,  ,internal,0.3451,0.1573,2.193897012,MD-CAT
489,Anhinga anhinga,terminal,12.3013,11.4098,1.078134586,MD-CAT
532,  ,internal,0.4329,0.7829,0.552944182,MD-CAT
490,Anhinga rufa,terminal,12.3013,11.4098,1.078134586,MD-CAT
263,Dyaphorophyia castanea,terminal,18.0788,16.7642,1.078417103,MD-CAT
535,  ,internal,31.0391,28.0786,1.105436168,MD-CAT
264,Mystacornis crossleyi,terminal,18.0788,16.7642,1.078417103,MD-CAT
537,  ,internal,8.8651,9.2952,0.953728806,MD-CAT
538,  ,internal,1.6584,0.5561,2.982197447,MD-CAT
407,Eubucco bourcierii,terminal,13.0657,12.1087,1.079034083,MD-CAT
424,Ceyx cyanopectus,terminal,33.3776,30.9312,1.079091661,MD-CAT
541,  ,internal,0.7974,1.199,0.665054212,MD-CAT
54,Cardinalis cardinalis,terminal,10.0692,9.3172,1.080710943,MD-CAT
55,Passerina amoena,terminal,10.0692,9.3172,1.080710943,MD-CAT
544,  ,internal,50.1953,47.3345,1.060437947,MD-CAT
545,  ,internal,0.4026,0.001,402.6,MD-CAT
266,Dryoscopus gambensis,terminal,19.1754,17.6383,1.087145587,MD-CAT
547,  ,internal,3.841,3.2488,1.182282689,MD-CAT
358,Scytalopus superciliaris,terminal,30.6007,27.9307,1.095593737,MD-CAT
549,  ,internal,0.1864,0.7976,0.233701103,MD-CAT
663,Columba livia,terminal,15.372,14.0008,1.097937261,MD-CAT
664,Patagioenas fasciata,terminal,15.372,14.0008,1.097937261,MD-CAT
552,  ,internal,49.2485,44.9544,1.095521239,MD-CAT
217,Alaudala cheleensis,terminal,26.6654,24.0925,1.10679257,MD-CAT
554,  ,internal,0.6126,0.6671,0.918303103,MD-CAT
555,  ,internal,1.0196,0.4992,2.042467949,MD-CAT
218,Panurus biarmicus,terminal,26.6654,24.0925,1.10679257,MD-CAT
240,Melanocharis versteri,terminal,30.3137,27.3884,1.106807992,MD-CAT
558,  ,internal,1.9953,2.1251,0.938920521,MD-CAT
242,Cnemophilus loriae,terminal,30.432,27.4868,1.107149614,MD-CAT
560,  ,internal,47.8464,44.6185,1.072344431,MD-CAT
561,  ,internal,2.3366,2.1657,1.07891213,MD-CAT
562,  ,internal,0.2998,0.398,0.753266332,MD-CAT
370,Calyptomena viridis,terminal,26.895,24.2812,1.107647069,MD-CAT
371,Smithornis capensis,terminal,26.895,24.2812,1.107647069,MD-CAT
565,  ,internal,19.6838,7.4955,2.626082316,MD-CAT
331,Tachuris rubrigastra,terminal,19.4377,17.5352,1.108496054,MD-CAT
567,  ,internal,1.8955,0.3999,4.739934984,MD-CAT
199,Hirundo rustica,terminal,28.0442,25.1682,1.114271183,MD-CAT
569,  ,internal,1.3894,3.2923,0.422015005,MD-CAT
247,Pteruthius melanotis,terminal,19.7807,17.7477,1.114550054,MD-CAT
571,  ,internal,1.0101,1.1174,0.90397351,MD-CAT
211,Cisticola juncidis,terminal,28.1988,25.2902,1.115008976,MD-CAT
213,Sylvietta virens,terminal,28.4073,25.4373,1.116757675,MD-CAT
574,  ,internal,0.4993,0.5734,0.870770841,MD-CAT
215,Nicator chloris,terminal,28.6277,25.6083,1.117907085,MD-CAT
576,  ,internal,13.6304,12.7719,1.067217877,MD-CAT
236,Callaeas wilsoni,terminal,27.4112,24.44,1.121571195,MD-CAT
237,Notiomystis cincta,terminal,27.4112,24.44,1.121571195,MD-CAT
579,  ,internal,0.4014,0.5889,0.681609781,MD-CAT
580,  ,internal,9.7219,10.7324,0.90584585,MD-CAT
581,  ,internal,7.8807,7.196,1.095150083,MD-CAT
343,Cephalopterus ornatus,terminal,25.0963,22.3151,1.124633096,MD-CAT
233,Drymodes brunneopygia,terminal,28.8089,25.4689,1.131140332,MD-CAT
584,  ,internal,0.5449,3.9043,0.13956407,MD-CAT
701,Alectura lathami,terminal,65.2477,57.6283,1.13221629,MD-CAT
586,  ,internal,11.8802,8.8111,1.348322003,MD-CAT
587,  ,internal,22.0795,20.9368,1.054578541,MD-CAT
404,Ramphastos sulfuratus,terminal,11.8828,10.4814,1.133703513,MD-CAT
589,  ,internal,1.8271,0.634,2.881861199,MD-CAT
405,Semnornis frantzii,terminal,11.8828,10.4814,1.133703513,MD-CAT
714,Colinus virginianus,terminal,8.4108,7.379,1.139829245,MD-CAT
592,  ,internal,3.1432,9.9169,0.316953887,MD-CAT
715,Callipepla squamata,terminal,8.4108,7.379,1.139829245,MD-CAT
594,  ,internal,11.3093,4.7843,2.36383588,MD-CAT
333,Neopipo cinnamomea,terminal,20.0886,17.6103,1.140730141,MD-CAT
292,Myiagra hebetior,terminal,19.4911,17.0797,1.14118515,MD-CAT
597,  ,internal,7.5884,7.9466,0.954924118,MD-CAT
598,  ,internal,5.4274,5.3776,1.009260637,MD-CAT
647,Geococcyx californianus,terminal,44.8405,39.1024,1.146745468,MD-CAT
648,Crotophaga sulcirostris,terminal,44.8405,39.1024,1.146745468,MD-CAT
601,  ,internal,1.1739,6.4063,0.183241497,MD-CAT
190,Aegithalos caudatus,terminal,24.3269,21.1962,1.147701003,MD-CAT
603,  ,internal,23.1429,18.275,1.266369357,MD-CAT
604,  ,internal,19.885,17.4288,1.14092766,MD-CAT
605,  ,internal,2.2432,2.6458,0.847834303,MD-CAT
188,Erythrocercus mccallii,terminal,22.3956,19.5023,1.14835686,MD-CAT
289,Struthidea cinerea,terminal,18.9773,16.4891,1.150899685,MD-CAT
608,  ,internal,5.0792,5.3526,0.948922019,MD-CAT
682,Podiceps cristatus,terminal,11.7754,10.2214,1.152033968,MD-CAT
683,Podilymbus podiceps,terminal,11.7754,10.2214,1.152033968,MD-CAT
611,  ,internal,9.4497,15.8754,0.595241695,MD-CAT
612,  ,internal,26.5191,19.8745,1.334327908,MD-CAT
251,Pachycephala philippinensis,terminal,23.1241,20.0581,1.152855953,MD-CAT
252,Oriolus oriolus,terminal,23.1241,20.0581,1.152855953,MD-CAT
615,  ,internal,21.5213,37.8162,0.56910266,MD-CAT
192,Hylia prasina,terminal,25.3278,21.9491,1.153933419,MD-CAT
617,  ,internal,19.9556,4.1657,4.790455386,MD-CAT
618,  ,internal,10.2056,6.9285,1.472988381,MD-CAT
619,  ,internal,7.3808,9.1035,0.81076509,MD-CAT
286,Ifrita kowaldi,terminal,18.2905,15.8488,1.154062137,MD-CAT
287,Paradisaea raggiana,terminal,18.2905,15.8488,1.154062137,MD-CAT
622,  ,internal,10.4661,4.6698,2.241230888,MD-CAT
294,Dicrurus megarhynchus,terminal,20.3583,17.6392,1.154150982,MD-CAT
624,  ,internal,12.5552,38.4845,0.326240434,MD-CAT
259,Eulacestoma nigropectus,terminal,25.3192,21.9055,1.155837575,MD-CAT
626,  ,internal,28.2603,7.8963,3.578929372,MD-CAT
249,Oreocharis arfaki,terminal,23.6109,20.4061,1.157051078,MD-CAT
335,Piprites chloris,terminal,21.8614,18.8912,1.157226645,MD-CAT
629,  ,internal,30.6603,25.651,1.195286733,MD-CAT
341,Pachyramphus minor,terminal,24.9223,21.5312,1.157497028,MD-CAT
631,  ,internal,17.3405,18.9086,0.917069482,MD-CAT
632,  ,internal,6.6464,6.2657,1.060759372,MD-CAT
633,  ,internal,0.6829,0.662,1.031570997,MD-CAT
125,Cercotrichas coryphaeus,terminal,11.9057,10.2808,1.158051903,MD-CAT
635,  ,internal,0.6142,0.4416,1.390851449,MD-CAT
636,  ,internal,0.04,0.4176,0.095785441,MD-CAT
637,  ,internal,0.1379,0.1141,1.208588957,MD-CAT
126,Copsychus sechellarum,terminal,11.9057,10.2808,1.158051903,MD-CAT
296,Chaetorhynchus papuensis,terminal,16.6463,14.3526,1.159810766,MD-CAT
640,  ,internal,8.8433,7.4748,1.183081822,MD-CAT
297,Rhipidura dahli,terminal,16.6463,14.3526,1.159810766,MD-CAT
642,  ,internal,17.0885,8.1382,2.099788651,MD-CAT
129,Catharus fuscescens,terminal,23.6802,20.3387,1.164292703,MD-CAT
352,Furnarius figulus,terminal,15.8628,13.6114,1.165405469,MD-CAT
645,  ,internal,39.828,29.4404,1.35283488,MD-CAT
646,  ,internal,8.5715,13.5503,0.632569021,MD-CAT
131,Cinclus mexicanus,terminal,24.064,20.6463,1.165535713,MD-CAT
255,Aleadryas rufinucha,terminal,22.5344,19.3166,1.166582111,MD-CAT
649,  ,internal,8.246,11.5582,0.713432887,MD-CAT
650,  ,internal,3.4347,3.6422,0.943028939,MD-CAT
256,Falcunculus frontatus,terminal,22.5344,19.3166,1.166582111,MD-CAT
303,Ptilorrhoa leucosticta,terminal,30.2538,25.3989,1.191146073,MD-CAT
653,  ,internal,2.773,2.1909,1.265689899,MD-CAT
337,Onychorhynchus coronatus,terminal,23.7987,19.8406,1.199494975,MD-CAT
655,  ,internal,39.926,35.8313,1.114277182,MD-CAT
656,  ,internal,0.1588,2.3772,0.066801279,MD-CAT
338,Oxyruncus cristatus,terminal,23.7987,19.8406,1.199494975,MD-CAT
284,Lanius ludovicianus,terminal,17.6837,14.6057,1.210739643,MD-CAT
659,  ,internal,6.5203,38.0161,0.171514174,MD-CAT
354,Sclerurus mexicanus,terminal,18.7524,15.4512,1.213653308,MD-CAT
661,  ,internal,31.5153,3.6302,8.681422511,MD-CAT
662,  ,internal,1.3167,6.6408,0.198274304,MD-CAT
349,Campylorhamphus procurvoides,terminal,8.6998,7.1066,1.224185968,MD-CAT
350,Xiphorhynchus elegans,terminal,8.6998,7.1066,1.224185968,MD-CAT
665,  ,internal,6.4677,9.4341,0.685566191,MD-CAT
397,Herpetotheres cachinnans,terminal,25.0966,20.4895,1.224851753,MD-CAT
667,  ,internal,0.7141,0.6787,1.052158538,MD-CAT
185,Cettia cetti,terminal,15.5055,12.6471,1.226012287,MD-CAT
186,Horornis vulcanius,terminal,15.5055,12.6471,1.226012287,MD-CAT
670,  ,internal,1.1189,1.0112,1.10650712,MD-CAT
671,  ,internal,35.1771,35.7184,0.984845346,MD-CAT
657,Corythaeola cristata,terminal,18.6445,15.0337,1.240180395,MD-CAT
658,Corythaixoides concolor,terminal,18.6445,15.0337,1.240180395,MD-CAT
674,  ,internal,1.5578,1.4941,1.042634362,MD-CAT
301,Edolisoma coerulescens,terminal,29.8834,23.7165,1.26002572,MD-CAT
676,  ,internal,41.9251,41.1997,1.017606924,MD-CAT
154,Tichodroma muraria,terminal,24.7316,19.521,1.266922801,MD-CAT
678,  ,internal,0.5539,2.1087,0.262673685,MD-CAT
679,  ,internal,0.2659,3.4888,0.076215318,MD-CAT
680,  ,internal,10.8846,5.3402,2.038238268,MD-CAT
681,  ,internal,0.1462,0.1696,0.862028302,MD-CAT
275,Mohoua ochrocephala,terminal,29.4483,22.9407,1.283670507,MD-CAT
261,Daphoenositta chrysoptera,terminal,28.9022,22.4245,1.288867087,MD-CAT
684,  ,internal,24.5046,26.0586,0.940365177,MD-CAT
152,Sitta europaea,terminal,24.5717,18.8345,1.304611219,MD-CAT
686,  ,internal,32.7475,32.5507,1.006045953,MD-CAT
687,  ,internal,27.2455,13.8574,1.966133618,MD-CAT
11,Nothoprocta ornata,terminal,0.9125,0.6773,1.347261184,MD-CAT
12,Nothoprocta pentlandii,terminal,0.9125,0.6773,1.347261184,MD-CAT
690,  ,internal,5.3737,5.1545,1.042525948,MD-CAT
623,Aramus guarauna,terminal,19.9445,14.3792,1.387038222,MD-CAT
692,  ,internal,1.2645,1.2238,1.033257068,MD-CAT
282,Aphelocoma coerulescens,terminal,10.2407,7.3155,1.399863304,MD-CAT
694,  ,internal,20.4319,19.7607,1.033966408,MD-CAT
310,Origma solitaria,terminal,21.615,14.6882,1.471589439,MD-CAT
696,  ,internal,17.8173,18.4087,0.967873886,MD-CAT
311,Pardalotus punctatus,terminal,21.615,14.6882,1.471589439,MD-CAT
698,  ,internal,6.8728,4.6712,1.471313581,MD-CAT
46,Junco hyemalis,terminal,5.7443,3.8096,1.507848593,MD-CAT
700,  ,internal,15.1399,16.7501,0.903869231,MD-CAT
47,Zonotrichia albicollis,terminal,5.7443,3.8096,1.507848593,MD-CAT
49,Melospiza melodia,terminal,10.1081,6.503,1.554374904,MD-CAT
145,Polioptila caerulea,terminal,23.1834,13.8976,1.668158531,MD-CAT
146,Thryothorus ludovicianus,terminal,23.1834,13.8976,1.668158531,MD-CAT
175,Sylvia atricapilla,terminal,10.9747,6.3885,1.717883697,MD-CAT
706,  ,internal,1.9959,1.2765,1.563572268,MD-CAT
176,Sylvia borin,terminal,10.9747,6.3885,1.717883697,MD-CAT
708,  ,internal,10.7602,6.7498,1.594150938,MD-CAT
14,Nothoprocta perdicaria,terminal,4.708,2.1447,2.195178813,MD-CAT
455,Haliaeetus albicilla,terminal,0.238,0.0799,2.978723404,MD-CAT
711,  ,internal,1.9711,2.0582,0.957681469,MD-CAT
712,  ,internal,6.3644,6.8745,0.92579824,MD-CAT
456,Haliaeetus leucocephalus,terminal,0.238,0.0799,2.978723404,MD-CAT
194,Phylloscopus trochilus,terminal,12.0348,1.9712,6.105316558,MD-CAT
195,Rhadina sibilatrix,terminal,12.0348,1.9712,6.105316558,MD-CAT
716,  ,internal,6.8572,7.388,0.928153763,MD-CAT
717,  ,internal,17.1298,17.2099,0.995345702,MD-CAT
718,  ,internal,0.4002,1.732,0.231062356,MD-CAT
719,  ,internal,21.412,19.2679,1.111278344,MD-CAT
720,  ,internal,11.0378,4.6515,2.372954961,MD-CAT
721,  ,internal,2.4923,10.1117,0.246476854,MD-CAT
722,  ,internal,28.533,14.9481,1.908804463,MD-CAT
723,  ,internal,0,0,#DIV/0!,MD-CAT
0,Crypturellus cinnamomeus,terminal,5.667539,4.984889,1.136943872,TreePL
1,Crypturellus undulatus,terminal,5.667539,4.984889,1.136943872,TreePL
2,  ,internal,4.806549,7.669868,0.626679494,TreePL
3,Crypturellus soui,terminal,10.474088,12.654757,0.827679899,TreePL
4,  ,internal,14.077934,12.583972,1.118719431,TreePL
5,Tinamus guttatus,terminal,24.552022,25.238729,0.972791538,TreePL
6,  ,internal,3.78641,3.737074,1.013201772,TreePL
7,Nothocercus julius,terminal,9.086867,11.211822,0.810471929,TreePL
8,Nothocercus nigrocapillus,terminal,9.086867,11.211822,0.810471929,TreePL
9,  ,internal,19.251565,17.763982,1.083741528,TreePL
10,  ,internal,2.108479,2.469623,0.853765534,TreePL
11,Nothoprocta ornata,terminal,0.96496,0.714887,1.349807732,TreePL
12,Nothoprocta pentlandii,terminal,0.96496,0.714887,1.349807732,TreePL
13,  ,internal,3.211278,3.494193,0.919032807,TreePL
14,Nothoprocta perdicaria,terminal,4.176238,4.209079,0.992197581,TreePL
15,  ,internal,6.693682,6.660866,1.004926687,TreePL
16,Eudromia elegans,terminal,10.869921,10.869945,0.999997792,TreePL
17,  ,internal,19.576991,20.575481,0.951471851,TreePL
18,  ,internal,36.579859,35.960972,1.017209963,TreePL
19,Rhea americana,terminal,20.12,20.126433,0.999680371,TreePL
20,Rhea pennata,terminal,20.12,20.126433,0.999680371,TreePL
21,  ,internal,46.906771,47.279965,0.99210672,TreePL
22,  ,internal,1.220899,0.922141,1.323982992,TreePL
23,Apteryx haastii,terminal,0.589631,1.190219,0.495397066,TreePL
24,Apteryx owenii,terminal,0.589631,1.190219,0.495397066,TreePL
25,  ,internal,2.100849,2.914927,0.720720965,TreePL
26,Apteryx australis,terminal,1.159734,1.532392,0.756812878,TreePL
27,Apteryx rowi,terminal,1.159734,1.532392,0.756812878,TreePL
28,  ,internal,1.530746,2.572754,0.59498343,TreePL
29,  ,internal,39.998404,53.783407,0.743694129,TreePL
30,Casuarius casuarius,terminal,23.108465,23.102957,1.000238411,TreePL
31,Dromaius novaehollandiae,terminal,23.108465,23.102957,1.000238411,TreePL
32,  ,internal,19.580419,34.785596,0.562888703,TreePL
33,  ,internal,25.558785,10.439986,2.448162766,TreePL
34,  ,internal,10.341328,9.987239,1.035454143,TreePL
35,Struthio camelus,terminal,78.588997,78.315778,1.003488684,TreePL
36,  ,internal,91.307765,81.916436,1.114645234,TreePL
37,Molothrus ater,terminal,4.406631,4.951748,0.889914228,TreePL
38,Quiscalus mexicanus,terminal,4.406631,4.951748,0.889914228,TreePL
39,  ,internal,0.959411,1.203075,0.797465661,TreePL
40,Agelaius phoeniceus,terminal,5.366042,6.154824,0.871843289,TreePL
41,  ,internal,10.752942,9.283607,1.158271995,TreePL
42,Setophaga coronata,terminal,4.214516,5.680816,0.741885673,TreePL
43,Setophaga kirtlandii,terminal,4.214516,5.680816,0.741885673,TreePL
44,  ,internal,11.904468,9.757616,1.220018086,TreePL
45,  ,internal,1.584245,1.643064,0.964201638,TreePL
46,Junco hyemalis,terminal,6.325321,6.721993,0.94098893,TreePL
47,Zonotrichia albicollis,terminal,6.325321,6.721993,0.94098893,TreePL
48,  ,internal,4.297852,4.206718,1.021663919,TreePL
49,Melospiza melodia,terminal,10.623173,10.92871,0.972042721,TreePL
50,  ,internal,3.113192,2.914494,1.068175814,TreePL
51,Spizella passerina,terminal,13.736365,13.843204,0.992282206,TreePL
52,  ,internal,3.966863,3.238291,1.224986575,TreePL
53,  ,internal,1.248237,1.05884,1.178872162,TreePL
54,Cardinalis cardinalis,terminal,11.957624,11.488482,1.040835856,TreePL
55,Passerina amoena,terminal,11.957624,11.488482,1.040835856,TreePL
56,  ,internal,0.26245,0.662474,0.396166491,TreePL
57,Pheucticus melanocephalus,terminal,12.220074,12.150956,1.005688277,TreePL
58,  ,internal,4.180492,3.63068,1.151434993,TreePL
59,Geospiza fortis,terminal,12.504876,12.832352,0.974480438,TreePL
60,Sporophila hypoxantha,terminal,12.504876,12.832352,0.974480438,TreePL
61,  ,internal,1.396118,1.011863,1.379750025,TreePL
62,Nesospiza acunhae,terminal,13.900994,13.844215,1.00410128,TreePL
63,  ,internal,2.499572,1.937422,1.290153617,TreePL
64,  ,internal,2.5509,2.358699,1.081486023,TreePL
65,  ,internal,0.434346,0.37681,1.152692338,TreePL
66,Calcarius ornatus,terminal,18.748702,17.525649,1.06978646,TreePL
67,Emberiza fucata,terminal,18.748702,17.525649,1.06978646,TreePL
68,  ,internal,0.63711,0.991497,0.642573805,TreePL
69,  ,internal,0.600845,0.573208,1.04821461,TreePL
70,Rhodinocichla rosea,terminal,19.986656,19.090354,1.046950518,TreePL
71,  ,internal,1.945356,2.078385,0.935994053,TreePL
72,Loxia curvirostra,terminal,2.082158,2.365077,0.880376411,TreePL
73,Loxia leucoptera,terminal,2.082158,2.365077,0.880376411,TreePL
74,  ,internal,5.549588,5.435068,1.021070574,TreePL
75,Serinus canaria,terminal,7.631746,7.800145,0.978410786,TreePL
76,  ,internal,6.110815,5.267268,1.160148867,TreePL
77,Chlorodrepanis virens,terminal,1.65228,2.559038,0.645664504,TreePL
78,Hemignathus wilsoni,terminal,1.65228,2.559038,0.645664504,TreePL
79,  ,internal,12.090282,10.508375,1.150537738,TreePL
80,  ,internal,8.189451,8.101327,1.010877724,TreePL
81,  ,internal,1.527247,1.001778,1.524536374,TreePL
82,Motacilla alba,terminal,23.459259,22.170517,1.05812864,TreePL
83,  ,internal,0.921679,0.826299,1.115430371,TreePL
84,Passer domesticus,terminal,20.948542,19.540821,1.072040013,TreePL
85,Hypocryptadius cinnamomeus,terminal,20.948542,19.540821,1.072040013,TreePL
86,  ,internal,3.432396,3.455995,0.993171576,TreePL
87,  ,internal,1.333744,0.953725,1.398457627,TreePL
88,Prunella fulvescens,terminal,9.172426,10.261211,0.893893128,TreePL
89,Prunella himalayana,terminal,9.172426,10.261211,0.893893128,TreePL
90,  ,internal,16.542256,13.68933,1.208405086,TreePL
91,  ,internal,0.608234,0.518151,1.173854726,TreePL
92,Vidua chalybeata,terminal,2.05593,4.084518,0.503347029,TreePL
93,Vidua macroura,terminal,2.05593,4.084518,0.503347029,TreePL
94,  ,internal,17.541507,14.738759,1.190161736,TreePL
95,Lonchura striata,terminal,13.499953,11.085378,1.217816208,TreePL
96,Taeniopygia guttata,terminal,13.499953,11.085378,1.217816208,TreePL
97,  ,internal,6.097483,7.737899,0.788002402,TreePL
98,  ,internal,3.285023,2.836781,1.158010788,TreePL
99,Ploceus nigricollis,terminal,22.88246,21.660058,1.056435768,TreePL
100,  ,internal,2.8968,2.095304,1.38252015,TreePL
101,Urocynchramus pylzowi,terminal,25.77926,23.755362,1.085197523,TreePL
102,  ,internal,0.543656,0.71333,0.762138141,TreePL
103,  ,internal,1.080288,0.853367,1.265912556,TreePL
104,Peucedramus taeniatus,terminal,27.403204,25.322059,1.082187037,TreePL
105,  ,internal,1.291597,0.99438,1.2988968,TreePL
106,Irena cyanogastra,terminal,28.694801,26.316439,1.090375525,TreePL
107,  ,internal,0.520761,0.215174,2.420185524,TreePL
108,Chloropsis cyanopogon,terminal,11.348809,12.085905,0.939011932,TreePL
109,Chloropsis hardwickii,terminal,11.348809,12.085905,0.939011932,TreePL
110,  ,internal,17.866752,14.445707,1.236820877,TreePL
111,  ,internal,1.049146,0.752462,1.394284363,TreePL
112,Dicaeum eximium,terminal,24.331523,21.572344,1.127903532,TreePL
113,Leptocoma aspasia,terminal,24.331523,21.572344,1.127903532,TreePL
114,  ,internal,5.933185,5.711731,1.038771784,TreePL
115,  ,internal,1.108636,0.80996,1.368754013,TreePL
116,Promerops cafer,terminal,31.373343,28.094035,1.116726131,TreePL
117,  ,internal,1.256627,1.06228,1.182952706,TreePL
118,Oenanthe oenanthe,terminal,9.959139,9.67138,1.029753665,TreePL
119,Saxicola maurus,terminal,9.959139,9.67138,1.029753665,TreePL
120,  ,internal,5.542129,5.162025,1.073634669,TreePL
121,Ficedula albicollis,terminal,15.501268,14.833405,1.045024254,TreePL
122,  ,internal,1.653491,1.726894,0.957494206,TreePL
123,Erithacus rubecula,terminal,17.154759,16.560299,1.035896695,TreePL
124,  ,internal,3.209466,3.048353,1.052852475,TreePL
125,Cercotrichas coryphaeus,terminal,13.61758,12.351851,1.10247282,TreePL
126,Copsychus sechellarum,terminal,13.61758,12.351851,1.10247282,TreePL
127,  ,internal,6.746646,7.256801,0.92969974,TreePL
128,  ,internal,4.316785,4.08927,1.05563707,TreePL
129,Catharus fuscescens,terminal,24.68101,23.697922,1.041484144,TreePL
130,  ,internal,1.565171,1.01425,1.543180675,TreePL
131,Cinclus mexicanus,terminal,26.246182,24.712172,1.062075078,TreePL
132,  ,internal,0.259509,0.375205,0.6916459,TreePL
133,Leucopsar rothschildi,terminal,7.105515,6.825181,1.041073489,TreePL
134,Sturnus vulgaris,terminal,7.105515,6.825181,1.041073489,TreePL
135,  ,internal,10.644755,10.383939,1.025117251,TreePL
136,Rhabdornis inornatus,terminal,17.75027,17.20912,1.031445536,TreePL
137,  ,internal,1.366624,1.020308,1.339422998,TreePL
138,Toxostoma redivivum,terminal,19.116894,18.229428,1.048683151,TreePL
139,  ,internal,1.07683,0.644465,1.670889808,TreePL
140,Buphagus erythrorhynchus,terminal,20.193724,18.873893,1.069928922,TreePL
141,  ,internal,6.311967,6.213484,1.015849884,TreePL
142,  ,internal,4.478213,3.14781,1.422643997,TreePL
143,Elachura formosa,terminal,30.983904,28.235187,1.097350763,TreePL
144,  ,internal,0.614722,0.450795,1.363639792,TreePL
145,Polioptila caerulea,terminal,21.770536,19.765114,1.101462708,TreePL
146,Thryothorus ludovicianus,terminal,21.770536,19.765114,1.101462708,TreePL
147,  ,internal,6.014492,5.742422,1.047378963,TreePL
148,Certhia brachydactyla,terminal,0.02864,3.74761,0.007642204,TreePL
149,Certhia familiaris,terminal,0.02864,3.74761,0.007642204,TreePL
150,  ,internal,27.756389,21.759926,1.275573685,TreePL
151,  ,internal,1.341696,1.195588,1.122205977,TreePL
152,Sitta europaea,terminal,29.126725,26.703124,1.090760954,TreePL
153,  ,internal,0.643868,0.332747,1.935007679,TreePL
154,Tichodroma muraria,terminal,29.770593,27.035871,1.101151614,TreePL
155,  ,internal,1.828032,1.650111,1.107823655,TreePL
156,  ,internal,0.136388,0.072601,1.878596714,TreePL
157,Regulus satrapa,terminal,31.735013,28.758583,1.103497102,TreePL
158,  ,internal,0.13181,0.112638,1.170208988,TreePL
159,Bombycilla garrulus,terminal,23.546002,19.273228,1.221694778,TreePL
160,Phainopepla nitens,terminal,23.546002,19.273228,1.221694778,TreePL
