,Taxon,Node Type,l1,l2,l1/l2,Method
126,  ,internal,19.542,19.935,0.980285929,wLogDate
127,  ,internal,21.897,22.224,0.985286177,wLogDate
128,  ,internal,22.236,22.503,0.988134915,wLogDate
129,  ,internal,23.02,22.958,1.002700584,wLogDate
130,  ,internal,16.58,16.952,0.978055687,wLogDate
131,  ,internal,17.542,17.78,0.986614173,wLogDate
132,  ,internal,18.793,18.816,0.998777636,wLogDate
133,  ,internal,19.52,19.52,1,wLogDate
134,  ,internal,19.84,19.942,0.994885167,wLogDate
135,  ,internal,23.34,23.212,1.005514389,wLogDate
136,  ,internal,23.709,23.406,1.012945399,wLogDate
137,  ,internal,0.445,0.726,0.612947658,wLogDate
138,  ,internal,1.74,2.177,0.799265044,wLogDate
139,  ,internal,7.41,7.507,0.987078727,wLogDate
140,  ,internal,16.227,15.938,1.018132764,wLogDate
141,  ,internal,17.395,17.119,1.016122437,wLogDate
142,  ,internal,18.013,17.722,1.016420269,wLogDate
143,  ,internal,18.391,17.96,1.023997773,wLogDate
144,  ,internal,18.434,18.242,1.010525162,wLogDate
145,  ,internal,19.273,18.755,1.027619302,wLogDate
146,  ,internal,16.352,15.941,1.025782573,wLogDate
147,  ,internal,19.511,19.138,1.01949002,wLogDate
148,  ,internal,23.977,23.621,1.015071335,wLogDate
149,  ,internal,24.42,24.07,1.014540922,wLogDate
150,  ,internal,26.217,25.576,1.025062559,wLogDate
151,  ,internal,28.952,28.409,1.019113661,wLogDate
152,  ,internal,26.25,26.25,1,wLogDate
153,  ,internal,29.417,28.827,1.020466923,wLogDate
154,  ,internal,18.938,18.888,1.002647183,wLogDate
155,  ,internal,21.464,21.45,1.000652681,wLogDate
156,  ,internal,22.24,22.24,1,wLogDate
157,  ,internal,25.59,24.966,1.024993992,wLogDate
158,  ,internal,30.359,29.753,1.020367694,wLogDate
159,  ,internal,28.058,27.179,1.032341146,wLogDate
160,  ,internal,31.83,31.231,1.019179661,wLogDate
161,  ,internal,26.77,26.77,1,wLogDate
162,  ,internal,32.684,32.013,1.020960235,wLogDate
163,  ,internal,19.824,17.103,1.159094896,wLogDate
164,  ,internal,20.754,17.886,1.160348876,wLogDate
165,  ,internal,21.294,18.256,1.166411043,wLogDate
166,  ,internal,22.753,19.275,1.180440986,wLogDate
167,  ,internal,23.737,19.839,1.196481678,wLogDate
168,  ,internal,24.853,20.915,1.188285919,wLogDate
169,  ,internal,25.287,21.274,1.188634013,wLogDate
170,  ,internal,26.255,21.865,1.200777498,wLogDate
171,  ,internal,8.316,6.648,1.250902527,wLogDate
172,  ,internal,27.399,22.637,1.210363564,wLogDate
173,  ,internal,5.989,6.529,0.917292081,wLogDate
174,  ,internal,15.135,14.155,1.069233486,wLogDate
175,  ,internal,17.247,16.393,1.052095407,wLogDate
176,  ,internal,22.73,22.507,1.009908029,wLogDate
177,  ,internal,23.378,23.316,1.002659118,wLogDate
178,  ,internal,24.749,24.55,1.008105906,wLogDate
179,  ,internal,9.711,11.086,0.875969692,wLogDate
180,  ,internal,25.904,25.901,1.000115826,wLogDate
181,  ,internal,29.523,30.082,0.981417459,wLogDate
182,  ,internal,26.527,24.158,1.098062754,wLogDate
183,  ,internal,23.327,20.866,1.117943065,wLogDate
184,  ,internal,27.608,25.091,1.100314854,wLogDate
185,  ,internal,21.098,18.908,1.11582399,wLogDate
186,  ,internal,28.334,25.729,1.101247619,wLogDate
187,  ,internal,31.672,31.947,0.991391993,wLogDate
188,  ,internal,33.98,33.98,1,wLogDate
189,  ,internal,37.951,38.332,0.990060524,wLogDate
190,  ,internal,17.575,16.535,1.062896885,wLogDate
191,  ,internal,21.312,20.495,1.039863381,wLogDate
192,  ,internal,9.706,10.644,0.911875235,wLogDate
193,  ,internal,24.329,23.776,1.023258748,wLogDate
194,  ,internal,30.392,30.346,1.001515851,wLogDate
195,  ,internal,56.68,56.68,1,wLogDate
196,  ,internal,0.536,1.017,0.527040315,wLogDate
197,  ,internal,19.097,29.784,0.641183186,wLogDate
198,  ,internal,58.184,57.657,1.009140261,wLogDate
199,  ,internal,4.787,7.196,0.665230684,wLogDate
200,  ,internal,59.748,58.306,1.024731589,wLogDate
201,  ,internal,13.646,13.149,1.037797551,wLogDate
202,  ,internal,15.054,14.778,1.018676411,wLogDate
203,  ,internal,28.693,26.397,1.086979581,wLogDate
204,  ,internal,30.331,28.581,1.061229488,wLogDate
205,  ,internal,27.972,27.923,1.001754826,wLogDate
206,  ,internal,37.558,38.609,0.972778368,wLogDate
207,  ,internal,47.797,47.523,1.005765629,wLogDate
208,  ,internal,60.042,61.138,0.982073342,wLogDate
209,  ,internal,29.885,26.917,1.110264888,wLogDate
210,  ,internal,30.83,28.409,1.085219473,wLogDate
211,  ,internal,37.588,37.239,1.009371895,wLogDate
212,  ,internal,39.98,39.98,1,wLogDate
213,  ,internal,42.437,40.657,1.043780899,wLogDate
214,  ,internal,59.91,59.91,1,wLogDate
215,  ,internal,60.949,61.176,0.996289395,wLogDate
216,  ,internal,64.309,65.091,0.98798605,wLogDate
217,  ,internal,24.252,25.199,0.962419144,wLogDate
218,  ,internal,36.005,35.989,1.00044458,wLogDate
219,  ,internal,62,62,1,wLogDate
220,  ,internal,65.528,66.275,0.988728782,wLogDate
221,  ,internal,16.788,20.268,0.82830077,wLogDate
222,  ,internal,66.666,67.097,0.993576464,wLogDate
223,  ,internal,67.243,67.496,0.99625163,wLogDate
224,  ,internal,17.651,21.15,0.834562648,wLogDate
225,  ,internal,67.99,67.99,1,wLogDate
226,  ,internal,0.221,0.438,0.50456621,wLogDate
227,  ,internal,2.831,3.519,0.804489912,wLogDate
228,  ,internal,5.325,7.824,0.68059816,wLogDate
229,  ,internal,6.217,8.601,0.722822928,wLogDate
230,  ,internal,20.478,20.747,0.98703427,wLogDate
231,  ,internal,55.83,55.83,1,wLogDate
232,  ,internal,63.784,64.745,0.985157155,wLogDate
233,  ,internal,0.538,2.331,0.230802231,wLogDate
234,  ,internal,19.811,18.18,1.089713971,wLogDate
235,  ,internal,53.186,55.119,0.964930423,wLogDate
236,  ,internal,65.78,65.78,1,wLogDate
237,  ,internal,68.403,68.222,1.002653103,wLogDate
238,  ,internal,68.782,68.529,1.003691868,wLogDate
239,  ,internal,1.065,1.326,0.803167421,wLogDate
240,  ,internal,1.939,2.164,0.896025878,wLogDate
241,  ,internal,3.222,3.29,0.979331307,wLogDate
242,  ,internal,3.598,3.624,0.992825607,wLogDate
243,  ,internal,11.082,12.988,0.853249153,wLogDate
244,  ,internal,18.942,25.373,0.746541599,wLogDate
245,  ,internal,21.481,27.793,0.772892455,wLogDate
246,  ,internal,56.61,56.61,1,wLogDate
247,  ,internal,33.651,33.5,1.004507463,wLogDate
248,  ,internal,34.17,34.17,1,wLogDate
249,  ,internal,35.4,35.4,1,wLogDate
250,  ,internal,57.699,57.89,0.996700639,wLogDate
251,  ,internal,17.353,17.29,1.003643725,wLogDate
252,  ,internal,58.101,58.388,0.995084606,wLogDate
253,  ,internal,59.303,59.085,1.0036896,wLogDate
254,  ,internal,60.552,59.71,1.014101491,wLogDate
255,  ,internal,11.872,11.894,0.998150328,wLogDate
256,  ,internal,12.581,12.832,0.980439526,wLogDate
257,  ,internal,23.213,23.676,0.980444332,wLogDate
258,  ,internal,10.883,9.809,1.109491284,wLogDate
259,  ,internal,24.42,24.922,0.979857154,wLogDate
260,  ,internal,38.5,38.5,1,wLogDate
261,  ,internal,12.5,12.5,1,wLogDate
262,  ,internal,65.85,65.85,1,wLogDate
263,  ,internal,66.347,66.163,1.002781011,wLogDate
264,  ,internal,67.892,66.954,1.014009619,wLogDate
265,  ,internal,24.781,26.103,0.94935448,wLogDate
266,  ,internal,57.88,57.88,1,wLogDate
267,  ,internal,69.901,68.005,1.027880303,wLogDate
268,  ,internal,59.82,59.82,1,wLogDate
269,  ,internal,9.287,12.313,0.754243482,wLogDate
270,  ,internal,60.548,60.606,0.999042999,wLogDate
271,  ,internal,61.02,61.02,1,wLogDate
272,  ,internal,65.194,64.962,1.003571319,wLogDate
273,  ,internal,12.624,14.816,0.852051836,wLogDate
274,  ,internal,65.548,64.979,1.008756675,wLogDate
275,  ,internal,66.151,65.685,1.007094466,wLogDate
276,  ,internal,15.734,15.772,0.997590667,wLogDate
277,  ,internal,17.56,17.799,0.986572279,wLogDate
278,  ,internal,66.983,66.187,1.012026531,wLogDate
279,  ,internal,70.544,68.693,1.026945977,wLogDate
280,  ,internal,2.084,3.066,0.679712981,wLogDate
281,  ,internal,21.7,21.7,1,wLogDate
282,  ,internal,22.925,23.172,0.989340583,wLogDate
283,  ,internal,24.49,26.342,0.929694025,wLogDate
284,  ,internal,1.723,2.245,0.767483296,wLogDate
285,  ,internal,2.116,2.767,0.764727141,wLogDate
286,  ,internal,20.33,14.768,1.376625135,wLogDate
287,  ,internal,20.729,15.382,1.347614094,wLogDate
288,  ,internal,25.292,27.18,0.93053716,wLogDate
289,  ,internal,20.679,21.255,0.972900494,wLogDate
290,  ,internal,24.168,25.598,0.944136261,wLogDate
291,  ,internal,28.381,31.684,0.895751799,wLogDate
292,  ,internal,40.666,42.965,0.94649133,wLogDate
293,  ,internal,23.661,17.986,1.315523185,wLogDate
294,  ,internal,28.081,27.959,1.004363532,wLogDate
295,  ,internal,25.988,24.9,1.043694779,wLogDate
296,  ,internal,32.47,32.47,1,wLogDate
297,  ,internal,18.123,13.336,1.358953209,wLogDate
298,  ,internal,19.397,20.56,0.943433852,wLogDate
299,  ,internal,34.968,37.807,0.924908086,wLogDate
300,  ,internal,43.431,46.521,0.933578384,wLogDate
301,  ,internal,16.24,16.399,0.990304287,wLogDate
302,  ,internal,16.318,13.774,1.184695804,wLogDate
303,  ,internal,21.369,22.301,0.958208152,wLogDate
304,  ,internal,6.909,8.739,0.790593889,wLogDate
305,  ,internal,27.026,39.326,0.687229823,wLogDate
306,  ,internal,31.197,45.003,0.693220452,wLogDate
307,  ,internal,46.837,49.898,0.938654856,wLogDate
308,  ,internal,11.731,11.071,1.059615211,wLogDate
309,  ,internal,17.749,17.53,1.012492869,wLogDate
310,  ,internal,57.563,56.995,1.009965786,wLogDate
311,  ,internal,12.354,14.763,0.836821784,wLogDate
312,  ,internal,43.34,42.209,1.026795233,wLogDate
313,  ,internal,60.76,60.76,1,wLogDate
314,  ,internal,69.653,68.208,1.021185198,wLogDate
315,  ,internal,70.258,68.825,1.020820923,wLogDate
316,  ,internal,70.789,69.238,1.022400994,wLogDate
317,  ,internal,71.019,69.848,1.016764975,wLogDate
318,  ,internal,22.488,20.573,1.093083167,wLogDate
319,  ,internal,28.507,28.213,1.010420728,wLogDate
320,  ,internal,5.04,8.409,0.599357831,wLogDate
321,  ,internal,37.11,38.119,0.973530261,wLogDate
322,  ,internal,34.769,34.658,1.003202724,wLogDate
323,  ,internal,41.937,42.848,0.978738798,wLogDate
324,  ,internal,11.257,11.969,0.940512992,wLogDate
325,  ,internal,13.677,14.067,0.972275538,wLogDate
326,  ,internal,55.799,55.827,0.999498451,wLogDate
327,  ,internal,16.163,15.648,1.032911554,wLogDate
328,  ,internal,23.175,23.709,0.977476908,wLogDate
329,  ,internal,56.68,56.68,1,wLogDate
330,  ,internal,14.201,12.436,1.141926665,wLogDate
331,  ,internal,20.174,20.37,0.990378007,wLogDate
332,  ,internal,19.762,19.928,0.991670012,wLogDate
333,  ,internal,20.811,20.957,0.993033354,wLogDate
334,  ,internal,13.083,13.058,1.001914535,wLogDate
335,  ,internal,14.421,14.531,0.992429977,wLogDate
336,  ,internal,52.943,54.261,0.975709994,wLogDate
337,  ,internal,56.473,56.412,1.00108133,wLogDate
338,  ,internal,58.128,57.465,1.011537458,wLogDate
339,  ,internal,71.69,70.376,1.018671138,wLogDate
340,  ,internal,9.386,10.56,0.888825758,wLogDate
341,  ,internal,36.28,36.28,1,wLogDate
342,  ,internal,72.479,71.217,1.017720488,wLogDate
343,  ,internal,0.785,1.743,0.45037292,wLogDate
344,  ,internal,6.335,7.121,0.889622244,wLogDate
345,  ,internal,7.56,8.412,0.89871612,wLogDate
346,  ,internal,27.91,27.91,1,wLogDate
347,  ,internal,56.78,54.842,1.03533788,wLogDate
348,  ,internal,61.763,60.119,1.027345764,wLogDate
349,  ,internal,16.742,15.208,1.100867964,wLogDate
350,  ,internal,18.473,16.925,1.091462334,wLogDate
351,  ,internal,26.11,24.205,1.078702747,wLogDate
352,  ,internal,27.736,25.835,1.07358235,wLogDate
353,  ,internal,6.57,6.05,1.085950413,wLogDate
354,  ,internal,15.545,14.774,1.052186273,wLogDate
355,  ,internal,35.905,33.502,1.071727061,wLogDate
356,  ,internal,37.895,35.455,1.068819631,wLogDate
357,  ,internal,51.263,52.274,0.980659601,wLogDate
358,  ,internal,56.498,57.389,0.984474377,wLogDate
359,  ,internal,67.74,67.74,1,wLogDate
360,  ,internal,89.508,87.448,1.023556857,wLogDate
361,  ,internal,112.319,107.932,1.040645962,wLogDate
0,  ,internal,5.668,4.985,1.137011033,TreePL
1,  ,internal,10.474,12.655,0.827657053,TreePL
2,  ,internal,24.552,25.239,0.972780221,TreePL
3,  ,internal,9.087,11.212,0.810470924,TreePL
4,  ,internal,28.338,28.976,0.977981778,TreePL
5,  ,internal,0.965,0.715,1.34965035,TreePL
6,  ,internal,4.176,4.209,0.992159658,TreePL
7,  ,internal,10.87,10.87,1,TreePL
8,  ,internal,30.447,31.445,0.968262045,TreePL
9,  ,internal,20.12,20.126,0.999701878,TreePL
10,  ,internal,67.027,67.406,0.994377355,TreePL
11,  ,internal,0.59,1.19,0.495798319,TreePL
12,  ,internal,1.16,1.532,0.757180157,TreePL
13,  ,internal,2.69,4.105,0.655298417,TreePL
14,  ,internal,23.108,23.103,1.000216422,TreePL
15,  ,internal,42.689,57.889,0.737428527,TreePL
16,  ,internal,68.248,68.329,0.998814559,TreePL
17,  ,internal,78.589,78.316,1.003485878,TreePL
18,  ,internal,4.407,4.952,0.889943457,TreePL
19,  ,internal,5.366,6.155,0.871811535,TreePL
20,  ,internal,4.215,5.681,0.74194684,TreePL
21,  ,internal,16.119,15.438,1.044111932,TreePL
22,  ,internal,6.325,6.722,0.940940196,TreePL
23,  ,internal,10.623,10.929,0.972001098,TreePL
24,  ,internal,13.736,13.843,0.992270462,TreePL
25,  ,internal,17.703,17.081,1.03641473,TreePL
26,  ,internal,11.958,11.488,1.040912256,TreePL
27,  ,internal,12.22,12.151,1.005678545,TreePL
28,  ,internal,12.505,12.832,0.974516833,TreePL
29,  ,internal,13.901,13.844,1.004117307,TreePL
30,  ,internal,16.401,15.782,1.039221898,TreePL
31,  ,internal,18.951,18.14,1.044707828,TreePL
32,  ,internal,18.749,17.526,1.069782038,TreePL
33,  ,internal,19.386,18.517,1.046929848,TreePL
34,  ,internal,19.987,19.09,1.046987952,TreePL
35,  ,internal,2.082,2.365,0.880338266,TreePL
36,  ,internal,7.632,7.8,0.978461538,TreePL
37,  ,internal,1.652,2.559,0.645564674,TreePL
38,  ,internal,13.743,13.067,1.051733374,TreePL
39,  ,internal,21.932,21.169,1.036043271,TreePL
40,  ,internal,23.459,22.171,1.058093906,TreePL
41,  ,internal,20.949,19.541,1.072053631,TreePL
42,  ,internal,24.381,22.997,1.060181763,TreePL
43,  ,internal,9.172,10.261,0.893869993,TreePL
44,  ,internal,25.715,23.951,1.07365037,TreePL
45,  ,internal,2.056,4.085,0.503304774,TreePL
46,  ,internal,13.5,11.085,1.217861976,TreePL
47,  ,internal,19.597,18.823,1.041119906,TreePL
48,  ,internal,22.882,21.66,1.056417359,TreePL
49,  ,internal,25.779,23.755,1.085203115,TreePL
50,  ,internal,26.323,24.469,1.075769341,TreePL
51,  ,internal,27.403,25.322,1.082181502,TreePL
52,  ,internal,28.695,26.316,1.090401277,TreePL
53,  ,internal,11.349,12.086,0.939020354,TreePL
54,  ,internal,29.216,26.532,1.101160862,TreePL
55,  ,internal,24.332,21.572,1.127943631,TreePL
56,  ,internal,30.265,27.284,1.109258173,TreePL
57,  ,internal,31.373,28.094,1.116715313,TreePL
58,  ,internal,9.959,9.671,1.029779754,TreePL
59,  ,internal,15.501,14.833,1.04503472,TreePL
60,  ,internal,17.155,16.56,1.035929952,TreePL
61,  ,internal,13.618,12.352,1.102493523,TreePL
62,  ,internal,20.364,19.609,1.038502728,TreePL
63,  ,internal,24.681,23.698,1.041480294,TreePL
64,  ,internal,26.246,24.712,1.062075105,TreePL
65,  ,internal,7.106,6.825,1.041172161,TreePL
66,  ,internal,17.75,17.209,1.031437039,TreePL
67,  ,internal,19.117,18.229,1.048713588,TreePL
68,  ,internal,20.194,18.874,1.06993748,TreePL
69,  ,internal,26.506,25.087,1.05656316,TreePL
70,  ,internal,30.984,28.235,1.097361431,TreePL
71,  ,internal,21.771,19.765,1.101492537,TreePL
72,  ,internal,0.029,3.748,0.00773746,TreePL
73,  ,internal,27.785,25.508,1.089266113,TreePL
74,  ,internal,29.127,26.703,1.090776317,TreePL
75,  ,internal,29.771,27.036,1.101161414,TreePL
76,  ,internal,31.599,28.686,1.101547793,TreePL
77,  ,internal,31.735,28.759,1.10348065,TreePL
78,  ,internal,23.546,19.273,1.221709127,TreePL
79,  ,internal,31.867,28.871,1.103771951,TreePL
80,  ,internal,32.63,29.156,1.119152147,TreePL
81,  ,internal,2.476,3.281,0.754647973,TreePL
82,  ,internal,8.854,9.083,0.974788066,TreePL
83,  ,internal,19.691,19.41,1.014477074,TreePL
84,  ,internal,21.047,20.792,1.012264332,TreePL
85,  ,internal,22.302,21.793,1.023356124,TreePL
86,  ,internal,13.05,9.503,1.373250552,TreePL
87,  ,internal,20.149,20.437,0.985907912,TreePL
88,  ,internal,23.793,22.803,1.04341534,TreePL
89,  ,internal,16.31,15.197,1.073238139,TreePL
90,  ,internal,26.989,24.913,1.083329988,TreePL
91,  ,internal,16.173,14.898,1.085581957,TreePL
92,  ,internal,22.891,21.575,1.060996524,TreePL
93,  ,internal,24.658,23.009,1.071667608,TreePL
94,  ,internal,25.346,23.551,1.07621757,TreePL
95,  ,internal,15.087,12.759,1.18245944,TreePL
96,  ,internal,26.371,24.115,1.093551731,TreePL
97,  ,internal,28.007,25.414,1.102030377,TreePL
98,  ,internal,28.257,25.621,1.102884353,TreePL
99,  ,internal,24.775,22.437,1.104202879,TreePL
100,  ,internal,25.347,23.306,1.087574015,TreePL
101,  ,internal,14.18,11.36,1.248239437,TreePL
102,  ,internal,28.063,25.32,1.108333333,TreePL
103,  ,internal,28.801,25.803,1.11618804,TreePL
104,  ,internal,28.993,26.126,1.109737426,TreePL
105,  ,internal,29.889,26.601,1.123604376,TreePL
106,  ,internal,30.745,27.207,1.130040063,TreePL
107,  ,internal,28.958,25.526,1.134451148,TreePL
108,  ,internal,30.996,27.473,1.128234994,TreePL
109,  ,internal,8.429,7.69,1.09609883,TreePL
110,  ,internal,11.577,10.62,1.090112994,TreePL
111,  ,internal,28.977,26.156,1.107852883,TreePL
112,  ,internal,32.687,29.098,1.12334181,TreePL
113,  ,internal,33.131,29.348,1.128901458,TreePL
114,  ,internal,24.702,22.139,1.115768553,TreePL
115,  ,internal,34.376,30.905,1.112311924,TreePL
116,  ,internal,35.435,31.756,1.115852122,TreePL
117,  ,internal,32.725,29.032,1.127204464,TreePL
118,  ,internal,35.971,31.978,1.124867096,TreePL
119,  ,internal,36.362,32.374,1.123185272,TreePL
120,  ,internal,36.789,32.702,1.124977066,TreePL
121,  ,internal,21.731,19.299,1.126016892,TreePL
122,  ,internal,25.163,22.856,1.100936297,TreePL
123,  ,internal,28.669,25.997,1.10278109,TreePL
124,  ,internal,27.626,25.049,1.102878358,TreePL
125,  ,internal,29.297,26.555,1.10325739,TreePL
126,  ,internal,26.255,23.883,1.099317506,TreePL
127,  ,internal,29.554,26.813,1.102226532,TreePL
128,  ,internal,29.887,27.074,1.103900421,TreePL
129,  ,internal,30.819,27.526,1.119632348,TreePL
130,  ,internal,22.226,19.936,1.114867576,TreePL
131,  ,internal,23.265,20.757,1.120826709,TreePL
132,  ,internal,24.591,21.735,1.131400966,TreePL
133,  ,internal,25.407,22.466,1.130908929,TreePL
134,  ,internal,25.826,23.007,1.122527926,TreePL
135,  ,internal,31.135,27.764,1.121416222,TreePL
136,  ,internal,31.549,27.993,1.127031758,TreePL
137,  ,internal,0.699,0.988,0.707489879,TreePL
138,  ,internal,2.784,2.952,0.943089431,TreePL
139,  ,internal,11.062,9.91,1.116246216,TreePL
140,  ,internal,23.32,20.494,1.137894018,TreePL
141,  ,internal,24.377,21.229,1.14828772,TreePL
142,  ,internal,25.47,22.175,1.148590755,TreePL
143,  ,internal,26.229,22.597,1.1607293,TreePL
144,  ,internal,26.307,22.937,1.146924184,TreePL
145,  ,internal,27.267,23.518,1.159409814,TreePL
146,  ,internal,23.498,20.455,1.148765583,TreePL
147,  ,internal,27.565,24.011,1.148015493,TreePL
148,  ,internal,31.865,28.259,1.127605365,TreePL
149,  ,internal,32.313,28.734,1.124556275,TreePL
150,  ,internal,34.502,30.518,1.130545907,TreePL
151,  ,internal,38.208,34.147,1.118926992,TreePL
152,  ,internal,37.082,33.267,1.11467821,TreePL
153,  ,internal,38.96,34.963,1.114320853,TreePL
154,  ,internal,30.395,27.243,1.115699446,TreePL
155,  ,internal,33.958,30.522,1.112574536,TreePL
156,  ,internal,34.879,31.378,1.111574989,TreePL
157,  ,internal,37.316,33.598,1.110661349,TreePL
158,  ,internal,40.624,37.105,1.09483897,TreePL
159,  ,internal,38.351,35.292,1.086676867,TreePL
160,  ,internal,42.865,40.031,1.070795134,TreePL
161,  ,internal,31.821,29.268,1.087228372,TreePL
162,  ,internal,43.843,41.155,1.065314057,TreePL
163,  ,internal,29.69,24.305,1.22155935,TreePL
164,  ,internal,30.793,25.135,1.225104436,TreePL
165,  ,internal,31.311,25.537,1.226103301,TreePL
166,  ,internal,33.021,26.646,1.239247917,TreePL
167,  ,internal,33.757,27.219,1.24019986,TreePL
168,  ,internal,35.469,28.558,1.241998739,TreePL
169,  ,internal,35.934,28.898,1.243477057,TreePL
170,  ,internal,37.02,29.492,1.255255663,TreePL
171,  ,internal,13.788,9.08,1.518502203,TreePL
172,  ,internal,38.254,30.315,1.261883556,TreePL
173,  ,internal,8.73,9.338,0.934889698,TreePL
174,  ,internal,23.258,21.078,1.103425372,TreePL
175,  ,internal,26.183,24.077,1.087469369,TreePL
176,  ,internal,35.098,33.866,1.036378669,TreePL
177,  ,internal,35.7,34.7,1.028818444,TreePL
178,  ,internal,37.073,36.032,1.028890986,TreePL
179,  ,internal,13.514,15.322,0.881999739,TreePL
180,  ,internal,38.079,37.296,1.020994208,TreePL
181,  ,internal,41.837,42.152,0.992527045,TreePL
182,  ,internal,39.092,35.392,1.1045434,TreePL
183,  ,internal,34.325,30.7,1.118078176,TreePL
184,  ,internal,40.083,36.25,1.105737931,TreePL
185,  ,internal,31.24,27.922,1.118831029,TreePL
186,  ,internal,40.69,36.766,1.106729043,TreePL
187,  ,internal,43.894,43.973,0.998203443,TreePL
188,  ,internal,45.73,45.73,1,TreePL
189,  ,internal,51.519,51.761,0.995324665,TreePL
190,  ,internal,24.897,22.788,1.09254871,TreePL
191,  ,internal,29.323,27.433,1.068895126,TreePL
192,  ,internal,13.587,14.268,0.952270816,TreePL
193,  ,internal,32.644,31.07,1.0506598,TreePL
194,  ,internal,39.95,39.264,1.017471475,TreePL
195,  ,internal,75.3,75.3,1,TreePL
196,  ,internal,0.845,1.348,0.626854599,TreePL
197,  ,internal,28.873,39.373,0.733319788,TreePL
198,  ,internal,76.886,76.569,1.004140057,TreePL
199,  ,internal,8.234,11.331,0.726679022,TreePL
200,  ,internal,79.431,78.061,1.017550377,TreePL
201,  ,internal,19.221,17.927,1.072181625,TreePL
202,  ,internal,21.188,20.16,1.050992063,TreePL
203,  ,internal,40.6,36.179,1.12219796,TreePL
204,  ,internal,42.483,38.643,1.099371167,TreePL
205,  ,internal,38.229,36.876,1.03669053,TreePL
206,  ,internal,50.879,50.903,0.999528515,TreePL
207,  ,internal,65.687,64.053,1.025510124,TreePL
208,  ,internal,81.712,82.642,0.988746642,TreePL
209,  ,internal,45.595,40.591,1.123278559,TreePL
210,  ,internal,47.069,42.851,1.098434109,TreePL
211,  ,internal,55.906,55.194,1.012899953,TreePL
212,  ,internal,58.53,58.53,1,TreePL
213,  ,internal,49.009,45.738,1.071516026,TreePL
214,  ,internal,69.591,67.603,1.029406979,TreePL
215,  ,internal,71.947,70.542,1.019917212,TreePL
216,  ,internal,85.985,86.92,0.989242982,TreePL
217,  ,internal,33.788,34.549,0.977973313,TreePL
218,  ,internal,49.143,49.436,0.994073145,TreePL
219,  ,internal,81.878,83.186,0.9842762,TreePL
220,  ,internal,87.881,89.041,0.986972294,TreePL
221,  ,internal,23.346,27.705,0.842663779,TreePL
222,  ,internal,89.533,90.124,0.993442368,TreePL
223,  ,internal,90.242,90.567,0.996411496,TreePL
224,  ,internal,23.855,28.151,0.847394409,TreePL
225,  ,internal,91.286,91.305,0.999791906,TreePL
226,  ,internal,0.412,0.58,0.710344828,TreePL
227,  ,internal,4.026,4.927,0.817130099,TreePL
228,  ,internal,7.628,11.185,0.681984801,TreePL
229,  ,internal,9.735,12.42,0.783816425,TreePL
230,  ,internal,31.478,30.894,1.018903347,TreePL
231,  ,internal,50.54,50.548,0.999841735,TreePL
232,  ,internal,59.061,57.962,1.018960698,TreePL
233,  ,internal,0.949,3.655,0.259644323,TreePL
234,  ,internal,25.135,22.589,1.112709726,TreePL
235,  ,internal,52.648,50.76,1.037194641,TreePL
236,  ,internal,65.204,61.598,1.058540862,TreePL
237,  ,internal,91.589,91.547,1.000458781,TreePL
238,  ,internal,91.746,91.749,0.999967302,TreePL
239,  ,internal,1.548,1.756,0.881548975,TreePL
240,  ,internal,2.936,2.858,1.027291812,TreePL
241,  ,internal,5.015,4.32,1.16087963,TreePL
242,  ,internal,5.636,4.744,1.188026981,TreePL
243,  ,internal,15.034,16.767,0.896642214,TreePL
244,  ,internal,25.424,32.13,0.791285403,TreePL
245,  ,internal,30.15,35.5,0.849295775,TreePL
246,  ,internal,51.975,51.976,0.99998076,TreePL
247,  ,internal,38.388,34.562,1.110699612,TreePL
248,  ,internal,39.171,35.57,1.101236997,TreePL
249,  ,internal,32.067,32.065,1.000062373,TreePL
250,  ,internal,52.086,51.152,1.018259306,TreePL
251,  ,internal,25.025,24.087,1.038942168,TreePL
252,  ,internal,52.671,51.983,1.013235096,TreePL
253,  ,internal,55.282,54.83,1.008243662,TreePL
254,  ,internal,57.059,55.971,1.019438638,TreePL
255,  ,internal,16.051,15.225,1.054252874,TreePL
256,  ,internal,16.932,16.479,1.027489532,TreePL
257,  ,internal,30.158,29.223,1.031995346,TreePL
258,  ,internal,14.894,12.872,1.157085146,TreePL
259,  ,internal,31.913,31.582,1.010480654,TreePL
260,  ,internal,34.437,33.911,1.015511191,TreePL
261,  ,internal,14.923,13.971,1.06814115,TreePL
262,  ,internal,60.552,60.538,1.00023126,TreePL
263,  ,internal,61.143,60.852,1.004782094,TreePL
264,  ,internal,64.251,62.355,1.030406543,TreePL
265,  ,internal,29.3,30.505,0.960498279,TreePL
266,  ,internal,62.31,62.31,1,TreePL
267,  ,internal,70.864,66.434,1.066682723,TreePL
268,  ,internal,50.32,50.323,0.999940385,TreePL
269,  ,internal,11.824,14.533,0.813596642,TreePL
270,  ,internal,63.007,67.875,0.928279926,TreePL
271,  ,internal,69.039,73.014,0.945558386,TreePL
272,  ,internal,74.712,77.161,0.968261168,TreePL
273,  ,internal,19.638,22.286,0.88118101,TreePL
274,  ,internal,73.822,74.205,0.994838623,TreePL
275,  ,internal,75.77,77.898,0.972682225,TreePL
276,  ,internal,21.88,21.65,1.010623557,TreePL
